candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Issaquena,Addie Voting Precinct,4
Tate Reeves,Governor,,R,Issaquena,Addie Voting Precinct,5
Bill Waller Jr.,Governor,,R,Issaquena,Addie Voting Precinct,0
Delbert Hosemann,Lieutenant Governor,,R,Issaquena,Addie Voting Precinct,6
Shane Quick,Lieutenant Governor,,R,Issaquena,Addie Voting Precinct,2
Sam Britton,Secretary of State,,R,Issaquena,Addie Voting Precinct,7
Michael Watson,Secretary of State,,R,Issaquena,Addie Voting Precinct,1
Mark Baker,Attorney General,,R,Issaquena,Addie Voting Precinct,3
Lynn Fitch,Attorney General,,R,Issaquena,Addie Voting Precinct,3
Andy Taggart,Attorney General,,R,Issaquena,Addie Voting Precinct,3
Shad White,State Auditor,,R,Issaquena,Addie Voting Precinct,7
Eugene S. 'Buck' Clarke,State Treasurer,,R,Issaquena,Addie Voting Precinct,6
David McRae,State Treasurer,,R,Issaquena,Addie Voting Precinct,2
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Issaquena,Addie Voting Precinct,7
Mike Chaney,Commissioner of Insurance,,R,Issaquena,Addie Voting Precinct,7
Briggs Hopson,State Senate,23,R,Issaquena,Addie Voting Precinct,7
Kevin Ford,State House,54,R,Issaquena,Addie Voting Precinct,x
Michael Brown,Governor,,D,Issaquena,Addie Voting Precinct,11
William Bond Compton Jr.,Governor,,D,Issaquena,Addie Voting Precinct,0
Jim Hood,Governor,,D,Issaquena,Addie Voting Precinct,67
Robert J. Ray,Governor,,D,Issaquena,Addie Voting Precinct,1
Robert Shuler Smith,Governor,,D,Issaquena,Addie Voting Precinct,3
Gregory Wash,Governor,,D,Issaquena,Addie Voting Precinct,2
Velesha P Williams,Governor,,D,Issaquena,Addie Voting Precinct,4
Albert Wilson,Governor,,D,Issaquena,Addie Voting Precinct,4
Jay Hughes,Lieutenant Governor,,D,Issaquena,Addie Voting Precinct,65
Johnny DuPree,Secretary of State,,D,Issaquena,Addie Voting Precinct,52
Maryra Hodges Hunt,Secretary of State,,D,Issaquena,Addie Voting Precinct,20
Jennifer Riley Collins,Attorney General,,D,Issaquena,Addie Voting Precinct,64
Addie Lee Green,State Treasurer,,D,Issaquena,Addie Voting Precinct,63
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Issaquena,Addie Voting Precinct,61
Robert E Amos,Commissioner of Insurance,,D,Issaquena,Addie Voting Precinct,61
John W Hines Sr.,State House,50,D,Issaquena,Addie Voting Precinct,51
Earth L Robinson,State House,50,D,Issaquena,Addie Voting Precinct,21
Robert Foster,Governor,,R,Issaquena,Grace Voting Precinct,2
Tate Reeves,Governor,,R,Issaquena,Grace Voting Precinct,0
Bill Waller Jr.,Governor,,R,Issaquena,Grace Voting Precinct,0
Delbert Hosemann,Lieutenant Governor,,R,Issaquena,Grace Voting Precinct,2
Shane Quick,Lieutenant Governor,,R,Issaquena,Grace Voting Precinct,0
Sam Britton,Secretary of State,,R,Issaquena,Grace Voting Precinct,0
