page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Jefferson ,Cannonsburg ,161
2,Tate Reeves,Governor,,R,Jefferson ,Cannonsburg ,16
2,Bob Hickingbottom,Governor,,C,Jefferson ,Cannonsburg ,0
2,David R Singletary,Governor,,IND,Jefferson ,Cannonsburg ,2
2,Delbert Hosemann,Lieutenant Governor,,R,Jefferson ,Cannonsburg ,36
2,Jay Hughes,Lieutenant Governor,,D,Jefferson ,Cannonsburg ,135
2,Johnny DuPree,Secretary of State,,D,Jefferson ,Cannonsburg ,151
2,Michael Watson,Secretary of State,,R,Jefferson ,Cannonsburg ,20
2,Jennifer Riley Collins,Attorney General,,D,Jefferson ,Cannonsburg ,161
2,Lynn Fitch,Attorney General,,R,Jefferson ,Cannonsburg ,17
2,Shad White,State Auditor,,R,Jefferson ,Cannonsburg ,91
4,Addie Lee Green,State Treasurer,,D,Jefferson ,Cannonsburg ,150
4,David McRae,State Treasurer,,R,Jefferson ,Cannonsburg ,22
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson ,Cannonsburg ,152
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson ,Cannonsburg ,19
6,Albert Butler,State Senate,36,D,Jefferson ,Cannonsburg ,155
6,Jeffery Harness,State House,85,D,Jefferson ,Cannonsburg ,X
6,Robert L Johnson III,State House,94,D,Jefferson ,Cannonsburg ,160
2,Jim Hood,Governor,,D,Jefferson ,Church Hill,52
2,Tate Reeves,Governor,,R,Jefferson ,Church Hill,72
2,Bob Hickingbottom,Governor,,C,Jefferson ,Church Hill,0
2,David R Singletary,Governor,,IND,Jefferson ,Church Hill,0
2,Delbert Hosemann,Lieutenant Governor,,R,Jefferson ,Church Hill,82
2,Jay Hughes,Lieutenant Governor,,D,Jefferson ,Church Hill,40
2,Johnny DuPree,Secretary of State,,D,Jefferson ,Church Hill,49
2,Michael Watson,Secretary of State,,R,Jefferson ,Church Hill,74
2,Jennifer Riley Collins,Attorney General,,D,Jefferson ,Church Hill,50
2,Lynn Fitch,Attorney General,,R,Jefferson ,Church Hill,74
2,Shad White,State Auditor,,R,Jefferson ,Church Hill,87
4,Addie Lee Green,State Treasurer,,D,Jefferson ,Church Hill,49
4,David McRae,State Treasurer,,R,Jefferson ,Church Hill,74
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson ,Church Hill,51
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson ,Church Hill,71
6,Albert Butler,State Senate,36,D,Jefferson ,Church Hill,89
6,Jeffery Harness,State House,85,D,Jefferson ,Church Hill,X
6,Robert L Johnson III,State House,94,D,Jefferson ,Church Hill,98
2,Jim Hood,Governor,,D,Jefferson ,City Hall,417
2,Tate Reeves,Governor,,R,Jefferson ,City Hall,8
2,Bob Hickingbottom,Governor,,C,Jefferson ,City Hall,2
2,David R Singletary,Governor,,IND,Jefferson ,City Hall,1
2,Delbert Hosemann,Lieutenant Governor,,R,Jefferson ,City Hall,52
2,Jay Hughes,Lieutenant Governor,,D,Jefferson ,City Hall,360
2,Johnny DuPree,Secretary of State,,D,Jefferson ,City Hall,384
2,Michael Watson,Secretary of State,,R,Jefferson ,City Hall,30
2,Jennifer Riley Collins,Attorney General,,D,Jefferson ,City Hall,404
2,Lynn Fitch,Attorney General,,R,Jefferson ,City Hall,18
2,Shad White,State Auditor,,R,Jefferson ,City Hall,233
4,Addie Lee Green,State Treasurer,,D,Jefferson ,City Hall,394
4,David McRae,State Treasurer,,R,Jefferson ,City Hall,22
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson ,City Hall,397
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson ,City Hall,17
6,Albert Butler,State Senate,36,D,Jefferson ,City Hall,392
6,Jeffery Harness,State House,85,D,Jefferson ,City Hall,391
6,Robert L Johnson III,State House,94,D,Jefferson ,City Hall,X
2,Jim Hood,Governor,,D,Jefferson ,Community Garden Center,314
2,Tate Reeves,Governor,,R,Jefferson ,Community Garden Center,37
2,Bob Hickingbottom,Governor,,C,Jefferson ,Community Garden Center,2
2,David R Singletary,Governor,,IND,Jefferson ,Community Garden Center,3
2,Delbert Hosemann,Lieutenant Governor,,R,Jefferson ,Community Garden Center,83
2,Jay Hughes,Lieutenant Governor,,D,Jefferson ,Community Garden Center,263
2,Johnny DuPree,Secretary of State,,D,Jefferson ,Community Garden Center,301
2,Michael Watson,Secretary of State,,R,Jefferson ,Community Garden Center,46
2,Jennifer Riley Collins,Attorney General,,D,Jefferson ,Community Garden Center,297
2,Lynn Fitch,Attorney General,,R,Jefferson ,Community Garden Center,53
2,Shad White,State Auditor,,R,Jefferson ,Community Garden Center,207
4,Addie Lee Green,State Treasurer,,D,Jefferson ,Community Garden Center,287
4,David McRae,State Treasurer,,R,Jefferson ,Community Garden Center,59
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson ,Community Garden Center,294
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson ,Community Garden Center,49
6,Albert Butler,State Senate,36,D,Jefferson ,Community Garden Center,309
6,Jeffery Harness,State House,85,D,Jefferson ,Community Garden Center,136
6,Robert L Johnson III,State House,94,D,Jefferson ,Community Garden Center,183
2,Jim Hood,Governor,,D,Jefferson ,Harriston,188
2,Tate Reeves,Governor,,R,Jefferson ,Harriston,8
2,Bob Hickingbottom,Governor,,C,Jefferson ,Harriston,1
2,David R Singletary,Governor,,IND,Jefferson ,Harriston,1
2,Delbert Hosemann,Lieutenant Governor,,R,Jefferson ,Harriston,26
2,Jay Hughes,Lieutenant Governor,,D,Jefferson ,Harriston,169
2,Johnny DuPree,Secretary of State,,D,Jefferson ,Harriston,180
2,Michael Watson,Secretary of State,,R,Jefferson ,Harriston,14
2,Jennifer Riley Collins,Attorney General,,D,Jefferson ,Harriston,182
2,Lynn Fitch,Attorney General,,R,Jefferson ,Harriston,14
2,Shad White,State Auditor,,R,Jefferson ,Harriston,101
4,Addie Lee Green,State Treasurer,,D,Jefferson ,Harriston,173
4,David McRae,State Treasurer,,R,Jefferson ,Harriston,23
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson ,Harriston,175
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson ,Harriston,16
6,Albert Butler,State Senate,36,D,Jefferson ,Harriston,189
6,Jeffery Harness,State House,85,D,Jefferson ,Harriston,162
6,Robert L Johnson III,State House,94,D,Jefferson ,Harriston,26
2,Jim Hood,Governor,,D,Jefferson ,Locust Grove Baptist Church,412
2,Tate Reeves,Governor,,R,Jefferson ,Locust Grove Baptist Church,15
2,Bob Hickingbottom,Governor,,C,Jefferson ,Locust Grove Baptist Church,2
2,David R Singletary,Governor,,IND,Jefferson ,Locust Grove Baptist Church,3
2,Delbert Hosemann,Lieutenant Governor,,R,Jefferson ,Locust Grove Baptist Church,62
2,Jay Hughes,Lieutenant Governor,,D,Jefferson ,Locust Grove Baptist Church,363
2,Johnny DuPree,Secretary of State,,D,Jefferson ,Locust Grove Baptist Church,386
2,Michael Watson,Secretary of State,,R,Jefferson ,Locust Grove Baptist Church,37
2,Jennifer Riley Collins,Attorney General,,D,Jefferson ,Locust Grove Baptist Church,404
2,Lynn Fitch,Attorney General,,R,Jefferson ,Locust Grove Baptist Church,24
2,Shad White,State Auditor,,R,Jefferson ,Locust Grove Baptist Church,249
4,Addie Lee Green,State Treasurer,,D,Jefferson ,Locust Grove Baptist Church,389
4,David McRae,State Treasurer,,R,Jefferson ,Locust Grove Baptist Church,37
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson ,Locust Grove Baptist Church,399
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson ,Locust Grove Baptist Church,27
6,Albert Butler,State Senate,36,D,Jefferson ,Locust Grove Baptist Church,417
6,Jeffery Harness,State House,85,D,Jefferson ,Locust Grove Baptist Church,85
6,Robert L Johnson III,State House,94,D,Jefferson ,Locust Grove Baptist Church,332
2,Jim Hood,Governor,,D,Jefferson ,Lorman,170
2,Tate Reeves,Governor,,R,Jefferson ,Lorman,33
2,Bob Hickingbottom,Governor,,C,Jefferson ,Lorman,0
2,David R Singletary,Governor,,IND,Jefferson ,Lorman,1
2,Delbert Hosemann,Lieutenant Governor,,R,Jefferson ,Lorman,58
2,Jay Hughes,Lieutenant Governor,,D,Jefferson ,Lorman,137
2,Johnny DuPree,Secretary of State,,D,Jefferson ,Lorman,154
2,Michael Watson,Secretary of State,,R,Jefferson ,Lorman,41
2,Jennifer Riley Collins,Attorney General,,D,Jefferson ,Lorman,159
2,Lynn Fitch,Attorney General,,R,Jefferson ,Lorman,41
2,Shad White,State Auditor,,R,Jefferson ,Lorman,128
4,Addie Lee Green,State Treasurer,,D,Jefferson ,Lorman,151
4,David McRae,State Treasurer,,R,Jefferson ,Lorman,44
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson ,Lorman,152
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson ,Lorman,42
6,Albert Butler,State Senate,36,D,Jefferson ,Lorman,177
6,Jeffery Harness,State House,85,D,Jefferson ,Lorman,148
6,Robert L Johnson III,State House,94,D,Jefferson ,Lorman,24
2,Jim Hood,Governor,,D,Jefferson ,Mt. Isreal Baptist Church ,334
2,Tate Reeves,Governor,,R,Jefferson ,Mt. Isreal Baptist Church ,34
2,Bob Hickingbottom,Governor,,C,Jefferson ,Mt. Isreal Baptist Church ,4
2,David R Singletary,Governor,,IND,Jefferson ,Mt. Isreal Baptist Church ,5
2,Delbert Hosemann,Lieutenant Governor,,R,Jefferson ,Mt. Isreal Baptist Church ,76
2,Jay Hughes,Lieutenant Governor,,D,Jefferson ,Mt. Isreal Baptist Church ,291
2,Johnny DuPree,Secretary of State,,D,Jefferson ,Mt. Isreal Baptist Church ,313
2,Michael Watson,Secretary of State,,R,Jefferson ,Mt. Isreal Baptist Church ,50
2,Jennifer Riley Collins,Attorney General,,D,Jefferson ,Mt. Isreal Baptist Church ,330
2,Lynn Fitch,Attorney General,,R,Jefferson ,Mt. Isreal Baptist Church ,39
2,Shad White,State Auditor,,R,Jefferson ,Mt. Isreal Baptist Church ,225
4,Addie Lee Green,State Treasurer,,D,Jefferson ,Mt. Isreal Baptist Church ,312
4,David McRae,State Treasurer,,R,Jefferson ,Mt. Isreal Baptist Church ,54
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson ,Mt. Isreal Baptist Church ,320
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson ,Mt. Isreal Baptist Church ,45
6,Albert Butler,State Senate,36,D,Jefferson ,Mt. Isreal Baptist Church ,341
6,Jeffery Harness,State House,85,D,Jefferson ,Mt. Isreal Baptist Church ,346
6,Robert L Johnson III,State House,94,D,Jefferson ,Mt. Isreal Baptist Church ,X
