candidate,office,district,party,county,precinct,votes
Robert Foster,Governor ,,R,Leflore,Central Gwd,3
Tate Reeves,Governor ,,R,Leflore,Central Gwd,9
Bill Waller Jr.,Governor ,,R,Leflore,Central Gwd,2
Delbert Hosemann,Lieutenant Governor,,R,Leflore,Central Gwd,14
Shane Quick,Lieutenant Governor,,R,Leflore,Central Gwd,0
Sam Britton,Secretary of State,,R,Leflore,Central Gwd,6
Michael Watson,Secretary of State,,R,Leflore,Central Gwd,8
Mark Baker,Attorney General,,R,Leflore,Central Gwd,4
Lynn Fitch,Attorney General,,R,Leflore,Central Gwd,7
Andy Taggart,Attorney General,,R,Leflore,Central Gwd,3
Shad White,State Auditor,,R,Leflore,Central Gwd,12
Eugene S. 'Buck' Clarke,State Treasurer,,R,Leflore,Central Gwd,5
David McRae,State Treasurer,,R,Leflore,Central Gwd,9
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Leflore,Central Gwd,13
Mike Chaney,Commissioner of Insurance,,R,Leflore,Central Gwd,12
Lydia Graves Chassaniol,State Senate,14,R,Leflore,Central Gwd,7
Karl Oliver,State House,46,R,Leflore,Central Gwd,x
Michael Brown,Governor ,,D,Leflore,Central Gwd,15
William Bond Compton Jr.,Governor ,,D,Leflore,Central Gwd,2
Jim Hood,Governor ,,D,Leflore,Central Gwd,59
Robert J. Ray,Governor ,,D,Leflore,Central Gwd,7
Robert Shuler Smith,Governor ,,D,Leflore,Central Gwd,6
Gregory Wash,Governor ,,D,Leflore,Central Gwd,0
Velesha P Williams,Governor ,,D,Leflore,Central Gwd,11
Albert Wilson,Governor ,,D,Leflore,Central Gwd,1
Jay Hughes,Lieutenant Governor,,D,Leflore,Central Gwd,69
Johnny DuPree,Secretary of State,,D,Leflore,Central Gwd,72
Maryra Hodges Hunt,Secretary of State,,D,Leflore,Central Gwd,20
Jennifer Riley Collins,Attorney General,,D,Leflore,Central Gwd,67
Addie Lee Green,State Treasurer,,D,Leflore,Central Gwd,68
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Leflore,Central Gwd,69
Robert E Amos,Commissioner of Insurance,,D,Leflore,Central Gwd,66
David Jordan,State Senate,24,D,Leflore,Central Gwd,64
Tavarris K Cross Sr.,State House,32,D,Leflore,Central Gwd,31
Solomon Curtis Osborne,State House,32,D,Leflore,Central Gwd,69
Kevin Horan,State House,34,D,Leflore,Central Gwd,x
Robert Foster,Governor ,,R,Leflore,East Gwd,0
Tate Reeves,Governor ,,R,Leflore,East Gwd,0
Bill Waller Jr.,Governor ,,R,Leflore,East Gwd,0
Delbert Hosemann,Lieutenant Governor,,R,Leflore,East Gwd,0
Shane Quick,Lieutenant Governor,,R,Leflore,East Gwd,0
Sam Britton,Secretary of State,,R,Leflore,East Gwd,0
Michael Watson,Secretary of State,,R,Leflore,East Gwd,0
Mark Baker,Attorney General,,R,Leflore,East Gwd,0
Lynn Fitch,Attorney General,,R,Leflore,East Gwd,0
Andy Taggart,Attorney General,,R,Leflore,East Gwd,0
Shad White,State Auditor,,R,Leflore,East Gwd,0
Eugene S. 'Buck' Clarke,State Treasurer,,R,Leflore,East Gwd,0
David McRae,State Treasurer,,R,Leflore,East Gwd,0
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Leflore,East Gwd,0
Mike Chaney,Commissioner of Insurance,,R,Leflore,East Gwd,0
Lydia Graves Chassaniol,State Senate,14,R,Leflore,East Gwd,x
Karl Oliver,State House,46,R,Leflore,East Gwd,x
Michael Brown,Governor ,,D,Leflore,East Gwd,71
William Bond Compton Jr.,Governor ,,D,Leflore,East Gwd,14
Jim Hood,Governor ,,D,Leflore,East Gwd,315
Robert J. Ray,Governor ,,D,Leflore,East Gwd,9
Robert Shuler Smith,Governor ,,D,Leflore,East Gwd,83
Gregory Wash,Governor ,,D,Leflore,East Gwd,3
Velesha P Williams,Governor ,,D,Leflore,East Gwd,106
Albert Wilson,Governor ,,D,Leflore,East Gwd,4
Jay Hughes,Lieutenant Governor,,D,Leflore,East Gwd,446
Johnny DuPree,Secretary of State,,D,Leflore,East Gwd,433
Maryra Hodges Hunt,Secretary of State,,D,Leflore,East Gwd,101
Jennifer Riley Collins,Attorney General,,D,Leflore,East Gwd,455
Addie Lee Green,State Treasurer,,D,Leflore,East Gwd,448
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Leflore,East Gwd,450
Robert E Amos,Commissioner of Insurance,,D,Leflore,East Gwd,458
David Jordan,State Senate,24,D,Leflore,East Gwd,574
Tavarris K Cross Sr.,State House,32,D,Leflore,East Gwd,116
Solomon Curtis Osborne,State House,32,D,Leflore,East Gwd,478
Kevin Horan,State House,34,D,Leflore,East Gwd,x
Robert Foster,Governor ,,R,Leflore,Minter City,0
Tate Reeves,Governor ,,R,Leflore,Minter City,0
Bill Waller Jr.,Governor ,,R,Leflore,Minter City,0
Delbert Hosemann,Lieutenant Governor,,R,Leflore,Minter City,0
Shane Quick,Lieutenant Governor,,R,Leflore,Minter City,0
Sam Britton,Secretary of State,,R,Leflore,Minter City,0
Michael Watson,Secretary of State,,R,Leflore,Minter City,0
Mark Baker,Attorney General,,R,Leflore,Minter City,0
Lynn Fitch,Attorney General,,R,Leflore,Minter City,0
Andy Taggart,Attorney General,,R,Leflore,Minter City,0
Shad White,State Auditor,,R,Leflore,Minter City,0
Eugene S. 'Buck' Clarke,State Treasurer,,R,Leflore,Minter City,0
David McRae,State Treasurer,,R,Leflore,Minter City,0
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Leflore,Minter City,0
Mike Chaney,Commissioner of Insurance,,R,Leflore,Minter City,0
Lydia Graves Chassaniol,State Senate,14,R,Leflore,Minter City,x
Karl Oliver,State House,46,R,Leflore,Minter City,x
Michael Brown,Governor ,,D,Leflore,Minter City,2
William Bond Compton Jr.,Governor ,,D,Leflore,Minter City,0
Jim Hood,Governor ,,D,Leflore,Minter City,16
Robert J. Ray,Governor ,,D,Leflore,Minter City,3
Robert Shuler Smith,Governor ,,D,Leflore,Minter City,1
Gregory Wash,Governor ,,D,Leflore,Minter City,0
Velesha P Williams,Governor ,,D,Leflore,Minter City,1
Albert Wilson,Governor ,,D,Leflore,Minter City,0
Jay Hughes,Lieutenant Governor,,D,Leflore,Minter City,16
Johnny DuPree,Secretary of State,,D,Leflore,Minter City,13
Maryra Hodges Hunt,Secretary of State,,D,Leflore,Minter City,8
Jennifer Riley Collins,Attorney General,,D,Leflore,Minter City,17
Addie Lee Green,State Treasurer,,D,Leflore,Minter City,17
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Leflore,Minter City,14
Robert E Amos,Commissioner of Insurance,,D,Leflore,Minter City,16
David Jordan,State Senate,24,D,Leflore,Minter City,21
Tavarris K Cross Sr.,State House,32,D,Leflore,Minter City,x
Solomon Curtis Osborne,State House,32,D,Leflore,Minter City,x
Kevin Horan,State House,34,D,Leflore,Minter City,17
Robert Foster,Governor ,,R,Leflore,Money,6
Tate Reeves,Governor ,,R,Leflore,Money,21
Bill Waller Jr.,Governor ,,R,Leflore,Money,13
Delbert Hosemann,Lieutenant Governor,,R,Leflore,Money,36
Shane Quick,Lieutenant Governor,,R,Leflore,Money,3
Sam Britton,Secretary of State,,R,Leflore,Money,17
Michael Watson,Secretary of State,,R,Leflore,Money,20
Mark Baker,Attorney General,,R,Leflore,Money,3
Lynn Fitch,Attorney General,,R,Leflore,Money,27
Andy Taggart,Attorney General,,R,Leflore,Money,9
Shad White,State Auditor,,R,Leflore,Money,31
Eugene S. 'Buck' Clarke,State Treasurer,,R,Leflore,Money,26
David McRae,State Treasurer,,R,Leflore,Money,10
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Leflore,Money,36
Mike Chaney,Commissioner of Insurance,,R,Leflore,Money,35
Lydia Graves Chassaniol,State Senate,14,R,Leflore,Money,36
Karl Oliver,State House,46,R,Leflore,Money,35
Michael Brown,Governor ,,D,Leflore,Money,3
William Bond Compton Jr.,Governor ,,D,Leflore,Money,0
Jim Hood,Governor ,,D,Leflore,Money,9
Robert J. Ray,Governor ,,D,Leflore,Money,1
Robert Shuler Smith,Governor ,,D,Leflore,Money,0
Gregory Wash,Governor ,,D,Leflore,Money,0
Velesha P Williams,Governor ,,D,Leflore,Money,0
Albert Wilson,Governor ,,D,Leflore,Money,0
Jay Hughes,Lieutenant Governor,,D,Leflore,Money,10
Johnny DuPree,Secretary of State,,D,Leflore,Money,7
Maryra Hodges Hunt,Secretary of State,,D,Leflore,Money,5
Jennifer Riley Collins,Attorney General,,D,Leflore,Money,12
Addie Lee Green,State Treasurer,,D,Leflore,Money,7
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Leflore,Money,10
Robert E Amos,Commissioner of Insurance,,D,Leflore,Money,10
David Jordan,State Senate,24,D,Leflore,Money,x
Tavarris K Cross Sr.,State House,32,D,Leflore,Money,x
Solomon Curtis Osborne,State House,32,D,Leflore,Money,x
Kevin Horan,State House,34,D,Leflore,Money,x
Robert Foster,Governor ,,R,Leflore,Morgan City,4
Tate Reeves,Governor ,,R,Leflore,Morgan City,4
Bill Waller Jr.,Governor ,,R,Leflore,Morgan City,2
Delbert Hosemann,Lieutenant Governor,,R,Leflore,Morgan City,9
Shane Quick,Lieutenant Governor,,R,Leflore,Morgan City,0
Sam Britton,Secretary of State,,R,Leflore,Morgan City,7
Michael Watson,Secretary of State,,R,Leflore,Morgan City,3
Mark Baker,Attorney General,,R,Leflore,Morgan City,1
Lynn Fitch,Attorney General,,R,Leflore,Morgan City,5
Andy Taggart,Attorney General,,R,Leflore,Morgan City,3
Shad White,State Auditor,,R,Leflore,Morgan City,9
Eugene S. 'Buck' Clarke,State Treasurer,,R,Leflore,Morgan City,6
David McRae,State Treasurer,,R,Leflore,Morgan City,3
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Leflore,Morgan City,9
Mike Chaney,Commissioner of Insurance,,R,Leflore,Morgan City,8
Lydia Graves Chassaniol,State Senate,14,R,Leflore,Morgan City,x
Karl Oliver,State House,46,R,Leflore,Morgan City,x
