candidate,office,district,party,county,precinct,votes
Robert Foster,Governor ,,R,Warren,Redwood,20
Tate Reeves,Governor ,,R,Warren,Redwood,96
Bill Waller Jr.,Governor ,,R,Warren,Redwood,40
Delbert Hosemann,Lieutenant Governor,,R,Warren,Redwood,143
Shane Quick,Lieutenant Governor,,R,Warren,Redwood,8
Sam Britton,Secretary of State,,R,Warren,Redwood,73
Michael Watson,Secretary of State,,R,Warren,Redwood,74
Mark Baker,Attorney General,,R,Warren,Redwood,27
Lynn Fitch,Attorney General,,R,Warren,Redwood,71
Andy Taggart,Attorney General,,R,Warren,Redwood,54
Shad White,State Auditor,,R,Warren,Redwood,122
Eugene S. 'Buck' Clarke,State Treasurer,,R,Warren,Redwood,61
David McRae,State Treasurer,,R,Warren,Redwood,88
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Warren,Redwood,136
Mike Chaney,Commissioner of Insurance,,R,Warren,Redwood,148
Briggs Hopson,State Senate,23,R,Warren,Redwood,144
Kevin Ford,State House,54,R,Warren,Redwood,137
Michael Brown,Governor ,,D,Warren,Redwood,0
William Bond Compton Jr.,Governor ,,D,Warren,Redwood,1
Jim Hood,Governor ,,D,Warren,Redwood,19
Robert J. Ray,Governor ,,D,Warren,Redwood,0
Robert Shuler Smith,Governor ,,D,Warren,Redwood,0
Gregory Wash,Governor ,,D,Warren,Redwood,0
Velesha P Williams,Governor ,,D,Warren,Redwood,1
Albert Wilson,Governor ,,D,Warren,Redwood,0
Jay Hughes,Lieutenant Governor,,D,Warren,Redwood,16
Johnny DuPree,Secretary of State,,D,Warren,Redwood,17
Maryra Hodges Hunt,Secretary of State,,D,Warren,Redwood,2
Jennifer Riley Collins,Attorney General,,D,Warren,Redwood,17
Addie Lee Green,State Treasurer,,D,Warren,Redwood,18
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Warren,Redwood,17
Robert E Amos,Commissioner of Insurance,,D,Warren,Redwood,14
Oscar Denton,State House,55,D,Warren,Redwood,x
Deborah Butler Dixon,State House,63,D,Warren,Redwood,x
Stephanie McKenzie Foster,State House,63,D,Warren,Redwood,x
Machelle Shelby Kyles,State House,63,D,Warren,Redwood,x
Jeffery Harness,State House,85,D,Warren,Redwood,x
Robert Foster,Governor ,,R,Warren,Bovina,56
Tate Reeves,Governor ,,R,Warren,Bovina,225
Bill Waller Jr.,Governor ,,R,Warren,Bovina,137
Delbert Hosemann,Lieutenant Governor,,R,Warren,Bovina,384
Shane Quick,Lieutenant Governor,,R,Warren,Bovina,27
Sam Britton,Secretary of State,,R,Warren,Bovina,207
Michael Watson,Secretary of State,,R,Warren,Bovina,190
Mark Baker,Attorney General,,R,Warren,Bovina,94
Lynn Fitch,Attorney General,,R,Warren,Bovina,169
Andy Taggart,Attorney General,,R,Warren,Bovina,149
Shad White,State Auditor,,R,Warren,Bovina,369
Eugene S. 'Buck' Clarke,State Treasurer,,R,Warren,Bovina,151
David McRae,State Treasurer,,R,Warren,Bovina,256
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Warren,Bovina,395
Mike Chaney,Commissioner of Insurance,,R,Warren,Bovina,408
Briggs Hopson,State Senate,23,R,Warren,Bovina,402
Kevin Ford,State House,54,R,Warren,Bovina,395
Michael Brown,Governor ,,D,Warren,Bovina,5
William Bond Compton Jr.,Governor ,,D,Warren,Bovina,0
Jim Hood,Governor ,,D,Warren,Bovina,74
Robert J. Ray,Governor ,,D,Warren,Bovina,0
Robert Shuler Smith,Governor ,,D,Warren,Bovina,9
Gregory Wash,Governor ,,D,Warren,Bovina,0
Velesha P Williams,Governor ,,D,Warren,Bovina,6
Albert Wilson,Governor ,,D,Warren,Bovina,2
Jay Hughes,Lieutenant Governor,,D,Warren,Bovina,84
Johnny DuPree,Secretary of State,,D,Warren,Bovina,67
Maryra Hodges Hunt,Secretary of State,,D,Warren,Bovina,25
Jennifer Riley Collins,Attorney General,,D,Warren,Bovina,84
Addie Lee Green,State Treasurer,,D,Warren,Bovina,88
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Warren,Bovina,86
Robert E Amos,Commissioner of Insurance,,D,Warren,Bovina,84
Oscar Denton,State House,55,D,Warren,Bovina,x
Deborah Butler Dixon,State House,63,D,Warren,Bovina,x
Stephanie McKenzie Foster,State House,63,D,Warren,Bovina,x
Machelle Shelby Kyles,State House,63,D,Warren,Bovina,x
Jeffery Harness,State House,85,D,Warren,Bovina,x
Robert Foster,Governor ,,R,Warren,Culkin,92
Tate Reeves,Governor ,,R,Warren,Culkin,496
Bill Waller Jr.,Governor ,,R,Warren,Culkin,369
Delbert Hosemann,Lieutenant Governor,,R,Warren,Culkin,883
Shane Quick,Lieutenant Governor,,R,Warren,Culkin,52
Sam Britton,Secretary of State,,R,Warren,Culkin,490
Michael Watson,Secretary of State,,R,Warren,Culkin,415
Mark Baker,Attorney General,,R,Warren,Culkin,228
Lynn Fitch,Attorney General,,R,Warren,Culkin,418
Andy Taggart,Attorney General,,R,Warren,Culkin,287
Shad White,State Auditor,,R,Warren,Culkin,822
Eugene S. 'Buck' Clarke,State Treasurer,,R,Warren,Culkin,373
David McRae,State Treasurer,,R,Warren,Culkin,543
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Warren,Culkin,873
Mike Chaney,Commissioner of Insurance,,R,Warren,Culkin,924
Briggs Hopson,State Senate,23,R,Warren,Culkin,922
Kevin Ford,State House,54,R,Warren,Culkin,893
Michael Brown,Governor ,,D,Warren,Culkin,11
William Bond Compton Jr.,Governor ,,D,Warren,Culkin,5
Jim Hood,Governor ,,D,Warren,Culkin,209
Robert J. Ray,Governor ,,D,Warren,Culkin,3
Robert Shuler Smith,Governor ,,D,Warren,Culkin,20
Gregory Wash,Governor ,,D,Warren,Culkin,1
Velesha P Williams,Governor ,,D,Warren,Culkin,19
Albert Wilson,Governor ,,D,Warren,Culkin,5
Jay Hughes,Lieutenant Governor,,D,Warren,Culkin,252
Johnny DuPree,Secretary of State,,D,Warren,Culkin,196
Maryra Hodges Hunt,Secretary of State,,D,Warren,Culkin,63
Jennifer Riley Collins,Attorney General,,D,Warren,Culkin,245
Addie Lee Green,State Treasurer,,D,Warren,Culkin,246
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Warren,Culkin,247
Robert E Amos,Commissioner of Insurance,,D,Warren,Culkin,250
Oscar Denton,State House,55,D,Warren,Culkin,x
Deborah Butler Dixon,State House,63,D,Warren,Culkin,x
Stephanie McKenzie Foster,State House,63,D,Warren,Culkin,x
Machelle Shelby Kyles,State House,63,D,Warren,Culkin,x
