candidate,office,district,party,county,precinct,votes
Robert Foster,Governor ,,R,Attala,Berea,
Tate Reeves,Governor ,,R,Attala,Berea,
Bill Waller Jr.,Governor ,,R,Attala,Berea,
Delbert Hosemann,Lieutenant Governor,,R,Attala,Berea,
Shane Quick,Lieutenant Governor,,R,Attala,Berea,
Sam Britton,Secretary of State,,R,Attala,Berea,
Michael Watson,Secretary of State,,R,Attala,Berea,
Mark Baker,Attorney General,,R,Attala,Berea,
Lynn Fitch,Attorney General,,R,Attala,Berea,
Andy Taggart,Attorney General,,R,Attala,Berea,
Shad White,State Auditor,,R,Attala,Berea,
Eugene S. 'Buck' Clarke,State Treasurer,,R,Attala,Berea,
David McRae,State Treasurer,,R,Attala,Berea,
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Attala,Berea,
Mike Chaney,Commissioner of Insurance,,R,Attala,Berea,
Lydia Graves Chassaniol,State Senate,14,R,Attala,Berea,
Joey Hood,State House,35,R,Attala,Berea,
William 'Billy' Tabb,State House,35,R,Attala,Berea,
Dana A Gwin,State House,48,R,Attala,Berea,
Jason White,State House,48,R,Attala,Berea,
Michael Brown,Governor ,,D,Attala,Berea,3
William Bond Compton Jr.,Governor ,,D,Attala,Berea,1
Jim Hood,Governor ,,D,Attala,Berea,31
Robert J. Ray,Governor ,,D,Attala,Berea,0
Robert Shuler Smith,Governor ,,D,Attala,Berea,5
Gregory Wash,Governor ,,D,Attala,Berea,0
Velesha P Williams,Governor ,,D,Attala,Berea,1
Albert Wilson,Governor ,,D,Attala,Berea,0
Jay Hughes,Lieutenant Governor,,D,Attala,Berea,30
Johnny DuPree,Secretary of State,,D,Attala,Berea,19
Maryra Hodges Hunt,Secretary of State,,D,Attala,Berea,16
Jennifer Riley Collins,Attorney General,,D,Attala,Berea,29
Addie Lee Green,State Treasurer,,D,Attala,Berea,30
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Attala,Berea,31
Robert E Amos,Commissioner of Insurance,,D,Attala,Berea,32
Barbara Blackmon,State Senate,21,D,Attala,Berea,x
Kenneth Walker,State House,27,D,Attala,Berea,x
Bryant Clark,State House,47,D,Attala,Berea,x
Robert Foster,Governor ,,R,Attala,Carmack,
Tate Reeves,Governor ,,R,Attala,Carmack,
Bill Waller Jr.,Governor ,,R,Attala,Carmack,
Delbert Hosemann,Lieutenant Governor,,R,Attala,Carmack,
Shane Quick,Lieutenant Governor,,R,Attala,Carmack,
Sam Britton,Secretary of State,,R,Attala,Carmack,
Michael Watson,Secretary of State,,R,Attala,Carmack,
Mark Baker,Attorney General,,R,Attala,Carmack,
Lynn Fitch,Attorney General,,R,Attala,Carmack,
Andy Taggart,Attorney General,,R,Attala,Carmack,
Shad White,State Auditor,,R,Attala,Carmack,
