page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Oktibbeha,Bell Schoolhouse,190
2,Tate Reeves,Governor,,R,Oktibbeha,Bell Schoolhouse,87
2,Bob Hickingbottom,Governor,,C,Oktibbeha,Bell Schoolhouse,1
2,David R Singletary,Governor,,IND,Oktibbeha,Bell Schoolhouse,3
2,Delbert Hosemann,Lieutenant Governor,,R,Oktibbeha,Bell Schoolhouse,93
2,Jay Hughes,Lieutenant Governor,,D,Oktibbeha,Bell Schoolhouse,183
2,Johnny DuPree,Secretary of State,,D,Oktibbeha,Bell Schoolhouse,184
2,Michael Watson,Secretary of State,,R,Oktibbeha,Bell Schoolhouse,94
2,Jennifer Riley Collins,Attorney General,,D,Oktibbeha,Bell Schoolhouse,178
2,Lynn Fitch,Attorney General,,R,Oktibbeha,Bell Schoolhouse,101
2,Shad White,State Auditor,,R,Oktibbeha,Bell Schoolhouse,145
4,Addie Lee Green,State Treasurer,,D,Oktibbeha,Bell Schoolhouse,175
4,David McRae,State Treasurer,,R,Oktibbeha,Bell Schoolhouse,102
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Oktibbeha,Bell Schoolhouse,177
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Oktibbeha,Bell Schoolhouse,100
6,Gary Jackson,State Senate,15,R,Oktibbeha,Bell Schoolhouse,X
6,Angela Turner Ford,State Senate,16,D,Oktibbeha,Bell Schoolhouse,221
6,Gary A Chism,State House,37,R,Oktibbeha,Bell Schoolhouse,X
6,Vicky Rose,State House,37,LIB,Oktibbeha,Bell Schoolhouse,X
6,Chelkh Taylor,State House,38,D,Oktibbeha,Bell Schoolhouse,224
6,Loyd B 'Rob' Roberson,State House,43,R,Oktibbeha,Bell Schoolhouse,X
2,Jim Hood,Governor,,D,Oktibbeha,Center Grove/North Adaton,232
2,Tate Reeves,Governor,,R,Oktibbeha,Center Grove/North Adaton,212
2,Bob Hickingbottom,Governor,,C,Oktibbeha,Center Grove/North Adaton,2
2,David R Singletary,Governor,,IND,Oktibbeha,Center Grove/North Adaton,3
2,Delbert Hosemann,Lieutenant Governor,,R,Oktibbeha,Center Grove/North Adaton,235
2,Jay Hughes,Lieutenant Governor,,D,Oktibbeha,Center Grove/North Adaton,203
