page,candidate,office,district,party,county,precinct,votes
2,Tate Reeves,Governor ,,R,Pike ,(01) New Hope Baptist Church,12
2,Bill Waller Jr.,Governor ,,R,Pike ,(01) New Hope Baptist Church,2
2,Morgan Halford Poore,State Senate,37,R,Pike ,(01) New Hope Baptist Church,X
2,Melanie Sojourner,State Senate,37,R,Pike ,(01) New Hope Baptist Church,X
2,Tate Reeves,Governor ,,R,Pike ,(02) S McComb Baptist Church,15
2,Bill Waller Jr.,Governor ,,R,Pike ,(02) S McComb Baptist Church,11
2,Morgan Halford Poore,State Senate,37,R,Pike ,(02) S McComb Baptist Church,X
2,Melanie Sojourner,State Senate,37,R,Pike ,(02) S McComb Baptist Church,X
2,Tate Reeves,Governor ,,R,Pike ,"(03) First Bapt. Church, Summit",17
2,Bill Waller Jr.,Governor ,,R,Pike ,"(03) First Bapt. Church, Summit",15
2,Morgan Halford Poore,State Senate,37,R,Pike ,"(03) First Bapt. Church, Summit",X
2,Melanie Sojourner,State Senate,37,R,Pike ,"(03) First Bapt. Church, Summit",X
2,Tate Reeves,Governor ,,R,Pike ,(04) Mlk Center,4
2,Bill Waller Jr.,Governor ,,R,Pike ,(04) Mlk Center,1
2,Morgan Halford Poore,State Senate,37,R,Pike ,(04) Mlk Center,X
2,Melanie Sojourner,State Senate,37,R,Pike ,(04) Mlk Center,X
2,Tate Reeves,Governor ,,R,Pike ,(05) North McComb Baptist Church,114
2,Bill Waller Jr.,Governor ,,R,Pike ,(05) North McComb Baptist Church,125
2,Morgan Halford Poore,State Senate,37,R,Pike ,(05) North McComb Baptist Church,104
2,Melanie Sojourner,State Senate,37,R,Pike ,(05) North McComb Baptist Church,128
2,Tate Reeves,Governor ,,R,Pike ,(06) Lifepointe Nazarene Church,1
2,Bill Waller Jr.,Governor ,,R,Pike ,(06) Lifepointe Nazarene Church,2
2,Morgan Halford Poore,State Senate,37,R,Pike ,(06) Lifepointe Nazarene Church,X
2,Melanie Sojourner,State Senate,37,R,Pike ,(06) Lifepointe Nazarene Church,X
2,Tate Reeves,Governor ,,R,Pike ,(07) St Mary Free Will Bapt. Ch. ,35
2,Bill Waller Jr.,Governor ,,R,Pike ,(07) St Mary Free Will Bapt. Ch. ,6
2,Morgan Halford Poore,State Senate,37,R,Pike ,(07) St Mary Free Will Bapt. Ch. ,X
2,Melanie Sojourner,State Senate,37,R,Pike ,(07) St Mary Free Will Bapt. Ch. ,X
2,Tate Reeves,Governor ,,R,Pike ,(08) Fernwood Baptist Church,82
2,Bill Waller Jr.,Governor ,,R,Pike ,(08) Fernwood Baptist Church,42
2,Morgan Halford Poore,State Senate,37,R,Pike ,(08) Fernwood Baptist Church,1
2,Melanie Sojourner,State Senate,37,R,Pike ,(08) Fernwood Baptist Church,0
2,Tate Reeves,Governor ,,R,Pike ,(09) Magnolia Comm Ctr.,107
2,Bill Waller Jr.,Governor ,,R,Pike ,(09) Magnolia Comm Ctr.,38
2,Morgan Halford Poore,State Senate,37,R,Pike ,(09) Magnolia Comm Ctr.,X
2,Melanie Sojourner,State Senate,37,R,Pike ,(09) Magnolia Comm Ctr.,X
2,Tate Reeves,Governor ,,R,Pike ,(10) Braswell Education Complex,122
2,Bill Waller Jr.,Governor ,,R,Pike ,(10) Braswell Education Complex,48
2,Morgan Halford Poore,State Senate,37,R,Pike ,(10) Braswell Education Complex,X
2,Melanie Sojourner,State Senate,37,R,Pike ,(10) Braswell Education Complex,X
2,Tate Reeves,Governor ,,R,Pike ,(11) Leggett Community,53
2,Bill Waller Jr.,Governor ,,R,Pike ,(11) Leggett Community,24
