page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Tishomingo,Iuka,345
2,Tate Reeves,Governor,,R,Tishomingo,Iuka,971
2,Bob Hickingbottom,Governor,,C,Tishomingo,Iuka,5
2,David R Singletary,Governor,,IND,Tishomingo,Iuka,19
2,Delbert Hosemann,Lieutenant Governor,,R,Tishomingo,Iuka,1067
2,Jay Hughes,Lieutenant Governor,,D,Tishomingo,Iuka,257
2,Johnny DuPree,Secretary of State,,D,Tishomingo,Iuka,258
2,Michael Watson,Secretary of State,,R,Tishomingo,Iuka,1025
2,Jennifer Riley Collins,Attorney General,,D,Tishomingo,Iuka,276
2,Lynn Fitch,Attorney General,,R,Tishomingo,Iuka,1034
2,Shad White,State Auditor,,R,Tishomingo,Iuka,1165
4,Addie Lee Green,State Treasurer,,D,Tishomingo,Iuka,208
4,David McRae,State Treasurer,,R,Tishomingo,Iuka,1098
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tishomingo,Iuka,272
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tishomingo,Iuka,1020
6,Steve Eaton,State Senate,5,D,Tishomingo,Iuka,292
6,Daniel H Sparks,State Senate,5,R,Tishomingo,Iuka,1019
6,Lester E 'Bubba' Carpenter,State House,1,R,Tishomingo,Iuka,1154
6,Donnie Bell,State House,21,R,Tishomingo,Iuka,X
2,Jim Hood,Governor,,D,Tishomingo,Belmont,118
2,Tate Reeves,Governor,,R,Tishomingo,Belmont,550
2,Bob Hickingbottom,Governor,,C,Tishomingo,Belmont,2
2,David R Singletary,Governor,,IND,Tishomingo,Belmont,4
2,Delbert Hosemann,Lieutenant Governor,,R,Tishomingo,Belmont,596
2,Jay Hughes,Lieutenant Governor,,D,Tishomingo,Belmont,71
2,Johnny DuPree,Secretary of State,,D,Tishomingo,Belmont,70
2,Michael Watson,Secretary of State,,R,Tishomingo,Belmont,579
2,Jennifer Riley Collins,Attorney General,,D,Tishomingo,Belmont,73
2,Lynn Fitch,Attorney General,,R,Tishomingo,Belmont,591
2,Shad White,State Auditor,,R,Tishomingo,Belmont,616
4,Addie Lee Green,State Treasurer,,D,Tishomingo,Belmont,52
4,David McRae,State Treasurer,,R,Tishomingo,Belmont,608
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tishomingo,Belmont,87
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tishomingo,Belmont,563
6,Steve Eaton,State Senate,5,D,Tishomingo,Belmont,53
6,Daniel H Sparks,State Senate,5,R,Tishomingo,Belmont,622
6,Lester E 'Bubba' Carpenter,State House,1,R,Tishomingo,Belmont,X
6,Donnie Bell,State House,21,R,Tishomingo,Belmont,624
2,Jim Hood,Governor,,D,Tishomingo,Burnsville,114
2,Tate Reeves,Governor,,R,Tishomingo,Burnsville,481
2,Bob Hickingbottom,Governor,,C,Tishomingo,Burnsville,2
2,David R Singletary,Governor,,IND,Tishomingo,Burnsville,12
2,Delbert Hosemann,Lieutenant Governor,,R,Tishomingo,Burnsville,508
2,Jay Hughes,Lieutenant Governor,,D,Tishomingo,Burnsville,96
2,Johnny DuPree,Secretary of State,,D,Tishomingo,Burnsville,89
2,Michael Watson,Secretary of State,,R,Tishomingo,Burnsville,496
2,Jennifer Riley Collins,Attorney General,,D,Tishomingo,Burnsville,92
2,Lynn Fitch,Attorney General,,R,Tishomingo,Burnsville,512
2,Shad White,State Auditor,,R,Tishomingo,Burnsville,540
4,Addie Lee Green,State Treasurer,,D,Tishomingo,Burnsville,69
4,David McRae,State Treasurer,,R,Tishomingo,Burnsville,523
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tishomingo,Burnsville,115
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tishomingo,Burnsville,472
6,Steve Eaton,State Senate,5,D,Tishomingo,Burnsville,86
6,Daniel H Sparks,State Senate,5,R,Tishomingo,Burnsville,512
6,Lester E 'Bubba' Carpenter,State House,1,R,Tishomingo,Burnsville,520
6,Donnie Bell,State House,21,R,Tishomingo,Burnsville,X
2,Jim Hood,Governor,,D,Tishomingo,Coles Mill,62
2,Tate Reeves,Governor,,R,Tishomingo,Coles Mill,329
2,Bob Hickingbottom,Governor,,C,Tishomingo,Coles Mill,4
2,David R Singletary,Governor,,IND,Tishomingo,Coles Mill,3
2,Delbert Hosemann,Lieutenant Governor,,R,Tishomingo,Coles Mill,334
2,Jay Hughes,Lieutenant Governor,,D,Tishomingo,Coles Mill,52
2,Johnny DuPree,Secretary of State,,D,Tishomingo,Coles Mill,49
2,Michael Watson,Secretary of State,,R,Tishomingo,Coles Mill,327
2,Jennifer Riley Collins,Attorney General,,D,Tishomingo,Coles Mill,61
2,Lynn Fitch,Attorney General,,R,Tishomingo,Coles Mill,326
2,Shad White,State Auditor,,R,Tishomingo,Coles Mill,340
4,Addie Lee Green,State Treasurer,,D,Tishomingo,Coles Mill,39
4,David McRae,State Treasurer,,R,Tishomingo,Coles Mill,347
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tishomingo,Coles Mill,58
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tishomingo,Coles Mill,321
6,Steve Eaton,State Senate,5,D,Tishomingo,Coles Mill,56
6,Daniel H Sparks,State Senate,5,R,Tishomingo,Coles Mill,330
6,Lester E 'Bubba' Carpenter,State House,1,R,Tishomingo,Coles Mill,338
6,Donnie Bell,State House,21,R,Tishomingo,Coles Mill,X
2,Jim Hood,Governor,,D,Tishomingo,Cotton Springs,25
2,Tate Reeves,Governor,,R,Tishomingo,Cotton Springs,139
2,Bob Hickingbottom,Governor,,C,Tishomingo,Cotton Springs,1
2,David R Singletary,Governor,,IND,Tishomingo,Cotton Springs,5
2,Delbert Hosemann,Lieutenant Governor,,R,Tishomingo,Cotton Springs,154
2,Jay Hughes,Lieutenant Governor,,D,Tishomingo,Cotton Springs,15
2,Johnny DuPree,Secretary of State,,D,Tishomingo,Cotton Springs,18
2,Michael Watson,Secretary of State,,R,Tishomingo,Cotton Springs,147
2,Jennifer Riley Collins,Attorney General,,D,Tishomingo,Cotton Springs,16
2,Lynn Fitch,Attorney General,,R,Tishomingo,Cotton Springs,151
2,Shad White,State Auditor,,R,Tishomingo,Cotton Springs,155
4,Addie Lee Green,State Treasurer,,D,Tishomingo,Cotton Springs,12
4,David McRae,State Treasurer,,R,Tishomingo,Cotton Springs,155
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tishomingo,Cotton Springs,17
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tishomingo,Cotton Springs,148
6,Steve Eaton,State Senate,5,D,Tishomingo,Cotton Springs,23
6,Daniel H Sparks,State Senate,5,R,Tishomingo,Cotton Springs,146
6,Lester E 'Bubba' Carpenter,State House,1,R,Tishomingo,Cotton Springs,X
6,Donnie Bell,State House,21,R,Tishomingo,Cotton Springs,155
2,Jim Hood,Governor,,D,Tishomingo,Dennis,35
2,Tate Reeves,Governor,,R,Tishomingo,Dennis,168
2,Bob Hickingbottom,Governor,,C,Tishomingo,Dennis,0
2,David R Singletary,Governor,,IND,Tishomingo,Dennis,3
2,Delbert Hosemann,Lieutenant Governor,,R,Tishomingo,Dennis,183
2,Jay Hughes,Lieutenant Governor,,D,Tishomingo,Dennis,22
2,Johnny DuPree,Secretary of State,,D,Tishomingo,Dennis,14
2,Michael Watson,Secretary of State,,R,Tishomingo,Dennis,186
2,Jennifer Riley Collins,Attorney General,,D,Tishomingo,Dennis,20
2,Lynn Fitch,Attorney General,,R,Tishomingo,Dennis,183
2,Shad White,State Auditor,,R,Tishomingo,Dennis,192
4,Addie Lee Green,State Treasurer,,D,Tishomingo,Dennis,16
4,David McRae,State Treasurer,,R,Tishomingo,Dennis,184
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tishomingo,Dennis,20
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tishomingo,Dennis,179
6,Steve Eaton,State Senate,5,D,Tishomingo,Dennis,24
6,Daniel H Sparks,State Senate,5,R,Tishomingo,Dennis,183
6,Lester E 'Bubba' Carpenter,State House,1,R,Tishomingo,Dennis,X
6,Donnie Bell,State House,21,R,Tishomingo,Dennis,196
2,Jim Hood,Governor,,D,Tishomingo,East Iuka,287
2,Tate Reeves,Governor,,R,Tishomingo,East Iuka,634
2,Bob Hickingbottom,Governor,,C,Tishomingo,East Iuka,0
2,David R Singletary,Governor,,IND,Tishomingo,East Iuka,17
2,Delbert Hosemann,Lieutenant Governor,,R,Tishomingo,East Iuka,714
2,Jay Hughes,Lieutenant Governor,,D,Tishomingo,East Iuka,210
2,Johnny DuPree,Secretary of State,,D,Tishomingo,East Iuka,215
2,Michael Watson,Secretary of State,,R,Tishomingo,East Iuka,696
2,Jennifer Riley Collins,Attorney General,,D,Tishomingo,East Iuka,227
2,Lynn Fitch,Attorney General,,R,Tishomingo,East Iuka,693
2,Shad White,State Auditor,,R,Tishomingo,East Iuka,811
4,Addie Lee Green,State Treasurer,,D,Tishomingo,East Iuka,172
4,David McRae,State Treasurer,,R,Tishomingo,East Iuka,737
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tishomingo,East Iuka,222
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tishomingo,East Iuka,683
6,Steve Eaton,State Senate,5,D,Tishomingo,East Iuka,203
6,Daniel H Sparks,State Senate,5,R,Tishomingo,East Iuka,712
6,Lester E 'Bubba' Carpenter,State House,1,R,Tishomingo,East Iuka,791
6,Donnie Bell,State House,21,R,Tishomingo,East Iuka,X
2,Jim Hood,Governor,,D,Tishomingo,Golden,56
2,Tate Reeves,Governor,,R,Tishomingo,Golden,331
2,Bob Hickingbottom,Governor,,C,Tishomingo,Golden,1
2,David R Singletary,Governor,,IND,Tishomingo,Golden,1
2,Delbert Hosemann,Lieutenant Governor,,R,Tishomingo,Golden,352
2,Jay Hughes,Lieutenant Governor,,D,Tishomingo,Golden,37
2,Johnny DuPree,Secretary of State,,D,Tishomingo,Golden,32
2,Michael Watson,Secretary of State,,R,Tishomingo,Golden,354
2,Jennifer Riley Collins,Attorney General,,D,Tishomingo,Golden,36
2,Lynn Fitch,Attorney General,,R,Tishomingo,Golden,348
2,Shad White,State Auditor,,R,Tishomingo,Golden,354
4,Addie Lee Green,State Treasurer,,D,Tishomingo,Golden,30
4,David McRae,State Treasurer,,R,Tishomingo,Golden,355
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tishomingo,Golden,37
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tishomingo,Golden,345
6,Steve Eaton,State Senate,5,D,Tishomingo,Golden,24
6,Daniel H Sparks,State Senate,5,R,Tishomingo,Golden,365
6,Lester E 'Bubba' Carpenter,State House,1,R,Tishomingo,Golden,X
6,Donnie Bell,State House,21,R,Tishomingo,Golden,355
2,Jim Hood,Governor,,D,Tishomingo,Hubbard Salem,23
2,Tate Reeves,Governor,,R,Tishomingo,Hubbard Salem,73
2,Bob Hickingbottom,Governor,,C,Tishomingo,Hubbard Salem,0
2,David R Singletary,Governor,,IND,Tishomingo,Hubbard Salem,1
2,Delbert Hosemann,Lieutenant Governor,,R,Tishomingo,Hubbard Salem,81
2,Jay Hughes,Lieutenant Governor,,D,Tishomingo,Hubbard Salem,14
2,Johnny DuPree,Secretary of State,,D,Tishomingo,Hubbard Salem,13
2,Michael Watson,Secretary of State,,R,Tishomingo,Hubbard Salem,77
2,Jennifer Riley Collins,Attorney General,,D,Tishomingo,Hubbard Salem,11
2,Lynn Fitch,Attorney General,,R,Tishomingo,Hubbard Salem,83
2,Shad White,State Auditor,,R,Tishomingo,Hubbard Salem,88
4,Addie Lee Green,State Treasurer,,D,Tishomingo,Hubbard Salem,8
4,David McRae,State Treasurer,,R,Tishomingo,Hubbard Salem,84
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tishomingo,Hubbard Salem,14
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tishomingo,Hubbard Salem,79
6,Steve Eaton,State Senate,5,D,Tishomingo,Hubbard Salem,21
6,Daniel H Sparks,State Senate,5,R,Tishomingo,Hubbard Salem,72
6,Lester E 'Bubba' Carpenter,State House,1,R,Tishomingo,Hubbard Salem,93
6,Donnie Bell,State House,21,R,Tishomingo,Hubbard Salem,X
2,Jim Hood,Governor,,D,Tishomingo,North Belmont,37
2,Tate Reeves,Governor,,R,Tishomingo,North Belmont,179
2,Bob Hickingbottom,Governor,,C,Tishomingo,North Belmont,2
2,David R Singletary,Governor,,IND,Tishomingo,North Belmont,4
2,Delbert Hosemann,Lieutenant Governor,,R,Tishomingo,North Belmont,202
2,Jay Hughes,Lieutenant Governor,,D,Tishomingo,North Belmont,18
2,Johnny DuPree,Secretary of State,,D,Tishomingo,North Belmont,30
2,Michael Watson,Secretary of State,,R,Tishomingo,North Belmont,186
2,Jennifer Riley Collins,Attorney General,,D,Tishomingo,North Belmont,28
2,Lynn Fitch,Attorney General,,R,Tishomingo,North Belmont,193
2,Shad White,State Auditor,,R,Tishomingo,North Belmont,199
4,Addie Lee Green,State Treasurer,,D,Tishomingo,North Belmont,19
4,David McRae,State Treasurer,,R,Tishomingo,North Belmont,200
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tishomingo,North Belmont,27
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tishomingo,North Belmont,189
6,Steve Eaton,State Senate,5,D,Tishomingo,North Belmont,23
6,Daniel H Sparks,State Senate,5,R,Tishomingo,North Belmont,200
6,Lester E 'Bubba' Carpenter,State House,1,R,Tishomingo,North Belmont,X
6,Donnie Bell,State House,21,R,Tishomingo,North Belmont,204
2,Jim Hood,Governor,,D,Tishomingo,North Burnsville,97
2,Tate Reeves,Governor,,R,Tishomingo,North Burnsville,306
2,Bob Hickingbottom,Governor,,C,Tishomingo,North Burnsville,2
2,David R Singletary,Governor,,IND,Tishomingo,North Burnsville,5
2,Delbert Hosemann,Lieutenant Governor,,R,Tishomingo,North Burnsville,330
2,Jay Hughes,Lieutenant Governor,,D,Tishomingo,North Burnsville,77
2,Johnny DuPree,Secretary of State,,D,Tishomingo,North Burnsville,82
2,Michael Watson,Secretary of State,,R,Tishomingo,North Burnsville,311
2,Jennifer Riley Collins,Attorney General,,D,Tishomingo,North Burnsville,86
2,Lynn Fitch,Attorney General,,R,Tishomingo,North Burnsville,315
2,Shad White,State Auditor,,R,Tishomingo,North Burnsville,348
4,Addie Lee Green,State Treasurer,,D,Tishomingo,North Burnsville,68
4,David McRae,State Treasurer,,R,Tishomingo,North Burnsville,333
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tishomingo,North Burnsville,91
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tishomingo,North Burnsville,304
6,Steve Eaton,State Senate,5,D,Tishomingo,North Burnsville,95
6,Daniel H Sparks,State Senate,5,R,Tishomingo,North Burnsville,305
6,Lester E 'Bubba' Carpenter,State House,1,R,Tishomingo,North Burnsville,351
6,Donnie Bell,State House,21,R,Tishomingo,North Burnsville,X
3,Jim Hood,Governor,,D,Tishomingo,Paden,44
3,Tate Reeves,Governor,,R,Tishomingo,Paden,152
3,Bob Hickingbottom,Governor,,C,Tishomingo,Paden,0
3,David R Singletary,Governor,,IND,Tishomingo,Paden,2
3,Delbert Hosemann,Lieutenant Governor,,R,Tishomingo,Paden,161
3,Jay Hughes,Lieutenant Governor,,D,Tishomingo,Paden,33
3,Johnny DuPree,Secretary of State,,D,Tishomingo,Paden,35
3,Michael Watson,Secretary of State,,R,Tishomingo,Paden,159
3,Jennifer Riley Collins,Attorney General,,D,Tishomingo,Paden,34
3,Lynn Fitch,Attorney General,,R,Tishomingo,Paden,158
3,Shad White,State Auditor,,R,Tishomingo,Paden,183
5,Addie Lee Green,State Treasurer,,D,Tishomingo,Paden,28
5,David McRae,State Treasurer,,R,Tishomingo,Paden,165
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tishomingo,Paden,44
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tishomingo,Paden,147
7,Steve Eaton,State Senate,5,D,Tishomingo,Paden,46
7,Daniel H Sparks,State Senate,5,R,Tishomingo,Paden,152
7,Lester E 'Bubba' Carpenter,State House,1,R,Tishomingo,Paden,175
7,Donnie Bell,State House,21,R,Tishomingo,Paden,X
3,Jim Hood,Governor,,D,Tishomingo,Springhill,103
3,Tate Reeves,Governor,,R,Tishomingo,Springhill,218
3,Bob Hickingbottom,Governor,,C,Tishomingo,Springhill,3
3,David R Singletary,Governor,,IND,Tishomingo,Springhill,1
3,Delbert Hosemann,Lieutenant Governor,,R,Tishomingo,Springhill,248
3,Jay Hughes,Lieutenant Governor,,D,Tishomingo,Springhill,74
3,Johnny DuPree,Secretary of State,,D,Tishomingo,Springhill,69
3,Michael Watson,Secretary of State,,R,Tishomingo,Springhill,246
3,Jennifer Riley Collins,Attorney General,,D,Tishomingo,Springhill,89
3,Lynn Fitch,Attorney General,,R,Tishomingo,Springhill,228
3,Shad White,State Auditor,,R,Tishomingo,Springhill,281
5,Addie Lee Green,State Treasurer,,D,Tishomingo,Springhill,70
5,David McRae,State Treasurer,,R,Tishomingo,Springhill,248
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tishomingo,Springhill,86
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tishomingo,Springhill,230
7,Steve Eaton,State Senate,5,D,Tishomingo,Springhill,76
7,Daniel H Sparks,State Senate,5,R,Tishomingo,Springhill,249
7,Lester E 'Bubba' Carpenter,State House,1,R,Tishomingo,Springhill,276
7,Donnie Bell,State House,21,R,Tishomingo,Springhill,X
3,Jim Hood,Governor,,D,Tishomingo,Tishomingo,308
3,Tate Reeves,Governor,,R,Tishomingo,Tishomingo,582
3,Bob Hickingbottom,Governor,,C,Tishomingo,Tishomingo,2
3,David R Singletary,Governor,,IND,Tishomingo,Tishomingo,10
3,Delbert Hosemann,Lieutenant Governor,,R,Tishomingo,Tishomingo,666
3,Jay Hughes,Lieutenant Governor,,D,Tishomingo,Tishomingo,215
3,Johnny DuPree,Secretary of State,,D,Tishomingo,Tishomingo,250
3,Michael Watson,Secretary of State,,R,Tishomingo,Tishomingo,619
3,Jennifer Riley Collins,Attorney General,,D,Tishomingo,Tishomingo,245
3,Lynn Fitch,Attorney General,,R,Tishomingo,Tishomingo,639
3,Shad White,State Auditor,,R,Tishomingo,Tishomingo,742
5,Addie Lee Green,State Treasurer,,D,Tishomingo,Tishomingo,194
5,David McRae,State Treasurer,,R,Tishomingo,Tishomingo,682
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tishomingo,Tishomingo,253
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tishomingo,Tishomingo,616
7,Steve Eaton,State Senate,5,D,Tishomingo,Tishomingo,236
7,Daniel H Sparks,State Senate,5,R,Tishomingo,Tishomingo,652
7,Lester E 'Bubba' Carpenter,State House,1,R,Tishomingo,Tishomingo,266
7,Donnie Bell,State House,21,R,Tishomingo,Tishomingo,484
3,Jim Hood,Governor,,D,Tishomingo,TOTAL ,1654
3,Tate Reeves,Governor,,R,Tishomingo,TOTAL ,5113
3,Bob Hickingbottom,Governor,,C,Tishomingo,TOTAL ,24
3,David R Singletary,Governor,,IND,Tishomingo,TOTAL ,87
3,Delbert Hosemann,Lieutenant Governor,,R,Tishomingo,TOTAL ,5596
3,Jay Hughes,Lieutenant Governor,,D,Tishomingo,TOTAL ,1191
3,Johnny DuPree,Secretary of State,,D,Tishomingo,TOTAL ,1224
3,Michael Watson,Secretary of State,,R,Tishomingo,TOTAL ,5408
3,Jennifer Riley Collins,Attorney General,,D,Tishomingo,TOTAL ,1294
3,Lynn Fitch,Attorney General,,R,Tishomingo,TOTAL ,5454
3,Shad White,State Auditor,,R,Tishomingo,TOTAL ,6014
5,Addie Lee Green,State Treasurer,,D,Tishomingo,TOTAL ,985
5,David McRae,State Treasurer,,R,Tishomingo,TOTAL ,5719
5,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tishomingo,TOTAL ,1343
5,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tishomingo,TOTAL ,5296
7,Steve Eaton,State Senate,5,D,Tishomingo,TOTAL ,1258
7,Daniel H Sparks,State Senate,5,R,Tishomingo,TOTAL ,5519
7,Lester E 'Bubba' Carpenter,State House,1,R,Tishomingo,TOTAL ,3964
7,Donnie Bell,State House,21,R,Tishomingo,TOTAL ,2018
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
