candidate,office,district,party,county,precinct,votes
Robert Foster,Governor ,,R,Yalobusha,Beat One North,
Tate Reeves,Governor ,,R,Yalobusha,Beat One North,
Bill Waller Jr.,Governor ,,R,Yalobusha,Beat One North,
Delbert Hosemann,Lieutenant Governor,,R,Yalobusha,Beat One North,
Shane Quick,Lieutenant Governor,,R,Yalobusha,Beat One North,
Sam Britton,Secretary of State,,R,Yalobusha,Beat One North,
Michael Watson,Secretary of State,,R,Yalobusha,Beat One North,
Mark Baker,Attorney General,,R,Yalobusha,Beat One North,
Lynn Fitch,Attorney General,,R,Yalobusha,Beat One North,
Andy Taggart,Attorney General,,R,Yalobusha,Beat One North,
Shad White,State Auditor,,R,Yalobusha,Beat One North,
Eugene S. 'Buck' Clarke,State Treasurer,,R,Yalobusha,Beat One North,
David McRae,State Treasurer,,R,Yalobusha,Beat One North,
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Yalobusha,Beat One North,
Mike Chaney,Commissioner of Insurance,,R,Yalobusha,Beat One North,
Stephen Scott Griffin,State Senate,8,R,Yalobusha,Beat One North,
Benjamin A Suber,State Senate,8,R,Yalobusha,Beat One North,
Steve Whitten,State Senate,8,R,Yalobusha,Beat One North,
Lydia Graves Chassaniol,State Senate,14,R,Yalobusha,Beat One North,
Michael Brown,Governor ,,D,Yalobusha,Beat One North,50
William Bond Compton Jr.,Governor ,,D,Yalobusha,Beat One North,6
Jim Hood,Governor ,,D,Yalobusha,Beat One North,351
Robert J. Ray,Governor ,,D,Yalobusha,Beat One North,13
Robert Shuler Smith,Governor ,,D,Yalobusha,Beat One North,24
Gregory Wash,Governor ,,D,Yalobusha,Beat One North,8
Velesha P Williams,Governor ,,D,Yalobusha,Beat One North,64
Albert Wilson,Governor ,,D,Yalobusha,Beat One North,10
Jay Hughes,Lieutenant Governor,,D,Yalobusha,Beat One North,486
Johnny DuPree,Secretary of State,,D,Yalobusha,Beat One North,293
Maryra Hodges Hunt,Secretary of State,,D,Yalobusha,Beat One North,189
Jennifer Riley Collins,Attorney General,,D,Yalobusha,Beat One North,454
Addie Lee Green,State Treasurer,,D,Yalobusha,Beat One North,445
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Yalobusha,Beat One North,459
Robert E Amos,Commissioner of Insurance,,D,Yalobusha,Beat One North,450
Kegan Coleman,State Senate,8,D,Yalobusha,Beat One North,129
Mark Hancock,State Senate,8,D,Yalobusha,Beat One North,81
Kathryn York,State Senate,8,D,Yalobusha,Beat One North,377
Thomas U 'Tommy' Reynolds,State House,33,D,Yalobusha,Beat One North,576
Robert Foster,Governor ,,R,Yalobusha,Beat One South,
Tate Reeves,Governor ,,R,Yalobusha,Beat One South,
Bill Waller Jr.,Governor ,,R,Yalobusha,Beat One South,
Delbert Hosemann,Lieutenant Governor,,R,Yalobusha,Beat One South,
Shane Quick,Lieutenant Governor,,R,Yalobusha,Beat One South,
Sam Britton,Secretary of State,,R,Yalobusha,Beat One South,
Michael Watson,Secretary of State,,R,Yalobusha,Beat One South,
Mark Baker,Attorney General,,R,Yalobusha,Beat One South,
Lynn Fitch,Attorney General,,R,Yalobusha,Beat One South,
Andy Taggart,Attorney General,,R,Yalobusha,Beat One South,
Shad White,State Auditor,,R,Yalobusha,Beat One South,
Eugene S. 'Buck' Clarke,State Treasurer,,R,Yalobusha,Beat One South,
David McRae,State Treasurer,,R,Yalobusha,Beat One South,
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Yalobusha,Beat One South,
Mike Chaney,Commissioner of Insurance,,R,Yalobusha,Beat One South,
Stephen Scott Griffin,State Senate,8,R,Yalobusha,Beat One South,
Benjamin A Suber,State Senate,8,R,Yalobusha,Beat One South,
Steve Whitten,State Senate,8,R,Yalobusha,Beat One South,
Lydia Graves Chassaniol,State Senate,14,R,Yalobusha,Beat One South,
Michael Brown,Governor ,,D,Yalobusha,Beat One South,9
William Bond Compton Jr.,Governor ,,D,Yalobusha,Beat One South,5
Jim Hood,Governor ,,D,Yalobusha,Beat One South,105
Robert J. Ray,Governor ,,D,Yalobusha,Beat One South,3
Robert Shuler Smith,Governor ,,D,Yalobusha,Beat One South,6
Gregory Wash,Governor ,,D,Yalobusha,Beat One South,5
Velesha P Williams,Governor ,,D,Yalobusha,Beat One South,19
Albert Wilson,Governor ,,D,Yalobusha,Beat One South,5
Jay Hughes,Lieutenant Governor,,D,Yalobusha,Beat One South,150
Johnny DuPree,Secretary of State,,D,Yalobusha,Beat One South,101
Maryra Hodges Hunt,Secretary of State,,D,Yalobusha,Beat One South,48
Jennifer Riley Collins,Attorney General,,D,Yalobusha,Beat One South,152
Addie Lee Green,State Treasurer,,D,Yalobusha,Beat One South,142
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Yalobusha,Beat One South,149
Robert E Amos,Commissioner of Insurance,,D,Yalobusha,Beat One South,147
Kegan Coleman,State Senate,8,D,Yalobusha,Beat One South,64
Mark Hancock,State Senate,8,D,Yalobusha,Beat One South,17
Kathryn York,State Senate,8,D,Yalobusha,Beat One South,102
Thomas U 'Tommy' Reynolds,State House,33,D,Yalobusha,Beat One South,182
Robert Foster,Governor ,,R,Yalobusha,Beat Two Water Valley,
Tate Reeves,Governor ,,R,Yalobusha,Beat Two Water Valley,
Bill Waller Jr.,Governor ,,R,Yalobusha,Beat Two Water Valley,
Delbert Hosemann,Lieutenant Governor,,R,Yalobusha,Beat Two Water Valley,
Shane Quick,Lieutenant Governor,,R,Yalobusha,Beat Two Water Valley,
Sam Britton,Secretary of State,,R,Yalobusha,Beat Two Water Valley,
Michael Watson,Secretary of State,,R,Yalobusha,Beat Two Water Valley,
Mark Baker,Attorney General,,R,Yalobusha,Beat Two Water Valley,
Lynn Fitch,Attorney General,,R,Yalobusha,Beat Two Water Valley,
Andy Taggart,Attorney General,,R,Yalobusha,Beat Two Water Valley,
Shad White,State Auditor,,R,Yalobusha,Beat Two Water Valley,
Eugene S. 'Buck' Clarke,State Treasurer,,R,Yalobusha,Beat Two Water Valley,
David McRae,State Treasurer,,R,Yalobusha,Beat Two Water Valley,
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Yalobusha,Beat Two Water Valley,
Mike Chaney,Commissioner of Insurance,,R,Yalobusha,Beat Two Water Valley,
Stephen Scott Griffin,State Senate,8,R,Yalobusha,Beat Two Water Valley,
Benjamin A Suber,State Senate,8,R,Yalobusha,Beat Two Water Valley,
Steve Whitten,State Senate,8,R,Yalobusha,Beat Two Water Valley,
Lydia Graves Chassaniol,State Senate,14,R,Yalobusha,Beat Two Water Valley,
Michael Brown,Governor ,,D,Yalobusha,Beat Two Water Valley,78
William Bond Compton Jr.,Governor ,,D,Yalobusha,Beat Two Water Valley,19
Jim Hood,Governor ,,D,Yalobusha,Beat Two Water Valley,466
Robert J. Ray,Governor ,,D,Yalobusha,Beat Two Water Valley,22
Robert Shuler Smith,Governor ,,D,Yalobusha,Beat Two Water Valley,29
Gregory Wash,Governor ,,D,Yalobusha,Beat Two Water Valley,7
