candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Jefferson Davis,11-Granby,59
Tate Reeves,Governor,,R,Jefferson Davis,11-Granby,36
Bob Hickingbottom,Governor,,C,Jefferson Davis,11-Granby,0
David R Singletary,Governor,,IND,Jefferson Davis,11-Granby,0
Delbert Hosemann,Lieutenant Governor,,R,Jefferson Davis,11-Granby,42
Jay Hughes,Lieutenant Governor,,D,Jefferson Davis,11-Granby,48
Johnny DuPree,Secretary of State,,D,Jefferson Davis,11-Granby,54
Michael Watson,Secretary of State,,R,Jefferson Davis,11-Granby,35
Jennifer Riley Collins,Attorney General,,D,Jefferson Davis,11-Granby,54
Lynn Fitch,Attorney General,,R,Jefferson Davis,11-Granby,36
Shad White,State Auditor,,R,Jefferson Davis,11-Granby,62
Addie Lee Green,State Treasurer,,D,Jefferson Davis,11-Granby,53
David McRae,State Treasurer,,R,Jefferson Davis,11-Granby,36
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson Davis,11-Granby,54
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson Davis,11-Granby,36
Joey Fillingane,State Senate,41,R,Jefferson Davis,11-Granby,63
Rita Wilkinson Goss,State House,53,D,Jefferson Davis,11-Granby,X
Vince Mangold,State House,53,R,Jefferson Davis,11-Granby,X
Noah L. Sanford,State House,90,R,Jefferson Davis,11-Granby,X
Bob Evans,State House,91,D,Jefferson Davis,11-Granby,82
Jim Hood,Governor,,D,Jefferson Davis,Bassfield 26,118
Tate Reeves,Governor,,R,Jefferson Davis,Bassfield 26,86
Bob Hickingbottom,Governor,,C,Jefferson Davis,Bassfield 26,1
David R Singletary,Governor,,IND,Jefferson Davis,Bassfield 26,1
Delbert Hosemann,Lieutenant Governor,,R,Jefferson Davis,Bassfield 26,105
Jay Hughes,Lieutenant Governor,,D,Jefferson Davis,Bassfield 26,95
Johnny DuPree,Secretary of State,,D,Jefferson Davis,Bassfield 26,110
Michael Watson,Secretary of State,,R,Jefferson Davis,Bassfield 26,92
Jennifer Riley Collins,Attorney General,,D,Jefferson Davis,Bassfield 26,111
Lynn Fitch,Attorney General,,R,Jefferson Davis,Bassfield 26,94
Shad White,State Auditor,,R,Jefferson Davis,Bassfield 26,136
Addie Lee Green,State Treasurer,,D,Jefferson Davis,Bassfield 26,103
David McRae,State Treasurer,,R,Jefferson Davis,Bassfield 26,100
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson Davis,Bassfield 26,109
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson Davis,Bassfield 26,92
Joey Fillingane,State Senate,41,R,Jefferson Davis,Bassfield 26,145
Rita Wilkinson Goss,State House,53,D,Jefferson Davis,Bassfield 26,X
Vince Mangold,State House,53,R,Jefferson Davis,Bassfield 26,X
