candidate,office,district,party,county,precinct,votes
Tate Reeves,Governor,,R,Grenada,Box 1 Southside Church of Christ,94
Bill Waller Jr.,Governor,,R,Grenada,Box 1 Southside Church of Christ,95
Tate Reeves,Governor,,R,Grenada,Elliott Vol Fire Station,34
Bill Waller Jr.,Governor,,R,Grenada,Elliott Vol Fire Station,16
Tate Reeves,Governor,,R,Grenada,Sweethome Hol #2 Fire Stat,17
Bill Waller Jr.,Governor,,R,Grenada,Sweethome Hol #2 Fire Stat,11
Tate Reeves,Governor,,R,Grenada,Box 2 Grenada Co Office,24
Bill Waller Jr.,Governor,,R,Grenada,Box 2 Grenada Co Office,19
Tate Reeves,Governor,,R,Grenada,Gore Springs Comm Center,76
Bill Waller Jr.,Governor,,R,Grenada,Gore Springs Comm Center,26
Tate Reeves,Governor,,R,Grenada,Futheyville 1st Pentecost,50
Bill Waller Jr.,Governor,,R,Grenada,Futheyville 1st Pentecost,44
Tate Reeves,Governor,,R,Grenada,Box 3 City Auditorium,30
Bill Waller Jr.,Governor,,R,Grenada,Box 3 City Auditorium,26
Tate Reeves,Governor,,R,Grenada,Mt. Nebo Young's Landing,29
Bill Waller Jr.,Governor,,R,Grenada,Mt. Nebo Young's Landing,21
Tate Reeves,Governor,,R,Grenada,Pleasant Grove Commun Cen,17
Bill Waller Jr.,Governor,,R,Grenada,Pleasant Grove Commun Cen,6
Tate Reeves,Governor,,R,Grenada,Box 4 Taylor Hall,14
Bill Waller Jr.,Governor,,R,Grenada,Box 4 Taylor Hall,7
Tate Reeves,Governor,,R,Grenada,Geeslin Friendship Bapt Church,65
Bill Waller Jr.,Governor,,R,Grenada,Geeslin Friendship Bapt Church,33
Tate Reeves,Governor,,R,Grenada,Holcomb Community Center,38
Bill Waller Jr.,Governor,,R,Grenada,Holcomb Community Center,23
Tate Reeves,Governor,,R,Grenada,Box 5 EOC Building,105
Bill Waller Jr.,Governor,,R,Grenada,Box 5 EOC Building,64
Tate Reeves,Governor,,R,Grenada,TOTAL,593
Bill Waller Jr.,Governor,,R,Grenada,TOTAL,391
