candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Sharkey,Anguilla Fifth District,131
Tate Reeves,Governor,,R,Sharkey,Anguilla Fifth District,26
Bob Hickingbottom,Governor,,C,Sharkey,Anguilla Fifth District,0
David R Singletary,Governor,,IND,Sharkey,Anguilla Fifth District,0
Delbert Hosemann,Lieutenant Governor,,R,Sharkey,Anguilla Fifth District,36
Jay Hughes,Lieutenant Governor,,D,Sharkey,Anguilla Fifth District,114
Johnny DuPree,Secretary of State,,D,Sharkey,Anguilla Fifth District,117
Michael Watson,Secretary of State,,R,Sharkey,Anguilla Fifth District,34
Jennifer Riley Collins,Attorney General,,D,Sharkey,Anguilla Fifth District,121
Lynn Fitch,Attorney General,,R,Sharkey,Anguilla Fifth District,31
Shad White,State Auditor,,R,Sharkey,Anguilla Fifth District,67
Addie Lee Green,State Treasurer,,D,Sharkey,Anguilla Fifth District,113
David McRae,State Treasurer,,R,Sharkey,Anguilla Fifth District,34
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Sharkey,Anguilla Fifth District,115
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Sharkey,Anguilla Fifth District,33
Hayes Dent,State Senate,22,R,Sharkey,Anguilla Fifth District,29
Joseph C Thomas Sr.,State Senate,22,D,Sharkey,Anguilla Fifth District,120
Rufus E Straughter ,State House,51,D,Sharkey,Anguilla Fifth District,122
Jim Hood,Governor,,D,Sharkey,Anguilla Fourth District,157
Tate Reeves,Governor,,R,Sharkey,Anguilla Fourth District,78
Bob Hickingbottom,Governor,,C,Sharkey,Anguilla Fourth District,0
David R Singletary,Governor,,IND,Sharkey,Anguilla Fourth District,0
Delbert Hosemann,Lieutenant Governor,,R,Sharkey,Anguilla Fourth District,108
Jay Hughes,Lieutenant Governor,,D,Sharkey,Anguilla Fourth District,112
Johnny DuPree,Secretary of State,,D,Sharkey,Anguilla Fourth District,120
Michael Watson,Secretary of State,,R,Sharkey,Anguilla Fourth District,98
Jennifer Riley Collins,Attorney General,,D,Sharkey,Anguilla Fourth District,130
Lynn Fitch,Attorney General,,R,Sharkey,Anguilla Fourth District,96
Shad White,State Auditor,,R,Sharkey,Anguilla Fourth District,144
Addie Lee Green,State Treasurer,,D,Sharkey,Anguilla Fourth District,118
