candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Pike,(01) New Hope Baptist Church,2
Tate Reeves,Governor,,R,Pike,(01) New Hope Baptist Church,13
Bill Waller Jr.,Governor,,R,Pike,(01) New Hope Baptist Church,2
Delbert Hosemann,Lieutenant Governor,,R,Pike,(01) New Hope Baptist Church,10
Shane Quick,Lieutenant Governor,,R,Pike,(01) New Hope Baptist Church,4
Sam Britton,Secretary of State,,R,Pike,(01) New Hope Baptist Church,7
Michael Watson,Secretary of State,,R,Pike,(01) New Hope Baptist Church,8
Mark Baker,Attorney General,,R,Pike,(01) New Hope Baptist Church,3
Lynn Fitch,Attorney General,,R,Pike,(01) New Hope Baptist Church,6
Andy Taggart,Attorney General,,R,Pike,(01) New Hope Baptist Church,5
Shad White,State Auditor,,R,Pike,(01) New Hope Baptist Church,14
Eugene S. 'Buck' Clarke,State Treasurer,,R,Pike,(01) New Hope Baptist Church,6
David McRae,State Treasurer,,R,Pike,(01) New Hope Baptist Church,9
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Pike,(01) New Hope Baptist Church,15
Mike Chaney,Commissioner of Insurance,,R,Pike,(01) New Hope Baptist Church,15
Milt Burris,State Senate,37,R,Pike,(01) New Hope Baptist Church,X
Morgan Halford Poore,State Senate,37,R,Pike,(01) New Hope Baptist Church,X
Melanie Sojourner,State Senate,37,R,Pike,(01) New Hope Baptist Church,X
Kevin B Wells,State Senate,37,R,Pike,(01) New Hope Baptist Church,X
Vince Mnagold,State House,53,R,Pike,(01) New Hope Baptist Church,X
Sam C Mims V,State House,97,R,Pike,(01) New Hope Baptist Church,X
Michael Brown,Governor,,D,Pike,(01) New Hope Baptist Church,69
William Bond Compton Jr.,Governor,,D,Pike,(01) New Hope Baptist Church,4
Jim Hood,Governor,,D,Pike,(01) New Hope Baptist Church,237
Robert J. Ray,Governor,,D,Pike,(01) New Hope Baptist Church,9
Robert Shuler Smith,Governor,,D,Pike,(01) New Hope Baptist Church,42
Gregory Wash,Governor,,D,Pike,(01) New Hope Baptist Church,3
Velesha P Williams,Governor,,D,Pike,(01) New Hope Baptist Church,15
Albert Wilson,Governor,,D,Pike,(01) New Hope Baptist Church,9
Jay Hughes,Lieutenant Governor,,D,Pike,(01) New Hope Baptist Church,327
Johnny DuPree,Secretary of State,,D,Pike,(01) New Hope Baptist Church,276
Maryra Hodges Hunt,Secretary of State,,D,Pike,(01) New Hope Baptist Church,80
