candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Washington,Arcola Technology Center,185
Tate Reeves,Governor,,R,Washington,Arcola Technology Center,99
Bob Hickingbottom,Governor,,C,Washington,Arcola Technology Center,1
David R Singletary,Governor,,IND,Washington,Arcola Technology Center,1
Delbert Hosemann,Lieutenant Governor,,R,Washington,Arcola Technology Center,115
Jay Hughes,Lieutenant Governor,,D,Washington,Arcola Technology Center,163
Johnny DuPree,Secretary of State,,D,Washington,Arcola Technology Center,164
Michael Watson,Secretary of State,,R,Washington,Arcola Technology Center,108
Jennifer Riley Collins,Attorney General,,D,Washington,Arcola Technology Center,174
Lynn Fitch,Attorney General,,R,Washington,Arcola Technology Center,108
Shad White,State Auditor,,R,Washington,Arcola Technology Center,171
Addie Lee Green,State Treasurer,,D,Washington,Arcola Technology Center,166
David McRae,State Treasurer,,R,Washington,Arcola Technology Center,114
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Washington,Arcola Technology Center,171
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Washington,Arcola Technology Center,106
Hayes Dent,State Senate,22,R,Washington,Arcola Technology Center,119
Joseph C Thomas Sr.,State Senate,22,D,Washington,Arcola Technology Center,163
John W Hines Sr.,State House,50,D,Washington,Arcola Technology Center,225
Jim Hood,Governor,,D,Washington,Buster Brown Community Center,993
Tate Reeves,Governor,,R,Washington,Buster Brown Community Center,191
Bob Hickingbottom,Governor,,C,Washington,Buster Brown Community Center,0
David R Singletary,Governor,,IND,Washington,Buster Brown Community Center,14
Delbert Hosemann,Lieutenant Governor,,R,Washington,Buster Brown Community Center,273
Jay Hughes,Lieutenant Governor,,D,Washington,Buster Brown Community Center,894
Johnny DuPree,Secretary of State,,D,Washington,Buster Brown Community Center,915
Michael Watson,Secretary of State,,R,Washington,Buster Brown Community Center,253
Jennifer Riley Collins,Attorney General,,D,Washington,Buster Brown Community Center,954
Lynn Fitch,Attorney General,,R,Washington,Buster Brown Community Center,229
Shad White,State Auditor,,R,Washington,Buster Brown Community Center,626
Addie Lee Green,State Treasurer,,D,Washington,Buster Brown Community Center,909
David McRae,State Treasurer,,R,Washington,Buster Brown Community Center,256
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Washington,Buster Brown Community Center,919
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Washington,Buster Brown Community Center,248
Derrick T Simmons,State Senate,12,D,Washington,Buster Brown Community Center,1032
Paul D Pecou,State Senate,12,IND,Washington,Buster Brown Community Center,122
Willie L Bailey,State House,49,D,Washington,Buster Brown Community Center,505
John W Hines Sr.,State House,50,D,Washington,Buster Brown Community Center,563
Jim Hood,Governor,,D,Washington,Covenant Presbyterian Church,321
Tate Reeves,Governor,,R,Washington,Covenant Presbyterian Church,533
Bob Hickingbottom,Governor,,C,Washington,Covenant Presbyterian Church,2
David R Singletary,Governor,,IND,Washington,Covenant Presbyterian Church,3
Delbert Hosemann,Lieutenant Governor,,R,Washington,Covenant Presbyterian Church,614
Jay Hughes,Lieutenant Governor,,D,Washington,Covenant Presbyterian Church,240
Johnny DuPree,Secretary of State,,D,Washington,Covenant Presbyterian Church,254
Michael Watson,Secretary of State,,R,Washington,Covenant Presbyterian Church,586
Jennifer Riley Collins,Attorney General,,D,Washington,Covenant Presbyterian Church,252
Lynn Fitch,Attorney General,,R,Washington,Covenant Presbyterian Church,605
Shad White,State Auditor,,R,Washington,Covenant Presbyterian Church,722
Addie Lee Green,State Treasurer,,D,Washington,Covenant Presbyterian Church,232
David McRae,State Treasurer,,R,Washington,Covenant Presbyterian Church,606
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Washington,Covenant Presbyterian Church,244
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Washington,Covenant Presbyterian Church,604
Derrick T Simmons,State Senate,12,D,Washington,Covenant Presbyterian Church,502
Paul D Pecou,State Senate,12,IND,Washington,Covenant Presbyterian Church,284
Willie L Bailey,State House,49,D,Washington,Covenant Presbyterian Church,598
Jim Hood,Governor,,D,Washington,Darlove,24
Tate Reeves,Governor,,R,Washington,Darlove,27
Bob Hickingbottom,Governor,,C,Washington,Darlove,1
David R Singletary,Governor,,IND,Washington,Darlove,0
Delbert Hosemann,Lieutenant Governor,,R,Washington,Darlove,34
Jay Hughes,Lieutenant Governor,,D,Washington,Darlove,15
Johnny DuPree,Secretary of State,,D,Washington,Darlove,21
Michael Watson,Secretary of State,,R,Washington,Darlove,28
Jennifer Riley Collins,Attorney General,,D,Washington,Darlove,19
Lynn Fitch,Attorney General,,R,Washington,Darlove,32
Shad White,State Auditor,,R,Washington,Darlove,42
Addie Lee Green,State Treasurer,,D,Washington,Darlove,18
David McRae,State Treasurer,,R,Washington,Darlove,32
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Washington,Darlove,18
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Washington,Darlove,31
Hayes Dent,State Senate,22,R,Washington,Darlove,31
Joseph C Thomas Sr.,State Senate,22,D,Washington,Darlove,19
John W Hines Sr.,State House,50,D,Washington,Darlove,33
Jim Hood,Governor,,D,Washington,Elks Lodge,880
Tate Reeves,Governor,,R,Washington,Elks Lodge,43
Bob Hickingbottom,Governor,,C,Washington,Elks Lodge,0
David R Singletary,Governor,,IND,Washington,Elks Lodge,10
Delbert Hosemann,Lieutenant Governor,,R,Washington,Elks Lodge,75
Jay Hughes,Lieutenant Governor,,D,Washington,Elks Lodge,819
Johnny DuPree,Secretary of State,,D,Washington,Elks Lodge,834
Michael Watson,Secretary of State,,R,Washington,Elks Lodge,57
Jennifer Riley Collins,Attorney General,,D,Washington,Elks Lodge,862
Lynn Fitch,Attorney General,,R,Washington,Elks Lodge,51
Shad White,State Auditor,,R,Washington,Elks Lodge,382
Addie Lee Green,State Treasurer,,D,Washington,Elks Lodge,837
David McRae,State Treasurer,,R,Washington,Elks Lodge,57
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Washington,Elks Lodge,845
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Washington,Elks Lodge,54
Derrick T Simmons,State Senate,12,D,Washington,Elks Lodge,850
Paul D Pecou,State Senate,12,IND,Washington,Elks Lodge,44
Willie L Bailey,State House,49,D,Washington,Elks Lodge,218
John W Hines Sr.,State House,50,D,Washington,Elks Lodge,627
Jim Hood,Governor,,D,Washington,Extension Building,302
Tate Reeves,Governor,,R,Washington,Extension Building,9
Bob Hickingbottom,Governor,,C,Washington,Extension Building,1
David R Singletary,Governor,,IND,Washington,Extension Building,4
Delbert Hosemann,Lieutenant Governor,,R,Washington,Extension Building,25
Jay Hughes,Lieutenant Governor,,D,Washington,Extension Building,270
Johnny DuPree,Secretary of State,,D,Washington,Extension Building,275
Michael Watson,Secretary of State,,R,Washington,Extension Building,29
Jennifer Riley Collins,Attorney General,,D,Washington,Extension Building,297
