page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Yalobusha,Beat One North ,357
2,Tate Reeves,Governor,,R,Yalobusha,Beat One North ,433
2,Bob Hickingbottom,Governor,,C,Yalobusha,Beat One North ,5
2,David R Singletary,Governor,,IND,Yalobusha,Beat One North ,8
2,Delbert Hosemann,Lieutenant Governor,,R,Yalobusha,Beat One North ,445
2,Jay Hughes,Lieutenant Governor,,D,Yalobusha,Beat One North ,361
2,Johnny DuPree,Secretary of State,,D,Yalobusha,Beat One North ,302
2,Michael Watson,Secretary of State,,R,Yalobusha,Beat One North ,487
2,Jennifer Riley Collins,Attorney General,,D,Yalobusha,Beat One North ,296
2,Lynn Fitch,Attorney General,,R,Yalobusha,Beat One North ,495
2,Shad White,State Auditor,,R,Yalobusha,Beat One North ,620
4,Addie Lee Green,State Treasurer,,D,Yalobusha,Beat One North ,268
4,David McRae,State Treasurer,,R,Yalobusha,Beat One North ,517
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Yalobusha,Beat One North ,298
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Yalobusha,Beat One North ,485
6,Kegan Coleman,State Senate,8,D,Yalobusha,Beat One North ,315
6,Benjamin A Suber,State Senate,8,R,Yalobusha,Beat One North ,474
6,Lydia Graves Chassaniol,State Senate,14,R,Yalobusha,Beat One North ,X
6,Thomas U 'Tommy' Reynolds,State House,33,D,Yalobusha,Beat One North ,674
2,Jim Hood,Governor,,D,Yalobusha,Beat One South,127
2,Tate Reeves,Governor,,R,Yalobusha,Beat One South,182
2,Bob Hickingbottom,Governor,,C,Yalobusha,Beat One South,0
2,David R Singletary,Governor,,IND,Yalobusha,Beat One South,6
2,Delbert Hosemann,Lieutenant Governor,,R,Yalobusha,Beat One South,185
2,Jay Hughes,Lieutenant Governor,,D,Yalobusha,Beat One South,127
2,Johnny DuPree,Secretary of State,,D,Yalobusha,Beat One South,129
2,Michael Watson,Secretary of State,,R,Yalobusha,Beat One South,181
2,Jennifer Riley Collins,Attorney General,,D,Yalobusha,Beat One South,122
2,Lynn Fitch,Attorney General,,R,Yalobusha,Beat One South,190
2,Shad White,State Auditor,,R,Yalobusha,Beat One South,245
4,Addie Lee Green,State Treasurer,,D,Yalobusha,Beat One South,119
4,David McRae,State Treasurer,,R,Yalobusha,Beat One South,189
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Yalobusha,Beat One South,120
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Yalobusha,Beat One South,189
6,Kegan Coleman,State Senate,8,D,Yalobusha,Beat One South,126
6,Benjamin A Suber,State Senate,8,R,Yalobusha,Beat One South,184
6,Lydia Graves Chassaniol,State Senate,14,R,Yalobusha,Beat One South,X
6,Thomas U 'Tommy' Reynolds,State House,33,D,Yalobusha,Beat One South,260
2,Jim Hood,Governor,,D,Yalobusha,Beat Two Water Valley,625
2,Tate Reeves,Governor,,R,Yalobusha,Beat Two Water Valley,286
2,Bob Hickingbottom,Governor,,C,Yalobusha,Beat Two Water Valley,4
2,David R Singletary,Governor,,IND,Yalobusha,Beat Two Water Valley,14
2,Delbert Hosemann,Lieutenant Governor,,R,Yalobusha,Beat Two Water Valley,331
2,Jay Hughes,Lieutenant Governor,,D,Yalobusha,Beat Two Water Valley,585
2,Johnny DuPree,Secretary of State,,D,Yalobusha,Beat Two Water Valley,577
2,Michael Watson,Secretary of State,,R,Yalobusha,Beat Two Water Valley,335
2,Jennifer Riley Collins,Attorney General,,D,Yalobusha,Beat Two Water Valley,599
2,Lynn Fitch,Attorney General,,R,Yalobusha,Beat Two Water Valley,317
2,Shad White,State Auditor,,R,Yalobusha,Beat Two Water Valley,623
4,Addie Lee Green,State Treasurer,,D,Yalobusha,Beat Two Water Valley,581
4,David McRae,State Treasurer,,R,Yalobusha,Beat Two Water Valley,326
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Yalobusha,Beat Two Water Valley,600
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Yalobusha,Beat Two Water Valley,302
6,Kegan Coleman,State Senate,8,D,Yalobusha,Beat Two Water Valley,642
6,Benjamin A Suber,State Senate,8,R,Yalobusha,Beat Two Water Valley,275
6,Lydia Graves Chassaniol,State Senate,14,R,Yalobusha,Beat Two Water Valley,X
6,Thomas U 'Tommy' Reynolds,State House,33,D,Yalobusha,Beat Two Water Valley,841
2,Jim Hood,Governor,,D,Yalobusha,Five Coffeeville,214
2,Tate Reeves,Governor,,R,Yalobusha,Five Coffeeville,281
2,Bob Hickingbottom,Governor,,C,Yalobusha,Five Coffeeville,1
2,David R Singletary,Governor,,IND,Yalobusha,Five Coffeeville,3
2,Delbert Hosemann,Lieutenant Governor,,R,Yalobusha,Five Coffeeville,308
2,Jay Hughes,Lieutenant Governor,,D,Yalobusha,Five Coffeeville,189
