page,candidate,office,district,party,county,precinct,votes
1,Jim Hood,Governor,,D,Monroe,1 Amory First,155
1,Tate Reeves,Governor,,R,Monroe,1 Amory First,372
1,Bob Hickingbottom,Governor,,C,Monroe,1 Amory First,3
1,David R Singletary,Governor,,IND,Monroe,1 Amory First,2
1,Delbert Hosemann,Lieutenant Governor,,R,Monroe,1 Amory First,453
1,Jay Hughes,Lieutenant Governor,,D,Monroe,1 Amory First,80
1,Johnny DuPree,Secretary of State,,D,Monroe,1 Amory First,89
1,Michael Watson,Secretary of State,,R,Monroe,1 Amory First,431
1,Jennifer Riley Collins,Attorney General,,D,Monroe,1 Amory First,95
1,Lynn Fitch,Attorney General,,R,Monroe,1 Amory First,434
1,Shad White,State Auditor,,R,Monroe,1 Amory First,481
4,Addie Lee Green,State Treasurer,,D,Monroe,1 Amory First,66
4,David McRae,State Treasurer,,R,Monroe,1 Amory First,455
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Monroe,1 Amory First,97
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Monroe,1 Amory First,421
7,Hob Bryan,State Senate,7,D,Monroe,1 Amory First,405
7,DeWanna Belton,State Senate,17,D,Monroe,1 Amory First,x
7,Charles A 'Chuck' Younger,State Senate,17,R,Monroe,1 Amory First,x
7,Danny Bedwell,State Senate,17,LIB,Monroe,1 Amory First,x
7,Rickey W Thompson,State Senate,16,D,Monroe,1 Amory First,x
7,Steve Holland,State Senate,16,IND,Monroe,1 Amory First,x
7,Chris Brown,State House,20,R,Monroe,1 Amory First,468
7,Karl Gibbs,State House,36,D,Monroe,1 Amory First,x
7,Jessica Lofton Lewis,State House,36,IND,Monroe,1 Amory First,x
7,Dana Underwood McLean,State House,39,R,Monroe,1 Amory First,x
1,Jim Hood,Governor,,D,Monroe,1 Bigbee,18
1,Tate Reeves,Governor,,R,Monroe,1 Bigbee,101
1,Bob Hickingbottom,Governor,,C,Monroe,1 Bigbee,0
1,David R Singletary,Governor,,IND,Monroe,1 Bigbee,0
1,Delbert Hosemann,Lieutenant Governor,,R,Monroe,1 Bigbee,110
1,Jay Hughes,Lieutenant Governor,,D,Monroe,1 Bigbee,8
1,Johnny DuPree,Secretary of State,,D,Monroe,1 Bigbee,8
1,Michael Watson,Secretary of State,,R,Monroe,1 Bigbee,106
1,Jennifer Riley Collins,Attorney General,,D,Monroe,1 Bigbee,8
1,Lynn Fitch,Attorney General,,R,Monroe,1 Bigbee,109
1,Shad White,State Auditor,,R,Monroe,1 Bigbee,109
4,Addie Lee Green,State Treasurer,,D,Monroe,1 Bigbee,9
4,David McRae,State Treasurer,,R,Monroe,1 Bigbee,104
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Monroe,1 Bigbee,11
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Monroe,1 Bigbee,102
7,Hob Bryan,State Senate,7,D,Monroe,1 Bigbee,76
7,DeWanna Belton,State Senate,17,D,Monroe,1 Bigbee,x
7,Charles A 'Chuck' Younger,State Senate,17,R,Monroe,1 Bigbee,x
