candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Franklin,Antioch,185
Tate Reeves,Governor,,R,Franklin,Antioch,143
Bob Hickingbottom,Governor,,C,Franklin,Antioch,4
David R Singletary,Governor,,IND,Franklin,Antioch,6
Delbert Hosemann,Lieutenant Governor,,R,Franklin,Antioch,173
Jay Hughes,Lieutenant Governor,,D,Franklin,Antioch,156
Johnny DuPree,Secretary of State,,D,Franklin,Antioch,170
Michael Watson,Secretary of State,,R,Franklin,Antioch,158
Jennifer Riley Collins,Attorney General,,D,Franklin,Antioch,166
Lynn Fitch,Attorney General,,R,Franklin,Antioch,166
Shad White,State Auditor,,R,Franklin,Antioch,233
Addie Lee Green,State Treasurer,,D,Franklin,Antioch,150
David McRae,State Treasurer,,R,Franklin,Antioch,177
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Franklin,Antioch,164
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Franklin,Antioch,164
William E Godfrey,State Senate,37,D,Franklin,Antioch,173
Melanie Sojourner,State Senate,37,R,Franklin,Antioch,155
Rita Wilkinson Goss,State House,53,D,Franklin,Antioch,
Vince Mangold,State House,53,R,Franklin,Antioch,
Jeffery Harness,State House,85,D,Franklin,Antioch,242
Robert L Johnson III,State House,94,D,Franklin,Antioch,
Sam C Mims V,State House,97,R,Franklin,Antioch,
Ben Thompson,State House,97,D,Franklin,Antioch,
Jim Hood,Governor,,D,Franklin,Bad Bayou,30
Tate Reeves,Governor,,R,Franklin,Bad Bayou,269
Bob Hickingbottom,Governor,,C,Franklin,Bad Bayou,2
David R Singletary,Governor,,IND,Franklin,Bad Bayou,1
Delbert Hosemann,Lieutenant Governor,,R,Franklin,Bad Bayou,276
Jay Hughes,Lieutenant Governor,,D,Franklin,Bad Bayou,24
Johnny DuPree,Secretary of State,,D,Franklin,Bad Bayou,17
Michael Watson,Secretary of State,,R,Franklin,Bad Bayou,274
Jennifer Riley Collins,Attorney General,,D,Franklin,Bad Bayou,20
Lynn Fitch,Attorney General,,R,Franklin,Bad Bayou,278
Shad White,State Auditor,,R,Franklin,Bad Bayou,284
Addie Lee Green,State Treasurer,,D,Franklin,Bad Bayou,10
David McRae,State Treasurer,,R,Franklin,Bad Bayou,285
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Franklin,Bad Bayou,12
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Franklin,Bad Bayou,283
William E Godfrey,State Senate,37,D,Franklin,Bad Bayou,34
