candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Madison,Camden Community Center,3
Tate Reeves,Governor,,R,Madison,Camden Community Center,27
Bill Waller Jr.,Governor,,R,Madison,Camden Community Center,19
Delbert Hosemann,Lieutenant Governor,,R,Madison,Camden Community Center,46
Shane Quick,Lieutenant Governor,,R,Madison,Camden Community Center,3
Sam Britton,Secretary of State,,R,Madison,Camden Community Center,19
Michael Watson,Secretary of State,,R,Madison,Camden Community Center,29
Mark Baker,Attorney General,,R,Madison,Camden Community Center,12
Lynn Fitch,Attorney General,,R,Madison,Camden Community Center,9
Andy Taggart,Attorney General,,R,Madison,Camden Community Center,27
Shad White,State Auditor,,R,Madison,Camden Community Center,44
Eugene S. 'Buck' Clarke,State Treasurer,,R,Madison,Camden Community Center,16
David McRae,State Treasurer,,R,Madison,Camden Community Center,30
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Madison,Camden Community Center,46
Mike Chaney,Commissioner of Insurance,,R,Madison,Camden Community Center,45
Hayes Dent,State Senate,22,R,Madison,Camden Community Center,x
Dwayne Self,State Senate,22,R,Madison,Camden Community Center,x
Walter Michel,State Senate,25,R,Madison,Camden Community Center,x
Philip Gunn,State House,56,R,Madison,Camden Community Center,x
Bruce Bartley,State House,58,R,Madison,Camden Community Center,x
Joel Bomgar,State House,58,R,Madison,Camden Community Center,x
Bill Denny,State House,64,R,Madison,Camden Community Center,x
Johnny Black,State House,73,R,Madison,Camden Community Center,x
Jill Ford,State House,73,R,Madison,Camden Community Center,x
Michael Brown,Governor,,D,Madison,Camden Community Center,14
William Bond Compton Jr.,Governor,,D,Madison,Camden Community Center,1
Jim Hood,Governor,,D,Madison,Camden Community Center,240
Robert J. Ray,Governor,,D,Madison,Camden Community Center,1
Robert Shuler Smith,Governor,,D,Madison,Camden Community Center,22
Gregory Wash,Governor,,D,Madison,Camden Community Center,1
Velesha P Williams,Governor,,D,Madison,Camden Community Center,10
Albert Wilson,Governor,,D,Madison,Camden Community Center,4
Jay Hughes,Lieutenant Governor,,D,Madison,Camden Community Center,223
Johnny DuPree,Secretary of State,,D,Madison,Camden Community Center,220
Maryra Hodges Hunt,Secretary of State,,D,Madison,Camden Community Center,49
Jennifer Riley Collins,Attorney General,,D,Madison,Camden Community Center,242
Addie Lee Green,State Treasurer,,D,Madison,Camden Community Center,244
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Madison,Camden Community Center,246
Robert E Amos,Commissioner of Insurance,,D,Madison,Camden Community Center,241
Barbara Blackmon,State Senate,21,D,Madison,Camden Community Center,273
Mark s Buckner Sr.,State Senate,22,D,Madison,Camden Community Center,x
Ermea 'E.J.' Russell,State Senate,22,D,Madison,Camden Community Center,x
