candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Tate,Arkabutla,183
Tate Reeves,Governor,,R,Tate,Arkabutla,280
Bob Hickingbottom,Governor,,C,Tate,Arkabutla,5
David R Singletary,Governor,,IND,Tate,Arkabutla,4
Delbert Hosemann,Lieutenant Governor,,R,Tate,Arkabutla,297
Jay Hughes,Lieutenant Governor,,D,Tate,Arkabutla,155
Johnny DuPree,Secretary of State,,D,Tate,Arkabutla,152
Michael Watson,Secretary of State,,R,Tate,Arkabutla,293
Jennifer Riley Collins,Attorney General,,D,Tate,Arkabutla,161
Lynn Fitch,Attorney General,,R,Tate,Arkabutla,297
Shad White,State Auditor,,R,Tate,Arkabutla,356
Addie Lee Green,State Treasurer,,D,Tate,Arkabutla,150
David McRae,State Treasurer,,R,Tate,Arkabutla,299
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tate,Arkabutla,173
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tate,Arkabutla,275
Andre R De'Berry,State Senate,10,D,Tate,Arkabutla,149
Neil S Whaley,State Senate,10,R,Tate,Arkabutla,301
John Faulkner,State House,5,D,Tate,Arkabutla,x
Trey Lamar,State House,8,R,Tate,Arkabutla,x
Cedric 'Bam Bam' Burnett,State House,9,D,Tate,Arkabutla,263
Lataisha Jackson,State House,11,D,Tate,Arkabutla,x
Jim Hood,Governor,,D,Tate,Coldwater 3,471
Tate Reeves,Governor,,R,Tate,Coldwater 3,259
Bob Hickingbottom,Governor,,C,Tate,Coldwater 3,9
David R Singletary,Governor,,IND,Tate,Coldwater 3,3
Delbert Hosemann,Lieutenant Governor,,R,Tate,Coldwater 3,284
Jay Hughes,Lieutenant Governor,,D,Tate,Coldwater 3,415
Johnny DuPree,Secretary of State,,D,Tate,Coldwater 3,437
Michael Watson,Secretary of State,,R,Tate,Coldwater 3,261
Jennifer Riley Collins,Attorney General,,D,Tate,Coldwater 3,457
Lynn Fitch,Attorney General,,R,Tate,Coldwater 3,261
Shad White,State Auditor,,R,Tate,Coldwater 3,433
Addie Lee Green,State Treasurer,,D,Tate,Coldwater 3,423
David McRae,State Treasurer,,R,Tate,Coldwater 3,276
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tate,Coldwater 3,430
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tate,Coldwater 3,265
Andre R De'Berry,State Senate,10,D,Tate,Coldwater 3,446
Neil S Whaley,State Senate,10,R,Tate,Coldwater 3,272
John Faulkner,State House,5,D,Tate,Coldwater 3,x
Trey Lamar,State House,8,R,Tate,Coldwater 3,429
Cedric 'Bam Bam' Burnett,State House,9,D,Tate,Coldwater 3,x
Lataisha Jackson,State House,11,D,Tate,Coldwater 3,x
Jim Hood,Governor,,D,Tate,Evansville,36
Tate Reeves,Governor,,R,Tate,Evansville,89
Bob Hickingbottom,Governor,,C,Tate,Evansville,1
David R Singletary,Governor,,IND,Tate,Evansville,4
Delbert Hosemann,Lieutenant Governor,,R,Tate,Evansville,89
Jay Hughes,Lieutenant Governor,,D,Tate,Evansville,42
Johnny DuPree,Secretary of State,,D,Tate,Evansville,37
Michael Watson,Secretary of State,,R,Tate,Evansville,90
Jennifer Riley Collins,Attorney General,,D,Tate,Evansville,31
Lynn Fitch,Attorney General,,R,Tate,Evansville,96
Shad White,State Auditor,,R,Tate,Evansville,112
Addie Lee Green,State Treasurer,,D,Tate,Evansville,29
David McRae,State Treasurer,,R,Tate,Evansville,96
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tate,Evansville,36
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tate,Evansville,90
Andre R De'Berry,State Senate,10,D,Tate,Evansville,34
Neil S Whaley,State Senate,10,R,Tate,Evansville,90
John Faulkner,State House,5,D,Tate,Evansville,x
Trey Lamar,State House,8,R,Tate,Evansville,x
Cedric 'Bam Bam' Burnett,State House,9,D,Tate,Evansville,76
Lataisha Jackson,State House,11,D,Tate,Evansville,x
Jim Hood,Governor,,D,Tate,Independence,351
Tate Reeves,Governor,,R,Tate,Independence,645
Bob Hickingbottom,Governor,,C,Tate,Independence,4
David R Singletary,Governor,,IND,Tate,Independence,16
Delbert Hosemann,Lieutenant Governor,,R,Tate,Independence,700
Jay Hughes,Lieutenant Governor,,D,Tate,Independence,297
Johnny DuPree,Secretary of State,,D,Tate,Independence,296
Michael Watson,Secretary of State,,R,Tate,Independence,687
Jennifer Riley Collins,Attorney General,,D,Tate,Independence,307
Lynn Fitch,Attorney General,,R,Tate,Independence,698
Shad White,State Auditor,,R,Tate,Independence,815
Addie Lee Green,State Treasurer,,D,Tate,Independence,282
David McRae,State Treasurer,,R,Tate,Independence,712
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tate,Independence,321
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tate,Independence,677
Andre R De'Berry,State Senate,10,D,Tate,Independence,290
Neil S Whaley,State Senate,10,R,Tate,Independence,716
John Faulkner,State House,5,D,Tate,Independence,121
Trey Lamar,State House,8,R,Tate,Independence,740
Cedric 'Bam Bam' Burnett,State House,9,D,Tate,Independence,x
Lataisha Jackson,State House,11,D,Tate,Independence,x
Jim Hood,Governor,,D,Tate,Looxahoma,234
Tate Reeves,Governor,,R,Tate,Looxahoma,291
Bob Hickingbottom,Governor,,C,Tate,Looxahoma,7
David R Singletary,Governor,,IND,Tate,Looxahoma,4
Delbert Hosemann,Lieutenant Governor,,R,Tate,Looxahoma,317
Jay Hughes,Lieutenant Governor,,D,Tate,Looxahoma,198
Johnny DuPree,Secretary of State,,D,Tate,Looxahoma,210
Michael Watson,Secretary of State,,R,Tate,Looxahoma,303
Jennifer Riley Collins,Attorney General,,D,Tate,Looxahoma,219
Lynn Fitch,Attorney General,,R,Tate,Looxahoma,308
Shad White,State Auditor,,R,Tate,Looxahoma,391
Addie Lee Green,State Treasurer,,D,Tate,Looxahoma,206
David McRae,State Treasurer,,R,Tate,Looxahoma,316
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tate,Looxahoma,226
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tate,Looxahoma,293
Andre R De'Berry,State Senate,10,D,Tate,Looxahoma,212
Neil S Whaley,State Senate,10,R,Tate,Looxahoma,313
John Faulkner,State House,5,D,Tate,Looxahoma,x
Trey Lamar,State House,8,R,Tate,Looxahoma,34
Cedric 'Bam Bam' Burnett,State House,9,D,Tate,Looxahoma,x
Lataisha Jackson,State House,11,D,Tate,Looxahoma,315
Jim Hood,Governor,,D,Tate,Palestine,47
Tate Reeves,Governor,,R,Tate,Palestine,154
Bob Hickingbottom,Governor,,C,Tate,Palestine,0
David R Singletary,Governor,,IND,Tate,Palestine,3
Delbert Hosemann,Lieutenant Governor,,R,Tate,Palestine,182
Jay Hughes,Lieutenant Governor,,D,Tate,Palestine,19
Johnny DuPree,Secretary of State,,D,Tate,Palestine,27
Michael Watson,Secretary of State,,R,Tate,Palestine,170
Jennifer Riley Collins,Attorney General,,D,Tate,Palestine,29
Lynn Fitch,Attorney General,,R,Tate,Palestine,172
Shad White,State Auditor,,R,Tate,Palestine,178
Addie Lee Green,State Treasurer,,D,Tate,Palestine,23
David McRae,State Treasurer,,R,Tate,Palestine,175
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tate,Palestine,30
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tate,Palestine,172
Andre R De'Berry,State Senate,10,D,Tate,Palestine,16
Neil S Whaley,State Senate,10,R,Tate,Palestine,184
John Faulkner,State House,5,D,Tate,Palestine,x
Trey Lamar,State House,8,R,Tate,Palestine,183
Cedric 'Bam Bam' Burnett,State House,9,D,Tate,Palestine,x
Lataisha Jackson,State House,11,D,Tate,Palestine,x
Jim Hood,Governor,,D,Tate,Poagville 4,125
Tate Reeves,Governor,,R,Tate,Poagville 4,393
Bob Hickingbottom,Governor,,C,Tate,Poagville 4,0
David R Singletary,Governor,,IND,Tate,Poagville 4,2
Delbert Hosemann,Lieutenant Governor,,R,Tate,Poagville 4,420
Jay Hughes,Lieutenant Governor,,D,Tate,Poagville 4,92
Johnny DuPree,Secretary of State,,D,Tate,Poagville 4,91
Michael Watson,Secretary of State,,R,Tate,Poagville 4,411
Jennifer Riley Collins,Attorney General,,D,Tate,Poagville 4,100
Lynn Fitch,Attorney General,,R,Tate,Poagville 4,411
Shad White,State Auditor,,R,Tate,Poagville 4,444
Addie Lee Green,State Treasurer,,D,Tate,Poagville 4,85
David McRae,State Treasurer,,R,Tate,Poagville 4,426
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tate,Poagville 4,96
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tate,Poagville 4,413
Andre R De'Berry,State Senate,10,D,Tate,Poagville 4,94
Neil S Whaley,State Senate,10,R,Tate,Poagville 4,419
John Faulkner,State House,5,D,Tate,Poagville 4,x
Trey Lamar,State House,8,R,Tate,Poagville 4,456
Cedric 'Bam Bam' Burnett,State House,9,D,Tate,Poagville 4,x
Lataisha Jackson,State House,11,D,Tate,Poagville 4,x
Jim Hood,Governor,,D,Tate,Poagville 5,76
Tate Reeves,Governor,,R,Tate,Poagville 5,102
Bob Hickingbottom,Governor,,C,Tate,Poagville 5,1
