candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Sunflower,11-Inverness,234
Tate Reeves,Governor,,R,Sunflower,11-Inverness,273
Bob Hickingbottom,Governor,,C,Sunflower,11-Inverness,1
David R Singletary,Governor,,IND,Sunflower,11-Inverness,2
Delbert Hosemann,Lieutenant Governor,,R,Sunflower,11-Inverness,299
Jay Hughes,Lieutenant Governor,,D,Sunflower,11-Inverness,203
Johnny DuPree,Secretary of State,,D,Sunflower,11-Inverness,207
Michael Watson,Secretary of State,,R,Sunflower,11-Inverness,297
Jennifer Riley Collins,Attorney General,,D,Sunflower,11-Inverness,207
Lynn Fitch,Attorney General,,R,Sunflower,11-Inverness,304
Shad White,State Auditor,,R,Sunflower,11-Inverness,401
Addie Lee Green,State Treasurer,,D,Sunflower,11-Inverness,199
David McRae,State Treasurer,,R,Sunflower,11-Inverness,306
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Sunflower,11-Inverness,207
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Sunflower,11-Inverness,301
B C Hammond,State Senate,13,R,Sunflower,11-Inverness,X
Sarita M Simmons,State Senate,13,D,Sunflower,11-Inverness,X
Hayes Dent,State Senate,22,R,Sunflower,11-Inverness,304
Joseph C Thomas Sr.,State Senate,22,D,Sunflower,11-Inverness,201
Abe Marshall Hudson Jr.,State House,29,D,Sunflower,11-Inverness,X
Tracey T Rosebud,State House,30,D,Sunflower,11-Inverness,X
Otis L Anthony,State House,31,D,Sunflower,11-Inverness,427
Jim Hood,Governor,,D,Sunflower,12-Moorhead,437
Tate Reeves,Governor,,R,Sunflower,12-Moorhead,67
Bob Hickingbottom,Governor,,C,Sunflower,12-Moorhead,2
David R Singletary,Governor,,IND,Sunflower,12-Moorhead,5
Delbert Hosemann,Lieutenant Governor,,R,Sunflower,12-Moorhead,93
Jay Hughes,Lieutenant Governor,,D,Sunflower,12-Moorhead,399
Johnny DuPree,Secretary of State,,D,Sunflower,12-Moorhead,413
Michael Watson,Secretary of State,,R,Sunflower,12-Moorhead,83
Jennifer Riley Collins,Attorney General,,D,Sunflower,12-Moorhead,423
Lynn Fitch,Attorney General,,R,Sunflower,12-Moorhead,81
Shad White,State Auditor,,R,Sunflower,12-Moorhead,285
Addie Lee Green,State Treasurer,,D,Sunflower,12-Moorhead,410
David McRae,State Treasurer,,R,Sunflower,12-Moorhead,87
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Sunflower,12-Moorhead,414
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Sunflower,12-Moorhead,82
B C Hammond,State Senate,13,R,Sunflower,12-Moorhead,77
Sarita M Simmons,State Senate,13,D,Sunflower,12-Moorhead,426
Hayes Dent,State Senate,22,R,Sunflower,12-Moorhead,X
Joseph C Thomas Sr.,State Senate,22,D,Sunflower,12-Moorhead,X
Abe Marshall Hudson Jr.,State House,29,D,Sunflower,12-Moorhead,X
Tracey T Rosebud,State House,30,D,Sunflower,12-Moorhead,X
Otis L Anthony,State House,31,D,Sunflower,12-Moorhead,451
Jim Hood,Governor,,D,Sunflower,13-Indianola #1 Southeast,255
Tate Reeves,Governor,,R,Sunflower,13-Indianola #1 Southeast,2
Bob Hickingbottom,Governor,,C,Sunflower,13-Indianola #1 Southeast,1
David R Singletary,Governor,,IND,Sunflower,13-Indianola #1 Southeast,1
Delbert Hosemann,Lieutenant Governor,,R,Sunflower,13-Indianola #1 Southeast,11
Jay Hughes,Lieutenant Governor,,D,Sunflower,13-Indianola #1 Southeast,243
Johnny DuPree,Secretary of State,,D,Sunflower,13-Indianola #1 Southeast,243
Michael Watson,Secretary of State,,R,Sunflower,13-Indianola #1 Southeast,8
Jennifer Riley Collins,Attorney General,,D,Sunflower,13-Indianola #1 Southeast,253
Lynn Fitch,Attorney General,,R,Sunflower,13-Indianola #1 Southeast,5
Shad White,State Auditor,,R,Sunflower,13-Indianola #1 Southeast,144
Addie Lee Green,State Treasurer,,D,Sunflower,13-Indianola #1 Southeast,245
David McRae,State Treasurer,,R,Sunflower,13-Indianola #1 Southeast,9
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Sunflower,13-Indianola #1 Southeast,247
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Sunflower,13-Indianola #1 Southeast,5
B C Hammond,State Senate,13,R,Sunflower,13-Indianola #1 Southeast,2
Sarita M Simmons,State Senate,13,D,Sunflower,13-Indianola #1 Southeast,253
Hayes Dent,State Senate,22,R,Sunflower,13-Indianola #1 Southeast,X
Joseph C Thomas Sr.,State Senate,22,D,Sunflower,13-Indianola #1 Southeast,X
Abe Marshall Hudson Jr.,State House,29,D,Sunflower,13-Indianola #1 Southeast,X
Tracey T Rosebud,State House,30,D,Sunflower,13-Indianola #1 Southeast,X
Otis L Anthony,State House,31,D,Sunflower,13-Indianola #1 Southeast,254
Jim Hood,Governor,,D,Sunflower,21-Indianola #2 West,291
Tate Reeves,Governor,,R,Sunflower,21-Indianola #2 West,111
Bob Hickingbottom,Governor,,C,Sunflower,21-Indianola #2 West,0
David R Singletary,Governor,,IND,Sunflower,21-Indianola #2 West,2
