candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Perry,Arlington 4100,51
Tate Reeves,Governor,,R,Perry,Arlington 4100,198
Bill Waller Jr.,Governor,,R,Perry,Arlington 4100,67
Delbert Hosemann,Lieutenant Governor,,R,Perry,Arlington 4100,237
Shane Quick,Lieutenant Governor,,R,Perry,Arlington 4100,57
Sam Britton,Secretary of State,,R,Perry,Arlington 4100,163
Michael Watson,Secretary of State,,R,Perry,Arlington 4100,141
Mark Baker,Attorney General,,R,Perry,Arlington 4100,96
Lynn Fitch,Attorney General,,R,Perry,Arlington 4100,162
Andy Taggart,Attorney General,,R,Perry,Arlington 4100,53
Shad White,State Auditor,,R,Perry,Arlington 4100,276
Eugene S. 'Buck' Clarke,State Treasurer,,R,Perry,Arlington 4100,127
David McRae,State Treasurer,,R,Perry,Arlington 4100,179
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Perry,Arlington 4100,294
Mike Chaney,Commissioner of Insurance,,R,Perry,Arlington 4100,290
Chris Johnson,State Senate,45,R,Perry,Arlington 4100,278
Matt Brewer,State House,105,R,Perry,Arlington 4100,42
Dale Goodin,State House,105,R,Perry,Arlington 4100,204
Roun S McNeal,State House,105,R,Perry,Arlington 4100,65
Michael Brown,Governor,,D,Perry,Arlington 4100,5
William Bond Compton Jr.,Governor,,D,Perry,Arlington 4100,1
Jim Hood,Governor,,D,Perry,Arlington 4100,29
Robert J. Ray,Governor,,D,Perry,Arlington 4100,0
Robert Shuler Smith,Governor,,D,Perry,Arlington 4100,0
Gregory Wash,Governor,,D,Perry,Arlington 4100,0
Velesha P Williams,Governor,,D,Perry,Arlington 4100,2
Albert Wilson,Governor,,D,Perry,Arlington 4100,1
Jay Hughes,Lieutenant Governor,,D,Perry,Arlington 4100,29
Johnny DuPree,Secretary of State,,D,Perry,Arlington 4100,34
Maryra Hodges Hunt,Secretary of State,,D,Perry,Arlington 4100,5
Jennifer Riley Collins,Attorney General,,D,Perry,Arlington 4100,29
Addie Lee Green,State Treasurer,,D,Perry,Arlington 4100,27
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Perry,Arlington 4100,31
Robert E. Amos,Commissioner of Insurance,,D,Perry,Arlington 4100,29
Matthew Daves,State House,105,D,Perry,Arlington 4100,27
Robert Foster,Governor,,R,Perry,Beaumont District 1 1030,14
Tate Reeves,Governor,,R,Perry,Beaumont District 1 1030,35
Bill Waller Jr.,Governor,,R,Perry,Beaumont District 1 1030,6
Delbert Hosemann,Lieutenant Governor,,R,Perry,Beaumont District 1 1030,46
Shane Quick,Lieutenant Governor,,R,Perry,Beaumont District 1 1030,6
Sam Britton,Secretary of State,,R,Perry,Beaumont District 1 1030,32
Michael Watson,Secretary of State,,R,Perry,Beaumont District 1 1030,23
Mark Baker,Attorney General,,R,Perry,Beaumont District 1 1030,10
Lynn Fitch,Attorney General,,R,Perry,Beaumont District 1 1030,43
Andy Taggart,Attorney General,,R,Perry,Beaumont District 1 1030,3
Shad White,State Auditor,,R,Perry,Beaumont District 1 1030,49
Eugene S. 'Buck' Clarke,State Treasurer,,R,Perry,Beaumont District 1 1030,27
David McRae,State Treasurer,,R,Perry,Beaumont District 1 1030,27
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Perry,Beaumont District 1 1030,51
Mike Chaney,Commissioner of Insurance,,R,Perry,Beaumont District 1 1030,51
Chris Johnson,State Senate,45,R,Perry,Beaumont District 1 1030,51
Matt Brewer,State House,105,R,Perry,Beaumont District 1 1030,11
Dale Goodin,State House,105,R,Perry,Beaumont District 1 1030,31
Roun S McNeal,State House,105,R,Perry,Beaumont District 1 1030,12
Michael Brown,Governor,,D,Perry,Beaumont District 1 1030,27
William Bond Compton Jr.,Governor,,D,Perry,Beaumont District 1 1030,5
Jim Hood,Governor,,D,Perry,Beaumont District 1 1030,125
Robert J. Ray,Governor,,D,Perry,Beaumont District 1 1030,1
Robert Shuler Smith,Governor,,D,Perry,Beaumont District 1 1030,4
Gregory Wash,Governor,,D,Perry,Beaumont District 1 1030,4
Velesha P Williams,Governor,,D,Perry,Beaumont District 1 1030,22
Albert Wilson,Governor,,D,Perry,Beaumont District 1 1030,3
Jay Hughes,Lieutenant Governor,,D,Perry,Beaumont District 1 1030,127
Johnny DuPree,Secretary of State,,D,Perry,Beaumont District 1 1030,184
Maryra Hodges Hunt,Secretary of State,,D,Perry,Beaumont District 1 1030,12
Jennifer Riley Collins,Attorney General,,D,Perry,Beaumont District 1 1030,137
Addie Lee Green,State Treasurer,,D,Perry,Beaumont District 1 1030,132
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Perry,Beaumont District 1 1030,137
Robert E. Amos,Commissioner of Insurance,,D,Perry,Beaumont District 1 1030,143
Matthew Daves,State House,105,D,Perry,Beaumont District 1 1030,131
Robert Foster,Governor,,R,Perry,Beaumont Senior Citizens 5120,21
Tate Reeves,Governor,,R,Perry,Beaumont Senior Citizens 5120,53
Bill Waller Jr.,Governor,,R,Perry,Beaumont Senior Citizens 5120,22
Delbert Hosemann,Lieutenant Governor,,R,Perry,Beaumont Senior Citizens 5120,76
Shane Quick,Lieutenant Governor,,R,Perry,Beaumont Senior Citizens 5120,17
Sam Britton,Secretary of State,,R,Perry,Beaumont Senior Citizens 5120,54
Michael Watson,Secretary of State,,R,Perry,Beaumont Senior Citizens 5120,38
Mark Baker,Attorney General,,R,Perry,Beaumont Senior Citizens 5120,31
Lynn Fitch,Attorney General,,R,Perry,Beaumont Senior Citizens 5120,52
Andy Taggart,Attorney General,,R,Perry,Beaumont Senior Citizens 5120,12
Shad White,State Auditor,,R,Perry,Beaumont Senior Citizens 5120,84
Eugene S. 'Buck' Clarke,State Treasurer,,R,Perry,Beaumont Senior Citizens 5120,35
David McRae,State Treasurer,,R,Perry,Beaumont Senior Citizens 5120,59
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Perry,Beaumont Senior Citizens 5120,88
Mike Chaney,Commissioner of Insurance,,R,Perry,Beaumont Senior Citizens 5120,91
Chris Johnson,State Senate,45,R,Perry,Beaumont Senior Citizens 5120,85
Matt Brewer,State House,105,R,Perry,Beaumont Senior Citizens 5120,24
Dale Goodin,State House,105,R,Perry,Beaumont Senior Citizens 5120,62
Roun S McNeal,State House,105,R,Perry,Beaumont Senior Citizens 5120,11
Michael Brown,Governor,,D,Perry,Beaumont Senior Citizens 5120,2
William Bond Compton Jr.,Governor,,D,Perry,Beaumont Senior Citizens 5120,0
Jim Hood,Governor,,D,Perry,Beaumont Senior Citizens 5120,25
Robert J. Ray,Governor,,D,Perry,Beaumont Senior Citizens 5120,0
Robert Shuler Smith,Governor,,D,Perry,Beaumont Senior Citizens 5120,0
Gregory Wash,Governor,,D,Perry,Beaumont Senior Citizens 5120,2
Velesha P Williams,Governor,,D,Perry,Beaumont Senior Citizens 5120,2
Albert Wilson,Governor,,D,Perry,Beaumont Senior Citizens 5120,0
Jay Hughes,Lieutenant Governor,,D,Perry,Beaumont Senior Citizens 5120,25
Johnny DuPree,Secretary of State,,D,Perry,Beaumont Senior Citizens 5120,24
Maryra Hodges Hunt,Secretary of State,,D,Perry,Beaumont Senior Citizens 5120,6
Jennifer Riley Collins,Attorney General,,D,Perry,Beaumont Senior Citizens 5120,24
Addie Lee Green,State Treasurer,,D,Perry,Beaumont Senior Citizens 5120,23
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Perry,Beaumont Senior Citizens 5120,25
Robert E. Amos,Commissioner of Insurance,,D,Perry,Beaumont Senior Citizens 5120,24
Matthew Daves,State House,105,D,Perry,Beaumont Senior Citizens 5120,23
