candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Tate,Arkabutla,107
Tate Reeves,Governor,,R,Tate,Arkabutla,150
Bill Waller Jr.,Governor,,R,Tate,Arkabutla,26
Delbert Hosemann,Lieutenant Governor,,R,Tate,Arkabutla,141
Shane Quick,Lieutenant Governor,,R,Tate,Arkabutla,74
Sam Britton,Secretary of State,,R,Tate,Arkabutla,118
Michael Watson,Secretary of State,,R,Tate,Arkabutla,116
Mark Baker,Attorney General,,R,Tate,Arkabutla,101
Lynn Fitch,Attorney General,,R,Tate,Arkabutla,102
Andy Taggart,Attorney General,,R,Tate,Arkabutla,41
Shad White,State Auditor,,R,Tate,Arkabutla,213
Eugene S. 'Buck' Clarke,State Treasurer,,R,Tate,Arkabutla,99
David McRae,State Treasurer,,R,Tate,Arkabutla,138
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tate,Arkabutla,221
Mike Chaney,Commissioner of Insurance,,R,Tate,Arkabutla,226
Neil S Whaley,State Senate,10,R,Tate,Arkabutla,220
Michael Brown,Governor,,D,Tate,Arkabutla,28
William Bond Compton Jr.,Governor,,D,Tate,Arkabutla,5
Jim Hood,Governor,,D,Tate,Arkabutla,39
Robert J. Ray,Governor,,D,Tate,Arkabutla,5
Robert Shuler Smith,Governor,,D,Tate,Arkabutla,8
Gregory Wash,Governor,,D,Tate,Arkabutla,1
Velesha P Williams,Governor,,D,Tate,Arkabutla,15
Albert Wilson,Governor,,D,Tate,Arkabutla,3
Jay Hughes,Lieutenant Governor,,D,Tate,Arkabutla,80
Johnny DuPree,Secretary of State,,D,Tate,Arkabutla,50
Maryra Hodges Hunt,Secretary of State,,D,Tate,Arkabutla,37
Jennifer Riley Collins,Attorney General,,D,Tate,Arkabutla,78
Addie Lee Green,State Treasurer,,D,Tate,Arkabutla,76
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tate,Arkabutla,86
Robert E. Amos,Commissioner of Insurance,,D,Tate,Arkabutla,75
Alicia Blanks,State Senate,10,D,Tate,Arkabutla,14
Michael Cathey,State Senate,10,D,Tate,Arkabutla,77
Andre R De'Berry,State Senate,10,D,Tate,Arkabutla,11
Carlton E Smith,State Senate,10,D,Tate,Arkabutla,12
Cedric 'Bam Bam' Burnett,State House,9,D,Tate,Arkabutla,72
Christopher Thomas,State House,9,D,Tate,Arkabutla,23
Robert Foster,Governor,,R,Tate,Coldwater 3,62
Tate Reeves,Governor,,R,Tate,Coldwater 3,57
Bill Waller Jr.,Governor,,R,Tate,Coldwater 3,18
Delbert Hosemann,Lieutenant Governor,,R,Tate,Coldwater 3,85
Shane Quick,Lieutenant Governor,,R,Tate,Coldwater 3,35
Sam Britton,Secretary of State,,R,Tate,Coldwater 3,63
Michael Watson,Secretary of State,,R,Tate,Coldwater 3,58
Mark Baker,Attorney General,,R,Tate,Coldwater 3,59
Lynn Fitch,Attorney General,,R,Tate,Coldwater 3,45
Andy Taggart,Attorney General,,R,Tate,Coldwater 3,24
Shad White,State Auditor,,R,Tate,Coldwater 3,108
Eugene S. 'Buck' Clarke,State Treasurer,,R,Tate,Coldwater 3,50
David McRae,State Treasurer,,R,Tate,Coldwater 3,75
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tate,Coldwater 3,112
Mike Chaney,Commissioner of Insurance,,R,Tate,Coldwater 3,117
Neil S Whaley,State Senate,10,R,Tate,Coldwater 3,111
Trey Lamar,State House,8,R,Tate,Coldwater 3,122
Michael Brown,Governor,,D,Tate,Coldwater 3,141
William Bond Compton Jr.,Governor,,D,Tate,Coldwater 3,17
Jim Hood,Governor,,D,Tate,Coldwater 3,159
Robert J. Ray,Governor,,D,Tate,Coldwater 3,11
Robert Shuler Smith,Governor,,D,Tate,Coldwater 3,28
Gregory Wash,Governor,,D,Tate,Coldwater 3,10
Velesha P Williams,Governor,,D,Tate,Coldwater 3,125
Albert Wilson,Governor,,D,Tate,Coldwater 3,9
Jay Hughes,Lieutenant Governor,,D,Tate,Coldwater 3,399
Johnny DuPree,Secretary of State,,D,Tate,Coldwater 3,317
Maryra Hodges Hunt,Secretary of State,,D,Tate,Coldwater 3,136
Jennifer Riley Collins,Attorney General,,D,Tate,Coldwater 3,405
Addie Lee Green,State Treasurer,,D,Tate,Coldwater 3,393
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tate,Coldwater 3,409
Robert E. Amos,Commissioner of Insurance,,D,Tate,Coldwater 3,397
Alicia Blanks,State Senate,10,D,Tate,Coldwater 3,69
Michael Cathey,State Senate,10,D,Tate,Coldwater 3,309
Andre R De'Berry,State Senate,10,D,Tate,Coldwater 3,75
Carlton E Smith,State Senate,10,D,Tate,Coldwater 3,62
Robert Foster,Governor,,R,Tate,Evansville,19
Tate Reeves,Governor,,R,Tate,Evansville,38
Bill Waller Jr.,Governor,,R,Tate,Evansville,14
Delbert Hosemann,Lieutenant Governor,,R,Tate,Evansville,40
Shane Quick,Lieutenant Governor,,R,Tate,Evansville,12
Sam Britton,Secretary of State,,R,Tate,Evansville,36
Michael Watson,Secretary of State,,R,Tate,Evansville,25
Mark Baker,Attorney General,,R,Tate,Evansville,33
Lynn Fitch,Attorney General,,R,Tate,Evansville,16
Andy Taggart,Attorney General,,R,Tate,Evansville,15
Shad White,State Auditor,,R,Tate,Evansville,49
Eugene S. 'Buck' Clarke,State Treasurer,,R,Tate,Evansville,22
David McRae,State Treasurer,,R,Tate,Evansville,40
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tate,Evansville,62
Mike Chaney,Commissioner of Insurance,,R,Tate,Evansville,59
Neil S Whaley,State Senate,10,R,Tate,Evansville,56
Michael Brown,Governor,,D,Tate,Evansville,4
William Bond Compton Jr.,Governor,,D,Tate,Evansville,1
