candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Panola,Batesville Courthouse,539
Tate Reeves,Governor,,R,Panola,Batesville Courthouse,894
Bob Hickingbottom,Governor,,C,Panola,Batesville Courthouse,5
David R Singletary,Governor,,IND,Panola,Batesville Courthouse,17
Delbert Hosemann,Lieutenant Governor,,R,Panola,Batesville Courthouse,924
Jay Hughes,Lieutenant Governor,,D,Panola,Batesville Courthouse,519
Johnny DuPree,Secretary of State,,D,Panola,Batesville Courthouse,467
Michael Watson,Secretary of State,,R,Panola,Batesville Courthouse,964
Jennifer Riley Collins,Attorney General,,D,Panola,Batesville Courthouse,456
Lynn Fitch,Attorney General,,R,Panola,Batesville Courthouse,983
Shad White,State Auditor,,R,Panola,Batesville Courthouse,1159
Addie Lee Green,State Treasurer,,D,Panola,Batesville Courthouse,411
David McRae,State Treasurer,,R,Panola,Batesville Courthouse,1006
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Panola,Batesville Courthouse,452
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Panola,Batesville Courthouse,968
Nicole Akins Boyd,State Senate,9,R,Panola,Batesville Courthouse,974
Kevin W Frye,State Senate,9,D,Panola,Batesville Courthouse,462
Robert L Jackson,State Senate,11,D,Panola,Batesville Courthouse,X
Clara Davis Dawkins,State Senate,11,IND,Panola,Batesville Courthouse,X
Lydia Graves Chassaniol,State Senate,14,R,Panola,Batesville Courthouse,X
Bobby E Dalley,State House,10,D,Panola,Batesville Courthouse,171
Brady Williamson,State House,10,R,Panola,Batesville Courthouse,470
Josh Hawkins,State House,10,IND,Panola,Batesville Courthouse,506
Lataisha Jackson,State House,11,D,Panola,Batesville Courthouse,274
Jim Hood,Governor,,D,Panola,Blackjack Community Center,248
Tate Reeves,Governor,,R,Panola,Blackjack Community Center,555
Bob Hickingbottom,Governor,,C,Panola,Blackjack Community Center,2
David R Singletary,Governor,,IND,Panola,Blackjack Community Center,15
Delbert Hosemann,Lieutenant Governor,,R,Panola,Blackjack Community Center,549
Jay Hughes,Lieutenant Governor,,D,Panola,Blackjack Community Center,260
Johnny DuPree,Secretary of State,,D,Panola,Blackjack Community Center,241
Michael Watson,Secretary of State,,R,Panola,Blackjack Community Center,564
Jennifer Riley Collins,Attorney General,,D,Panola,Blackjack Community Center,248
Lynn Fitch,Attorney General,,R,Panola,Blackjack Community Center,556
Shad White,State Auditor,,R,Panola,Blackjack Community Center,682
Addie Lee Green,State Treasurer,,D,Panola,Blackjack Community Center,231
David McRae,State Treasurer,,R,Panola,Blackjack Community Center,574
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Panola,Blackjack Community Center,236
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Panola,Blackjack Community Center,566
Nicole Akins Boyd,State Senate,9,R,Panola,Blackjack Community Center,553
Kevin W Frye,State Senate,9,D,Panola,Blackjack Community Center,246
Robert L Jackson,State Senate,11,D,Panola,Blackjack Community Center,X
Clara Davis Dawkins,State Senate,11,IND,Panola,Blackjack Community Center,X
Lydia Graves Chassaniol,State Senate,14,R,Panola,Blackjack Community Center,X
Bobby E Dalley,State House,10,D,Panola,Blackjack Community Center,180
Brady Williamson,State House,10,R,Panola,Blackjack Community Center,418
Josh Hawkins,State House,10,IND,Panola,Blackjack Community Center,208
Lataisha Jackson,State House,11,D,Panola,Blackjack Community Center,X
Jim Hood,Governor,,D,Panola,Cliff Finch Building,118
Tate Reeves,Governor,,R,Panola,Cliff Finch Building,342
Bob Hickingbottom,Governor,,C,Panola,Cliff Finch Building,0
David R Singletary,Governor,,IND,Panola,Cliff Finch Building,4
Delbert Hosemann,Lieutenant Governor,,R,Panola,Cliff Finch Building,378
Jay Hughes,Lieutenant Governor,,D,Panola,Cliff Finch Building,84
Johnny DuPree,Secretary of State,,D,Panola,Cliff Finch Building,78
Michael Watson,Secretary of State,,R,Panola,Cliff Finch Building,379
Jennifer Riley Collins,Attorney General,,D,Panola,Cliff Finch Building,78
Lynn Fitch,Attorney General,,R,Panola,Cliff Finch Building,381
Shad White,State Auditor,,R,Panola,Cliff Finch Building,398
Addie Lee Green,State Treasurer,,D,Panola,Cliff Finch Building,64
David McRae,State Treasurer,,R,Panola,Cliff Finch Building,392
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Panola,Cliff Finch Building,70
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Panola,Cliff Finch Building,384
Nicole Akins Boyd,State Senate,9,R,Panola,Cliff Finch Building,371
Kevin W Frye,State Senate,9,D,Panola,Cliff Finch Building,87
Robert L Jackson,State Senate,11,D,Panola,Cliff Finch Building,X
Clara Davis Dawkins,State Senate,11,IND,Panola,Cliff Finch Building,X
Lydia Graves Chassaniol,State Senate,14,R,Panola,Cliff Finch Building,X
Bobby E Dalley,State House,10,D,Panola,Cliff Finch Building,X
Brady Williamson,State House,10,R,Panola,Cliff Finch Building,X
Josh Hawkins,State House,10,IND,Panola,Cliff Finch Building,X
Lataisha Jackson,State House,11,D,Panola,Cliff Finch Building,292
Jim Hood,Governor,,D,Panola,Como Library,567
Tate Reeves,Governor,,R,Panola,Como Library,257
Bob Hickingbottom,Governor,,C,Panola,Como Library,7
David R Singletary,Governor,,IND,Panola,Como Library,7
Delbert Hosemann,Lieutenant Governor,,R,Panola,Como Library,284
Jay Hughes,Lieutenant Governor,,D,Panola,Como Library,539
Johnny DuPree,Secretary of State,,D,Panola,Como Library,539
Michael Watson,Secretary of State,,R,Panola,Como Library,284
Jennifer Riley Collins,Attorney General,,D,Panola,Como Library,548
Lynn Fitch,Attorney General,,R,Panola,Como Library,267
Shad White,State Auditor,,R,Panola,Como Library,459
Addie Lee Green,State Treasurer,,D,Panola,Como Library,544
David McRae,State Treasurer,,R,Panola,Como Library,276
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Panola,Como Library,543
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Panola,Como Library,275
Nicole Akins Boyd,State Senate,9,R,Panola,Como Library,X
Kevin W Frye,State Senate,9,D,Panola,Como Library,X
Robert L Jackson,State Senate,11,D,Panola,Como Library,577
Clara Davis Dawkins,State Senate,11,IND,Panola,Como Library,192
Lydia Graves Chassaniol,State Senate,14,R,Panola,Como Library,X
Bobby E Dalley,State House,10,D,Panola,Como Library,X
Brady Williamson,State House,10,R,Panola,Como Library,X
Josh Hawkins,State House,10,IND,Panola,Como Library,X
Lataisha Jackson,State House,11,D,Panola,Como Library,668
Jim Hood,Governor,,D,Panola,Courtland Baptist Church,620
Tate Reeves,Governor,,R,Panola,Courtland Baptist Church,249
Bob Hickingbottom,Governor,,C,Panola,Courtland Baptist Church,4
David R Singletary,Governor,,IND,Panola,Courtland Baptist Church,12
Delbert Hosemann,Lieutenant Governor,,R,Panola,Courtland Baptist Church,267
Jay Hughes,Lieutenant Governor,,D,Panola,Courtland Baptist Church,606
Johnny DuPree,Secretary of State,,D,Panola,Courtland Baptist Church,602
Michael Watson,Secretary of State,,R,Panola,Courtland Baptist Church,270
Jennifer Riley Collins,Attorney General,,D,Panola,Courtland Baptist Church,606
Lynn Fitch,Attorney General,,R,Panola,Courtland Baptist Church,259
Shad White,State Auditor,,R,Panola,Courtland Baptist Church,522
Addie Lee Green,State Treasurer,,D,Panola,Courtland Baptist Church,593
David McRae,State Treasurer,,R,Panola,Courtland Baptist Church,275
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Panola,Courtland Baptist Church,606
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Panola,Courtland Baptist Church,263
Nicole Akins Boyd,State Senate,9,R,Panola,Courtland Baptist Church,X
Kevin W Frye,State Senate,9,D,Panola,Courtland Baptist Church,X
Robert L Jackson,State Senate,11,D,Panola,Courtland Baptist Church,629
Clara Davis Dawkins,State Senate,11,IND,Panola,Courtland Baptist Church,215
Lydia Graves Chassaniol,State Senate,14,R,Panola,Courtland Baptist Church,X
Bobby E Dalley,State House,10,D,Panola,Courtland Baptist Church,X
Brady Williamson,State House,10,R,Panola,Courtland Baptist Church,X
Josh Hawkins,State House,10,IND,Panola,Courtland Baptist Church,X
Lataisha Jackson,State House,11,D,Panola,Courtland Baptist Church,783
Jim Hood,Governor,,D,Panola,Crenshaw Old City Hall,156
Tate Reeves,Governor,,R,Panola,Crenshaw Old City Hall,83
Bob Hickingbottom,Governor,,C,Panola,Crenshaw Old City Hall,1
David R Singletary,Governor,,IND,Panola,Crenshaw Old City Hall,3
Delbert Hosemann,Lieutenant Governor,,R,Panola,Crenshaw Old City Hall,87
Jay Hughes,Lieutenant Governor,,D,Panola,Crenshaw Old City Hall,152
Johnny DuPree,Secretary of State,,D,Panola,Crenshaw Old City Hall,153
Michael Watson,Secretary of State,,R,Panola,Crenshaw Old City Hall,85
Jennifer Riley Collins,Attorney General,,D,Panola,Crenshaw Old City Hall,156
Lynn Fitch,Attorney General,,R,Panola,Crenshaw Old City Hall,83
Shad White,State Auditor,,R,Panola,Crenshaw Old City Hall,146
Addie Lee Green,State Treasurer,,D,Panola,Crenshaw Old City Hall,148
David McRae,State Treasurer,,R,Panola,Crenshaw Old City Hall,90
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Panola,Crenshaw Old City Hall,148
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Panola,Crenshaw Old City Hall,90
Nicole Akins Boyd,State Senate,9,R,Panola,Crenshaw Old City Hall,X
Kevin W Frye,State Senate,9,D,Panola,Crenshaw Old City Hall,X
Robert L Jackson,State Senate,11,D,Panola,Crenshaw Old City Hall,151
Clara Davis Dawkins,State Senate,11,IND,Panola,Crenshaw Old City Hall,80
Lydia Graves Chassaniol,State Senate,14,R,Panola,Crenshaw Old City Hall,X
Bobby E Dalley,State House,10,D,Panola,Crenshaw Old City Hall,X
Brady Williamson,State House,10,R,Panola,Crenshaw Old City Hall,X
Josh Hawkins,State House,10,IND,Panola,Crenshaw Old City Hall,X
Lataisha Jackson,State House,11,D,Panola,Crenshaw Old City Hall,196
Jim Hood,Governor,,D,Panola,Crowder Wastewater Treatment Building,115
