candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Hancock,Arlington,25
Tate Reeves,Governor,,R,Hancock,Arlington,96
Bill Waller Jr.,Governor,,R,Hancock,Arlington,39
Delbert Hosemann,Lieutenant Governor,,R,Hancock,Arlington,114
Shane Quick,Lieutenant Governor,,R,Hancock,Arlington,32
Sam Britton,Secretary of State,,R,Hancock,Arlington,66
Michael Watson,Secretary of State,,R,Hancock,Arlington,85
Mark Baker,Attorney General,,R,Hancock,Arlington,39
Lynn Fitch,Attorney General,,R,Hancock,Arlington,75
Andy Taggart,Attorney General,,R,Hancock,Arlington,38
Shad White,State Auditor,,R,Hancock,Arlington,133
Eugene S. 'Buck' Clarke,State Treasurer,,R,Hancock,Arlington,61
David McRae,State Treasurer,,R,Hancock,Arlington,84
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Hancock,Arlington,137
Mike Chaney,Commissioner of Insurance,,R,Hancock,Arlington,139
Blaine LaFontaine,State Senate,46,R,Hancock,Arlington,112
Philip Moran,State Senate,46,R,Hancock,Arlington,51
Timmy Ladner,State House,93,R,Hancock,Arlington,X
Robert Dambrino,State House,95,R,Hancock,Arlington,X
Nancy Depreo,State House,95,R,Hancock,Arlington,X
Jay McKnight,State House,95,R,Hancock,Arlington,X
Patricia H Willis,State House,95,R,Hancock,Arlington,X
Brent Anderson,State House,122,R,Hancock,Arlington,141
Michael Brown,Governor,,D,Hancock,Arlington,1
William Bond Compton Jr.,Governor,,D,Hancock,Arlington,1
Jim Hood,Governor,,D,Hancock,Arlington,21
Robert J. Ray,Governor,,D,Hancock,Arlington,1
Robert Shuler Smith,Governor,,D,Hancock,Arlington,0
Gregory Wash,Governor,,D,Hancock,Arlington,0
Velesha P Williams,Governor,,D,Hancock,Arlington,0
Albert Wilson,Governor,,D,Hancock,Arlington,1
Jay Hughes,Lieutenant Governor,,D,Hancock,Arlington,22
Johnny DuPree,Secretary of State,,D,Hancock,Arlington,14
Maryra Hodges Hunt,Secretary of State,,D,Hancock,Arlington,9
Jennifer Riley Collins,Attorney General,,D,Hancock,Arlington,22
Addie Lee Green,State Treasurer,,D,Hancock,Arlington,21
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Hancock,Arlington,21
Robert E. Amos,Commissioner of Insurance,,D,Hancock,Arlington,20
Wendy McDonald,State House,122,D,Hancock,Arlington,22
Robert Foster,Governor,,R,Hancock,Bayou Phillip,10
Tate Reeves,Governor,,R,Hancock,Bayou Phillip,54
Bill Waller Jr.,Governor,,R,Hancock,Bayou Phillip,19
Delbert Hosemann,Lieutenant Governor,,R,Hancock,Bayou Phillip,62
Shane Quick,Lieutenant Governor,,R,Hancock,Bayou Phillip,11
Sam Britton,Secretary of State,,R,Hancock,Bayou Phillip,30
Michael Watson,Secretary of State,,R,Hancock,Bayou Phillip,42
Mark Baker,Attorney General,,R,Hancock,Bayou Phillip,27
Lynn Fitch,Attorney General,,R,Hancock,Bayou Phillip,37
