candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Wayne,Beat Four,89
Tate Reeves,Governor,,R,Wayne,Beat Four,363
Bob Hickingbottom,Governor,,C,Wayne,Beat Four,3
David R Singletary,Governor,,IND,Wayne,Beat Four,2
Delbert Hosemann,Lieutenant Governor,,R,Wayne,Beat Four,372
Jay Hughes,Lieutenant Governor,,D,Wayne,Beat Four,84
Johnny DuPree,Secretary of State,,D,Wayne,Beat Four,73
Michael Watson,Secretary of State,,R,Wayne,Beat Four,378
Jennifer Riley Collins,Attorney General,,D,Wayne,Beat Four,68
Lynn Fitch,Attorney General,,R,Wayne,Beat Four,385
Shad White,State Auditor,,R,Wayne,Beat Four,430
Addie Lee Green,State Treasurer,,D,Wayne,Beat Four,64
David McRae,State Treasurer,,R,Wayne,Beat Four,390
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wayne,Beat Four,74
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wayne,Beat Four,380
Dennis Debar Jr.,State Senate,43,R,Wayne,Beat Four,433
Shane Barnett,State House,86,R,Wayne,Beat Four,434
Jim Hood,Governor,,D,Wayne,Big Rock,63
Tate Reeves,Governor,,R,Wayne,Big Rock,54
Bob Hickingbottom,Governor,,C,Wayne,Big Rock,1
David R Singletary,Governor,,IND,Wayne,Big Rock,0
Delbert Hosemann,Lieutenant Governor,,R,Wayne,Big Rock,60
Jay Hughes,Lieutenant Governor,,D,Wayne,Big Rock,55
Johnny DuPree,Secretary of State,,D,Wayne,Big Rock,57
Michael Watson,Secretary of State,,R,Wayne,Big Rock,58
Jennifer Riley Collins,Attorney General,,D,Wayne,Big Rock,60
Lynn Fitch,Attorney General,,R,Wayne,Big Rock,57
Shad White,State Auditor,,R,Wayne,Big Rock,86
Addie Lee Green,State Treasurer,,D,Wayne,Big Rock,54
David McRae,State Treasurer,,R,Wayne,Big Rock,63
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wayne,Big Rock,58
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wayne,Big Rock,57
Dennis Debar Jr.,State Senate,43,R,Wayne,Big Rock,87
Shane Barnett,State House,86,R,Wayne,Big Rock,92
Jim Hood,Governor,,D,Wayne,Buckatunna,212
Tate Reeves,Governor,,R,Wayne,Buckatunna,150
Bob Hickingbottom,Governor,,C,Wayne,Buckatunna,0
David R Singletary,Governor,,IND,Wayne,Buckatunna,1
Delbert Hosemann,Lieutenant Governor,,R,Wayne,Buckatunna,172
Jay Hughes,Lieutenant Governor,,D,Wayne,Buckatunna,181
Johnny DuPree,Secretary of State,,D,Wayne,Buckatunna,204
Michael Watson,Secretary of State,,R,Wayne,Buckatunna,155
Jennifer Riley Collins,Attorney General,,D,Wayne,Buckatunna,192
Lynn Fitch,Attorney General,,R,Wayne,Buckatunna,163
Shad White,State Auditor,,R,Wayne,Buckatunna,250
Addie Lee Green,State Treasurer,,D,Wayne,Buckatunna,187
David McRae,State Treasurer,,R,Wayne,Buckatunna,169
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wayne,Buckatunna,198
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wayne,Buckatunna,152
Dennis Debar Jr.,State Senate,43,R,Wayne,Buckatunna,248
Shane Barnett,State House,86,R,Wayne,Buckatunna,256
Jim Hood,Governor,,D,Wayne,Chapparal/Diamond,189
Tate Reeves,Governor,,R,Wayne,Chapparal/Diamond,51
Bob Hickingbottom,Governor,,C,Wayne,Chapparal/Diamond,1
David R Singletary,Governor,,IND,Wayne,Chapparal/Diamond,4
Delbert Hosemann,Lieutenant Governor,,R,Wayne,Chapparal/Diamond,56
Jay Hughes,Lieutenant Governor,,D,Wayne,Chapparal/Diamond,183
Johnny DuPree,Secretary of State,,D,Wayne,Chapparal/Diamond,182
Michael Watson,Secretary of State,,R,Wayne,Chapparal/Diamond,59
Jennifer Riley Collins,Attorney General,,D,Wayne,Chapparal/Diamond,182
Lynn Fitch,Attorney General,,R,Wayne,Chapparal/Diamond,61
Shad White,State Auditor,,R,Wayne,Chapparal/Diamond,142
Addie Lee Green,State Treasurer,,D,Wayne,Chapparal/Diamond,176
David McRae,State Treasurer,,R,Wayne,Chapparal/Diamond,64
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wayne,Chapparal/Diamond,186
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wayne,Chapparal/Diamond,55
Dennis Debar Jr.,State Senate,43,R,Wayne,Chapparal/Diamond,141
Shane Barnett,State House,86,R,Wayne,Chapparal/Diamond,145
Jim Hood,Governor,,D,Wayne,Chicora,50
Tate Reeves,Governor,,R,Wayne,Chicora,131
Bob Hickingbottom,Governor,,C,Wayne,Chicora,0
David R Singletary,Governor,,IND,Wayne,Chicora,4
Delbert Hosemann,Lieutenant Governor,,R,Wayne,Chicora,136
Jay Hughes,Lieutenant Governor,,D,Wayne,Chicora,46
Johnny DuPree,Secretary of State,,D,Wayne,Chicora,41
Michael Watson,Secretary of State,,R,Wayne,Chicora,139
Jennifer Riley Collins,Attorney General,,D,Wayne,Chicora,43
Lynn Fitch,Attorney General,,R,Wayne,Chicora,140
Shad White,State Auditor,,R,Wayne,Chicora,161
Addie Lee Green,State Treasurer,,D,Wayne,Chicora,38
David McRae,State Treasurer,,R,Wayne,Chicora,144
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Wayne,Chicora,45
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Wayne,Chicora,136
Dennis Debar Jr.,State Senate,43,R,Wayne,Chicora,165
Shane Barnett,State House,86,R,Wayne,Chicora,165
Jim Hood,Governor,,D,Wayne,Clara,120
Tate Reeves,Governor,,R,Wayne,Clara,820
Bob Hickingbottom,Governor,,C,Wayne,Clara,1
David R Singletary,Governor,,IND,Wayne,Clara,10
Delbert Hosemann,Lieutenant Governor,,R,Wayne,Clara,878
Jay Hughes,Lieutenant Governor,,D,Wayne,Clara,62
Johnny DuPree,Secretary of State,,D,Wayne,Clara,86
Michael Watson,Secretary of State,,R,Wayne,Clara,849
Jennifer Riley Collins,Attorney General,,D,Wayne,Clara,58
Lynn Fitch,Attorney General,,R,Wayne,Clara,886
Shad White,State Auditor,,R,Wayne,Clara,905
Addie Lee Green,State Treasurer,,D,Wayne,Clara,30
David McRae,State Treasurer,,R,Wayne,Clara,905
