candidate,office,district,party,county,precinct,votes
Mark Baker,Attorney General,,R,Tunica,Banks/Hambrick,0
Lynn Fitch,Attorney General,,R,Tunica,Banks/Hambrick,1
Andy Taggart,Attorney General,,R,Tunica,Banks/Hambrick,0
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tunica,Banks/Hambrick,0
Mike Chaney,Commissioner of Insurance,,R,Tunica,Banks/Hambrick,1
Robert Foster,Governor,,R,Tunica,Banks/Hambrick,0
Tate Reeves,Governor,,R,Tunica,Banks/Hambrick,1
Bill Waller Jr.,Governor,,R,Tunica,Banks/Hambrick,0
Delbert Hosemann,Lieutenant Governor,,R,Tunica,Banks/Hambrick,1
Shane Quick,Lieutenant Governor,,R,Tunica,Banks/Hambrick,0
Sam Britton,Secretary of State,,R,Tunica,Banks/Hambrick,1
Michael Watson,Secretary of State,,R,Tunica,Banks/Hambrick,0
Shad White,State Auditor,,R,Tunica,Banks/Hambrick,1
Eugene S. 'Buck' Clarke,State Treasurer,,R,Tunica,Banks/Hambrick,0
David McRae,State Treasurer,,R,Tunica,Banks/Hambrick,1
Jennifer Riley Collins,Attorney General,,D,Tunica,Banks/Hambrick,98
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Tunica,Banks/Hambrick,96
Robert E. Amos,Commissioner of Insurance,,D,Tunica,Banks/Hambrick,92
Michael Brown,Governor,,D,Tunica,Banks/Hambrick,36
William Bond Compton Jr.,Governor,,D,Tunica,Banks/Hambrick,9
Jim Hood,Governor,,D,Tunica,Banks/Hambrick,53
Robert J. Ray,Governor,,D,Tunica,Banks/Hambrick,5
Robert Shuler Smith,Governor,,D,Tunica,Banks/Hambrick,3
Gregory Wash,Governor,,D,Tunica,Banks/Hambrick,4
Velesha P Williams,Governor,,D,Tunica,Banks/Hambrick,17
Albert Wilson,Governor,,D,Tunica,Banks/Hambrick,1
Jay Hughes,Lieutenant Governor,,D,Tunica,Banks/Hambrick,106
Johnny DuPree,Secretary of State,,D,Tunica,Banks/Hambrick,74
Maryra Hodges Hunt,Secretary of State,,D,Tunica,Banks/Hambrick,40
Addie Lee Green,State Treasurer,,D,Tunica,Banks/Hambrick,93
Robert L Jackson,State Senate,11,D,Tunica,Banks/Hambrick,89
Kimberlyn Seals,State Senate,11,D,Tunica,Banks/Hambrick,43
Cedric 'Bam Bam' Burnett,State House,9,D,Tunica,Banks/Hambrick,90
Christopher Thomas,State House,9,D,Tunica,Banks/Hambrick,43
Mark Baker,Attorney General,,R,Tunica,Mhoon Landing,5
Lynn Fitch,Attorney General,,R,Tunica,Mhoon Landing,5
Andy Taggart,Attorney General,,R,Tunica,Mhoon Landing,3
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Tunica,Mhoon Landing,14
