candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Panola,Batesville Courthouse,62
Tate Reeves,Governor,,R,Panola,Batesville Courthouse,155
Bill Waller Jr.,Governor,,R,Panola,Batesville Courthouse,104
Delbert Hosemann,Lieutenant Governor,,R,Panola,Batesville Courthouse,238
Shane Quick,Lieutenant Governor,,R,Panola,Batesville Courthouse,68
Sam Britton,Secretary of State,,R,Panola,Batesville Courthouse,140
Michael Watson,Secretary of State,,R,Panola,Batesville Courthouse,144
Mark Baker,Attorney General,,R,Panola,Batesville Courthouse,93
Lynn Fitch,Attorney General,,R,Panola,Batesville Courthouse,99
Andy Taggart,Attorney General,,R,Panola,Batesville Courthouse,105
Shad White,State Auditor,,R,Panola,Batesville Courthouse,264
Eugene S. 'Buck' Clarke,State Treasurer,,R,Panola,Batesville Courthouse,99
David McRae,State Treasurer,,R,Panola,Batesville Courthouse,199
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Panola,Batesville Courthouse,271
Mike Chaney,Commissioner of Insurance,,R,Panola,Batesville Courthouse,272
Nicole Alkins Boyd,State Senate,9,R,Panola,Batesville Courthouse,274
Lydia Graves Chassaniol,State Senate,14,R,Panola,Batesville Courthouse,
Robert 'Robby' Gray Jr.,State House,10,R,Panola,Batesville Courthouse,73
Kelly Morris,State House,10,R,Panola,Batesville Courthouse,133
Brady Williamson,State House,10,R,Panola,Batesville Courthouse,36
Michael Brown,Governor,,D,Panola,Batesville Courthouse,49
William Bond Compton Jr.,Governor,,D,Panola,Batesville Courthouse,7
Jim Hood,Governor,,D,Panola,Batesville Courthouse,338
Robert J. Ray,Governor,,D,Panola,Batesville Courthouse,14
Robert Shuler Smith,Governor,,D,Panola,Batesville Courthouse,23
Gregory Wash,Governor,,D,Panola,Batesville Courthouse,10
Velesha P Williams,Governor,,D,Panola,Batesville Courthouse,45
Albert Wilson,Governor,,D,Panola,Batesville Courthouse,18
Jay Hughes,Lieutenant Governor,,D,Panola,Batesville Courthouse,406
Johnny DuPree,Secretary of State,,D,Panola,Batesville Courthouse,285
Maryra Hodges Hunt,Secretary of State,,D,Panola,Batesville Courthouse,175
Jennifer Riley Collins,Attorney General,,D,Panola,Batesville Courthouse,386
Addie Lee Green,State Treasurer,,D,Panola,Batesville Courthouse,379
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Panola,Batesville Courthouse,389
Robert E. Amos,Commissioner of Insurance,,D,Panola,Batesville Courthouse,377
Kevin W Frye,State Senate,9,D,Panola,Batesville Courthouse,381
Robert L Jackson,State Senate,11,D,Panola,Batesville Courthouse,
Kimberlyn Seals,State Senate,11,D,Panola,Batesville Courthouse,
Amanda Campbell,State House,10,D,Panola,Batesville Courthouse,139
Bobby E Dailey,State House,10,D,Panola,Batesville Courthouse,52
Nolan Webb,State House,10,D,Panola,Batesville Courthouse,98
Lataisha Jackson,State House,11,D,Panola,Batesville Courthouse,138
Robert Foster,Governor,,R,Panola,Blackjack Community Center,55
Tate Reeves,Governor,,R,Panola,Blackjack Community Center,154
Bill Waller Jr.,Governor,,R,Panola,Blackjack Community Center,61
Delbert Hosemann,Lieutenant Governor,,R,Panola,Blackjack Community Center,188
Shane Quick,Lieutenant Governor,,R,Panola,Blackjack Community Center,61
Sam Britton,Secretary of State,,R,Panola,Blackjack Community Center,107
Michael Watson,Secretary of State,,R,Panola,Blackjack Community Center,132
Mark Baker,Attorney General,,R,Panola,Blackjack Community Center,102
Lynn Fitch,Attorney General,,R,Panola,Blackjack Community Center,88
Andy Taggart,Attorney General,,R,Panola,Blackjack Community Center,63
Shad White,State Auditor,,R,Panola,Blackjack Community Center,236
Eugene S. 'Buck' Clarke,State Treasurer,,R,Panola,Blackjack Community Center,82
David McRae,State Treasurer,,R,Panola,Blackjack Community Center,173
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Panola,Blackjack Community Center,244
Mike Chaney,Commissioner of Insurance,,R,Panola,Blackjack Community Center,243
Nicole Alkins Boyd,State Senate,9,R,Panola,Blackjack Community Center,236
Lydia Graves Chassaniol,State Senate,14,R,Panola,Blackjack Community Center,
Robert 'Robby' Gray Jr.,State House,10,R,Panola,Blackjack Community Center,71
Kelly Morris,State House,10,R,Panola,Blackjack Community Center,99
Brady Williamson,State House,10,R,Panola,Blackjack Community Center,83
Michael Brown,Governor,,D,Panola,Blackjack Community Center,25
William Bond Compton Jr.,Governor,,D,Panola,Blackjack Community Center,3
Jim Hood,Governor,,D,Panola,Blackjack Community Center,117
Robert J. Ray,Governor,,D,Panola,Blackjack Community Center,7
Robert Shuler Smith,Governor,,D,Panola,Blackjack Community Center,4
Gregory Wash,Governor,,D,Panola,Blackjack Community Center,5
Velesha P Williams,Governor,,D,Panola,Blackjack Community Center,16
Albert Wilson,Governor,,D,Panola,Blackjack Community Center,14
Jay Hughes,Lieutenant Governor,,D,Panola,Blackjack Community Center,163
Johnny DuPree,Secretary of State,,D,Panola,Blackjack Community Center,110
