candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Claiborne,County Precinct 1-A,461
Tate Reeves,Governor,,R,Claiborne,County Precinct 1-A,69
Bob Hickingbottom,Governor,,C,Claiborne,County Precinct 1-A,1
David R Singletary,Governor,,IND,Claiborne,County Precinct 1-A,1
Delbert Hosemann,Lieutenant Governor,,R,Claiborne,County Precinct 1-A,144
Jay Hughes,Lieutenant Governor,,D,Claiborne,County Precinct 1-A,369
Johnny DuPree,Secretary of State,,D,Claiborne,County Precinct 1-A,430
Michael Watson,Secretary of State,,R,Claiborne,County Precinct 1-A,92
Jennifer Riley Collins,Attorney General,,D,Claiborne,County Precinct 1-A,441
Lynn Fitch,Attorney General,,R,Claiborne,County Precinct 1-A,83
Shad White,State Auditor,,R,Claiborne,County Precinct 1-A,320
Addie Lee Green,State Treasurer,,D,Claiborne,County Precinct 1-A,438
David McRae,State Treasurer,,R,Claiborne,County Precinct 1-A,86
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Claiborne,County Precinct 1-A,423
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Claiborne,County Precinct 1-A,90
Albert Butler,State Senate,36,D,Claiborne,County Precinct 1-A,498
Gregory L. Holloway Sr.,State House,76,D,Claiborne,County Precinct 1-A,X
Jeffery Harness ,State House,85,D,Claiborne,County Precinct 1-A,492
Jim Hood,Governor,,D,Claiborne,County Precinct 1-B,275
Tate Reeves,Governor,,R,Claiborne,County Precinct 1-B,7
Bob Hickingbottom,Governor,,C,Claiborne,County Precinct 1-B,0
David R Singletary,Governor,,IND,Claiborne,County Precinct 1-B,5
Delbert Hosemann,Lieutenant Governor,,R,Claiborne,County Precinct 1-B,10
Jay Hughes,Lieutenant Governor,,D,Claiborne,County Precinct 1-B,275
Johnny DuPree,Secretary of State,,D,Claiborne,County Precinct 1-B,269
Michael Watson,Secretary of State,,R,Claiborne,County Precinct 1-B,15
Jennifer Riley Collins,Attorney General,,D,Claiborne,County Precinct 1-B,278
Lynn Fitch,Attorney General,,R,Claiborne,County Precinct 1-B,5
Shad White,State Auditor,,R,Claiborne,County Precinct 1-B,182
Addie Lee Green,State Treasurer,,D,Claiborne,County Precinct 1-B,274
David McRae,State Treasurer,,R,Claiborne,County Precinct 1-B,10
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Claiborne,County Precinct 1-B,274
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Claiborne,County Precinct 1-B,10
Albert Butler,State Senate,36,D,Claiborne,County Precinct 1-B,282
Gregory L. Holloway Sr.,State House,76,D,Claiborne,County Precinct 1-B,X
Jeffery Harness ,State House,85,D,Claiborne,County Precinct 1-B,281
Jim Hood,Governor,,D,Claiborne,County Precinct 2-A,340
Tate Reeves,Governor,,R,Claiborne,County Precinct 2-A,66
Bob Hickingbottom,Governor,,C,Claiborne,County Precinct 2-A,0
David R Singletary,Governor,,IND,Claiborne,County Precinct 2-A,1
Delbert Hosemann,Lieutenant Governor,,R,Claiborne,County Precinct 2-A,109
Jay Hughes,Lieutenant Governor,,D,Claiborne,County Precinct 2-A,282
Johnny DuPree,Secretary of State,,D,Claiborne,County Precinct 2-A,315
Michael Watson,Secretary of State,,R,Claiborne,County Precinct 2-A,76
Jennifer Riley Collins,Attorney General,,D,Claiborne,County Precinct 2-A,324
Lynn Fitch,Attorney General,,R,Claiborne,County Precinct 2-A,69
Shad White,State Auditor,,R,Claiborne,County Precinct 2-A,257
Addie Lee Green,State Treasurer,,D,Claiborne,County Precinct 2-A,313
David McRae,State Treasurer,,R,Claiborne,County Precinct 2-A,73
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Claiborne,County Precinct 2-A,307
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Claiborne,County Precinct 2-A,77
Albert Butler,State Senate,36,D,Claiborne,County Precinct 2-A,375
Gregory L. Holloway Sr.,State House,76,D,Claiborne,County Precinct 2-A,X
Jeffery Harness ,State House,85,D,Claiborne,County Precinct 2-A,372
Jim Hood,Governor,,D,Claiborne,County Precinct 2-B,179
Tate Reeves,Governor,,R,Claiborne,County Precinct 2-B,23
Bob Hickingbottom,Governor,,C,Claiborne,County Precinct 2-B,0
David R Singletary,Governor,,IND,Claiborne,County Precinct 2-B,3
Delbert Hosemann,Lieutenant Governor,,R,Claiborne,County Precinct 2-B,43
Jay Hughes,Lieutenant Governor,,D,Claiborne,County Precinct 2-B,157
Johnny DuPree,Secretary of State,,D,Claiborne,County Precinct 2-B,166
Michael Watson,Secretary of State,,R,Claiborne,County Precinct 2-B,32
Jennifer Riley Collins,Attorney General,,D,Claiborne,County Precinct 2-B,169
Lynn Fitch,Attorney General,,R,Claiborne,County Precinct 2-B,30
Shad White,State Auditor,,R,Claiborne,County Precinct 2-B,119
Addie Lee Green,State Treasurer,,D,Claiborne,County Precinct 2-B,172
David McRae,State Treasurer,,R,Claiborne,County Precinct 2-B,25
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Claiborne,County Precinct 2-B,174
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Claiborne,County Precinct 2-B,24
Albert Butler,State Senate,36,D,Claiborne,County Precinct 2-B,191
Gregory L. Holloway Sr.,State House,76,D,Claiborne,County Precinct 2-B,X
Jeffery Harness ,State House,85,D,Claiborne,County Precinct 2-B,184
Jim Hood,Governor,,D,Claiborne,County Precinct 3-A,546
Tate Reeves,Governor,,R,Claiborne,County Precinct 3-A,110
Bob Hickingbottom,Governor,,C,Claiborne,County Precinct 3-A,5
David R Singletary,Governor,,IND,Claiborne,County Precinct 3-A,3
Delbert Hosemann,Lieutenant Governor,,R,Claiborne,County Precinct 3-A,183
Jay Hughes,Lieutenant Governor,,D,Claiborne,County Precinct 3-A,473
Johnny DuPree,Secretary of State,,D,Claiborne,County Precinct 3-A,514
Michael Watson,Secretary of State,,R,Claiborne,County Precinct 3-A,136
Jennifer Riley Collins,Attorney General,,D,Claiborne,County Precinct 3-A,536
Lynn Fitch,Attorney General,,R,Claiborne,County Precinct 3-A,122
Shad White,State Auditor,,R,Claiborne,County Precinct 3-A,429
Addie Lee Green,State Treasurer,,D,Claiborne,County Precinct 3-A,514
David McRae,State Treasurer,,R,Claiborne,County Precinct 3-A,142
