candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Greene,Leakesville,142
Tate Reeves,Governor,,R,Greene,Leakesville,162
Bill Waller Jr.,Governor,,R,Greene,Leakesville,147
Delbert Hosemann,Lieutenant Governor,,R,Greene,Leakesville,310
Shane Quick,Lieutenant Governor,,R,Greene,Leakesville,99
Sam Britton,Secretary of State,,R,Greene,Leakesville,219
Michael Watson,Secretary of State,,R,Greene,Leakesville,208
Mark Baker,Attorney General,,R,Greene,Leakesville,169
Lynn Fitch,Attorney General,,R,Greene,Leakesville,154
Andy Taggart,Attorney General,,R,Greene,Leakesville,108
Shad White,State Auditor,,R,Greene,Leakesville,393
Eugene S. 'Buck' Clarke,State Treasurer,,R,Greene,Leakesville,214
David McRae,State Treasurer,,R,Greene,Leakesville,208
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Greene,Leakesville,403
Mike Chaney,Commissioner of Insurance,,R,Greene,Leakesville,400
Dennis DeBar Jr.,State Senate,43,R,Greene,Leakesville,404
Matt Brewer,State House,105,R,Greene,Leakesville,39
Dale Goodin,State House,105,R,Greene,Leakesville,140
Roun S McNeal,State House,105,R,Greene,Leakesville,276
Michael Brown,Governor,,D,Greene,Leakesville,13
William Bond Compton Jr.,Governor,,D,Greene,Leakesville,2
Jim Hood,Governor,,D,Greene,Leakesville,98
Robert J. Ray,Governor,,D,Greene,Leakesville,7
Robert Shuler Smith,Governor,,D,Greene,Leakesville,5
Gregory Wash,Governor,,D,Greene,Leakesville,5
Velesha P Williams,Governor,,D,Greene,Leakesville,4
Albert Wilson,Governor,,D,Greene,Leakesville,5
Jay Hughes,Lieutenant Governor,,D,Greene,Leakesville,127
Johnny DuPree,Secretary of State,,D,Greene,Leakesville,79
Maryra Hodges Hunt,Secretary of State,,D,Greene,Leakesville,60
Jennifer Riley Collins,Attorney General,,D,Greene,Leakesville,125
Addie Lee Green,State Treasurer,,D,Greene,Leakesville,123
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Greene,Leakesville,125
Robert E. Amos,Commissioner of Insurance,,D,Greene,Leakesville,129
Matthew Daves,State House,105,D,Greene,Leakesville,130
