candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Amite ,Amite River,128
Tate Reeves,Governor,,R,Amite ,Amite River,92
Bob Hickingbottom,Governor,,C,Amite ,Amite River,2
David R Singletary,Governor,,IND,Amite ,Amite River,2
Delbert Hosemann,Lieutenant Governor,,R,Amite ,Amite River,91
Jay Hughes,Lieutenant Governor,,D,Amite ,Amite River,126
Johnny DuPree,Secretary of State,,D,Amite ,Amite River,121
Michael Watson,Secretary of State,,R,Amite ,Amite River,97
Jennifer Riley Collins,Attorney General,,D,Amite ,Amite River,128
Lynn Fitch,Attorney General,,R,Amite ,Amite River,94
Shad White,State Auditor,,R,Amite ,Amite River,148
Addie Lee Green,State Treasurer,,D,Amite ,Amite River,126
David McRae,State Treasurer,,R,Amite ,Amite River,95
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Amite ,Amite River,126
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Amite ,Amite River,94
William E Godfrey,State Senate,37,D,Amite ,Amite River,0
Melanie Sojourner,State Senate,37,R,Amite ,Amite River,0
Tammy Witherspoon,State Senate,38,D,Amite ,Amite River,173
Aisha A Sanders,State House,96,D,Amite ,Amite River,96
Angela Cockerham,State House,96,IND,Amite ,Amite River,119
Sam C Mims V,State House,97,R,Amite ,Amite River,X
Ben Thompson,State House,97,D,Amite ,Amite River,X
Jim Hood,Governor,,D,Amite ,Ariel,189
Tate Reeves,Governor,,R,Amite ,Ariel,39
Bob Hickingbottom,Governor,,C,Amite ,Ariel,1
David R Singletary,Governor,,IND,Amite ,Ariel,1
Delbert Hosemann,Lieutenant Governor,,R,Amite ,Ariel,55
Jay Hughes,Lieutenant Governor,,D,Amite ,Ariel,171
Johnny DuPree,Secretary of State,,D,Amite ,Ariel,184
Michael Watson,Secretary of State,,R,Amite ,Ariel,44
Jennifer Riley Collins,Attorney General,,D,Amite ,Ariel,184
Lynn Fitch,Attorney General,,R,Amite ,Ariel,46
Shad White,State Auditor,,R,Amite ,Ariel,129
Addie Lee Green,State Treasurer,,D,Amite ,Ariel,181
David McRae,State Treasurer,,R,Amite ,Ariel,47
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Amite ,Ariel,185
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Amite ,Ariel,44
William E Godfrey,State Senate,37,D,Amite ,Ariel,X
Melanie Sojourner,State Senate,37,R,Amite ,Ariel,X
Tammy Witherspoon,State Senate,38,D,Amite ,Ariel,211
Aisha A Sanders,State House,96,D,Amite ,Ariel,24
Angela Cockerham,State House,96,IND,Amite ,Ariel,102
Sam C Mims V,State House,97,R,Amite ,Ariel,X
Ben Thompson,State House,97,D,Amite ,Ariel,X
Jim Hood,Governor,,D,Amite ,Berwick ,172
