candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,George,Rocky Creek,72
Tate Reeves,Governor,,R,George,Rocky Creek,522
Bob Hickingbottom,Governor,,C,George,Rocky Creek,1
David R Singletary,Governor,,IND,George,Rocky Creek,6
Delbert Hosemann,Lieutenant Governor,,R,George,Rocky Creek,526
Jay Hughes,Lieutenant Governor,,D,George,Rocky Creek,67
Johnny DuPree,Secretary of State,,D,George,Rocky Creek,55
Michael Watson,Secretary of State,,R,George,Rocky Creek,543
Jennifer Riley Collins,Attorney General,,D,George,Rocky Creek,41
Lynn Fitch,Attorney General,,R,George,Rocky Creek,555
Shad White,State Auditor,,R,George,Rocky Creek,573
Addie Lee Green,State Treasurer,,D,George,Rocky Creek,35
David McRae,State Treasurer,,R,George,Rocky Creek,562
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,George,Rocky Creek,43
Andy Gipson,Commissioner of Agriculture & Commerce,,R,George,Rocky Creek,553
Dennis DeBar Jr.,State Senate,43,R,George,Rocky Creek,572
Matthew Daves,State House,105,D,George,Rocky Creek,36
Dale Goodin,State House,105,R,George,Rocky Creek,561
Doug McLeod,State House,107,R,George,Rocky Creek,
Manly Barton,State House,109,R,George,Rocky Creek,
Jim Hood,Governor,,D,George,Multi Mart,24
Tate Reeves,Governor,,R,George,Multi Mart,115
Bob Hickingbottom,Governor,,C,George,Multi Mart,0
David R Singletary,Governor,,IND,George,Multi Mart,0
Delbert Hosemann,Lieutenant Governor,,R,George,Multi Mart,117
Jay Hughes,Lieutenant Governor,,D,George,Multi Mart,20
Johnny DuPree,Secretary of State,,D,George,Multi Mart,13
Michael Watson,Secretary of State,,R,George,Multi Mart,124
Jennifer Riley Collins,Attorney General,,D,George,Multi Mart,10
Lynn Fitch,Attorney General,,R,George,Multi Mart,128
Shad White,State Auditor,,R,George,Multi Mart,135
Addie Lee Green,State Treasurer,,D,George,Multi Mart,11
David McRae,State Treasurer,,R,George,Multi Mart,126
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,George,Multi Mart,9
Andy Gipson,Commissioner of Agriculture & Commerce,,R,George,Multi Mart,127
Dennis DeBar Jr.,State Senate,43,R,George,Multi Mart,138
Matthew Daves,State House,105,D,George,Multi Mart,
Dale Goodin,State House,105,R,George,Multi Mart,
Doug McLeod,State House,107,R,George,Multi Mart,108
Manly Barton,State House,109,R,George,Multi Mart,
Jim Hood,Governor,,D,George,Ward,14
Tate Reeves,Governor,,R,George,Ward,158
Bob Hickingbottom,Governor,,C,George,Ward,0
David R Singletary,Governor,,IND,George,Ward,0
Delbert Hosemann,Lieutenant Governor,,R,George,Ward,157
Jay Hughes,Lieutenant Governor,,D,George,Ward,14
Johnny DuPree,Secretary of State,,D,George,Ward,7
Michael Watson,Secretary of State,,R,George,Ward,163
Jennifer Riley Collins,Attorney General,,D,George,Ward,6
Lynn Fitch,Attorney General,,R,George,Ward,167
Shad White,State Auditor,,R,George,Ward,163
Addie Lee Green,State Treasurer,,D,George,Ward,8
David McRae,State Treasurer,,R,George,Ward,163
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,George,Ward,12
Andy Gipson,Commissioner of Agriculture & Commerce,,R,George,Ward,159
Dennis DeBar Jr.,State Senate,43,R,George,Ward,166
