page,candidate,office,district,party,county,precinct,votes
2,Tate Reeves,Governor ,,R,Simpson,Bowie,69
2,Bill Waller Jr.,Governor ,,R,Simpson,Bowie,50
2,Tate Reeves,Governor ,,R,Simpson,Braxton,256
2,Bill Waller Jr.,Governor ,,R,Simpson,Braxton,185
2,Tate Reeves,Governor ,,R,Simpson,Bridgeport,37
2,Bill Waller Jr.,Governor ,,R,Simpson,Bridgeport,12
2,Tate Reeves,Governor ,,R,Simpson,D'Lo,99
2,Bill Waller Jr.,Governor ,,R,Simpson,D'Lo,56
2,Tate Reeves,Governor ,,R,Simpson,Dry Creek,186
2,Bill Waller Jr.,Governor ,,R,Simpson,Dry Creek,92
2,Tate Reeves,Governor ,,R,Simpson,Fork Church,64
2,Bill Waller Jr.,Governor ,,R,Simpson,Fork Church,17
2,Tate Reeves,Governor ,,R,Simpson,Harrisville,246
2,Bill Waller Jr.,Governor ,,R,Simpson,Harrisville,114
2,Tate Reeves,Governor ,,R,Simpson,Jupiter,49
2,Bill Waller Jr.,Governor ,,R,Simpson,Jupiter,31
2,Tate Reeves,Governor ,,R,Simpson,Magee 1,30
2,Bill Waller Jr.,Governor ,,R,Simpson,Magee 1,11
2,Tate Reeves,Governor ,,R,Simpson,Magee 2,265
2,Bill Waller Jr.,Governor ,,R,Simpson,Magee 2,244
2,Tate Reeves,Governor ,,R,Simpson,Magee 4 North,84
2,Bill Waller Jr.,Governor ,,R,Simpson,Magee 4 North,171
3,Tate Reeves,Governor ,,R,Simpson,Magee 4 South,191
3,Bill Waller Jr.,Governor ,,R,Simpson,Magee 4 South,180
3,Tate Reeves,Governor ,,R,Simpson,Mendenhall 1,28
3,Bill Waller Jr.,Governor ,,R,Simpson,Mendenhall 1,17
3,Tate Reeves,Governor ,,R,Simpson,Mendenhall 3,187
3,Bill Waller Jr.,Governor ,,R,Simpson,Mendenhall 3,209
3,Tate Reeves,Governor ,,R,Simpson,Merit,208
3,Bill Waller Jr.,Governor ,,R,Simpson,Merit,145
3,Tate Reeves,Governor ,,R,Simpson,New Hope,64
3,Bill Waller Jr.,Governor ,,R,Simpson,New Hope,37
3,Tate Reeves,Governor ,,R,Simpson,Oak Grove,99
3,Bill Waller Jr.,Governor ,,R,Simpson,Oak Grove,92
3,Tate Reeves,Governor ,,R,Simpson,Pearl,166
3,Bill Waller Jr.,Governor ,,R,Simpson,Pearl,72
3,Tate Reeves,Governor ,,R,Simpson,Pinola,75
3,Bill Waller Jr.,Governor ,,R,Simpson,Pinola,62
3,Tate Reeves,Governor ,,R,Simpson,Saratoga,54
3,Bill Waller Jr.,Governor ,,R,Simpson,Saratoga,63
3,Tate Reeves,Governor ,,R,Simpson,Shivers,79
3,Bill Waller Jr.,Governor ,,R,Simpson,Shivers,28
3,Tate Reeves,Governor ,,R,Simpson,Sumrall,127
3,Bill Waller Jr.,Governor ,,R,Simpson,Sumrall,62
4,Tate Reeves,Governor ,,R,Simpson,Weathersby,35
4,Bill Waller Jr.,Governor ,,R,Simpson,Weathersby,24
4,Tate Reeves,Governor ,,R,Simpson,TOTAL,2698
4,Bill Waller Jr.,Governor ,,R,Simpson,TOTAL,1974
