candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Forrest,Bar Mac,196
Tate Reeves,Governor,,R,Forrest,Bar Mac,648
Bill Waller Jr.,Governor,,R,Forrest,Bar Mac,339
Delbert Hosemann,Lieutenant Governor,,R,Forrest,Bar Mac,1031
Shane Quick,Lieutenant Governor,,R,Forrest,Bar Mac,105
Sam Britton,Secretary of State,,R,Forrest,Bar Mac,667
Michael Watson,Secretary of State,,R,Forrest,Bar Mac,460
Mark Baker,Attorney General,,R,Forrest,Bar Mac,351
Lynn Fitch,Attorney General,,R,Forrest,Bar Mac,596
Andy Taggart,Attorney General,,R,Forrest,Bar Mac,202
Shad White,State Auditor,,R,Forrest,Bar Mac,1071
Eugene S. 'Buck' Clarke,State Treasurer,,R,Forrest,Bar Mac,459
David McRae,State Treasurer,,R,Forrest,Bar Mac,665
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Forrest,Bar Mac,1103
Mike Chaney,Commissioner of Insurance,,R,Forrest,Bar Mac,1109
Steven L Wade,State Senate,34,R,Forrest,Bar Mac,X
Joey Fillingane,State Senate,41,R,Forrest,Bar Mac,X
Chris McDaniel,State Senate,42,R,Forrest,Bar Mac,1078
Chris Johnson,State Senate,45,R,Forrest,Bar Mac,X
William E 'Billy' Andrews III,State House,87,R,Forrest,Bar Mac,x
Trey Harvison,State House,87,R,Forrest,Bar Mac,x
Ricardo Musslett,State House,87,R,Forrest,Bar Mac,x
Joseph 'Bubba' Tubb,State House,87,R,Forrest,Bar Mac,x
Missy Warren McGee,State House,102,R,Forrest,Bar Mac,x
Larry Byrd,State House,104,R,Forrest,Bar Mac,1109
Michael Brown,Governor,,D,Forrest,Bar Mac,6
William Bond Compton Jr.,Governor,,D,Forrest,Bar Mac,1
Jim Hood,Governor,,D,Forrest,Bar Mac,68
Robert J. Ray,Governor,,D,Forrest,Bar Mac,2
Robert Shuler Smith,Governor,,D,Forrest,Bar Mac,9
Gregory Wash,Governor,,D,Forrest,Bar Mac,2
Velesha P Williams,Governor,,D,Forrest,Bar Mac,10
Albert Wilson,Governor,,D,Forrest,Bar Mac,1
Jay Hughes,Lieutenant Governor,,D,Forrest,Bar Mac,87
Johnny DuPree,Secretary of State,,D,Forrest,Bar Mac,86
Maryra Hodges Hunt,Secretary of State,,D,Forrest,Bar Mac,14
Jennifer Riley Collins,Attorney General,,D,Forrest,Bar Mac,86
Addie Lee Green,State Treasurer,,D,Forrest,Bar Mac,88
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Forrest,Bar Mac,88
Robert E. Amos,Commissioner of Insurance,,D,Forrest,Bar Mac,94
Duan Barnett,State Senate,34,D,Forrest,Bar Mac,x
Deborah Denard Delgado,State Senate,34,D,Forrest,Bar Mac,x
Brandon Terrion Rue,State House,102,D,Forrest,Bar Mac,x
Edward Hargrove Jr.,State House,103,D,Forrest,Bar Mac,x
Percy W Watson,State House,103,D,Forrest,Bar Mac,x
Robert Foster,Governor,,R,Forrest,Brooklyn,45
Tate Reeves,Governor,,R,Forrest,Brooklyn,169
Bill Waller Jr.,Governor,,R,Forrest,Brooklyn,97
Delbert Hosemann,Lieutenant Governor,,R,Forrest,Brooklyn,263
Shane Quick,Lieutenant Governor,,R,Forrest,Brooklyn,29
Sam Britton,Secretary of State,,R,Forrest,Brooklyn,150
Michael Watson,Secretary of State,,R,Forrest,Brooklyn,141
Mark Baker,Attorney General,,R,Forrest,Brooklyn,105
Lynn Fitch,Attorney General,,R,Forrest,Brooklyn,152
Andy Taggart,Attorney General,,R,Forrest,Brooklyn,40
Shad White,State Auditor,,R,Forrest,Brooklyn,264
Eugene S. 'Buck' Clarke,State Treasurer,,R,Forrest,Brooklyn,117
David McRae,State Treasurer,,R,Forrest,Brooklyn,167
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Forrest,Brooklyn,270
Mike Chaney,Commissioner of Insurance,,R,Forrest,Brooklyn,276
Steven L Wade,State Senate,34,R,Forrest,Brooklyn,X
Joey Fillingane,State Senate,41,R,Forrest,Brooklyn,X
Chris McDaniel,State Senate,42,R,Forrest,Brooklyn,X
