page,candidate,office,district,party,county,precinct,votes
2,Tate Reeves,Governor,,R,Yazoo,Benton,150
2,Bill Waller Jr.,Governor,,R,Yazoo,Benton,82
2,Ruffin Smith,State Senate,22,D,Yazoo,Benton,12
2,Joseph C Thomas Sr.,State Senate,22,D,Yazoo,Benton,79
2,Tate Reeves,Governor,,R,Yazoo,Center Ridge,100
2,Bill Waller Jr.,Governor,,R,Yazoo,Center Ridge,65
2,Tate Reeves,Governor,,R,Yazoo,Deasonville,72
2,Bill Waller Jr.,Governor,,R,Yazoo,Deasonville,60
2,Tate Reeves,Governor,,R,Yazoo,East Bentonia,72
2,Bill Waller Jr.,Governor,,R,Yazoo,East Bentonia,20
2,Tate Reeves,Governor,,R,Yazoo,Eden,56
2,Bill Waller Jr.,Governor,,R,Yazoo,Eden,23
2,Ruffin Smith,State Senate,22,D,Yazoo,Eden,2
2,Joseph C Thomas Sr.,State Senate,22,D,Yazoo,Eden,13
2,Tate Reeves,Governor,,R,Yazoo,Free Run,47
2,Bill Waller Jr.,Governor,,R,Yazoo,Free Run,25
2,Ruffin Smith,State Senate,22,D,Yazoo,Free Run,0
2,Joseph C Thomas Sr.,State Senate,22,D,Yazoo,Free Run,4
2,Tate Reeves,Governor,,R,Yazoo,Fugates,74
2,Bill Waller Jr.,Governor,,R,Yazoo,Fugates,38
2,Ruffin Smith,State Senate,22,D,Yazoo,Fugates,1
2,Joseph C Thomas Sr.,State Senate,22,D,Yazoo,Fugates,71
2,Tate Reeves,Governor,,R,Yazoo,Holly Bluff,15
2,Bill Waller Jr.,Governor,,R,Yazoo,Holly Bluff,34
2,Ruffin Smith,State Senate,22,D,Yazoo,Holly Bluff,4
2,Joseph C Thomas Sr.,State Senate,22,D,Yazoo,Holly Bluff,15
2,Tate Reeves,Governor,,R,Yazoo,Jonestown,0
2,Bill Waller Jr.,Governor,,R,Yazoo,Jonestown,0
2,Ruffin Smith,State Senate,22,D,Yazoo,Jonestown,4
2,Joseph C Thomas Sr.,State Senate,22,D,Yazoo,Jonestown,90
2,Tate Reeves,Governor,,R,Yazoo,Little Yazoo,167
2,Bill Waller Jr.,Governor,,R,Yazoo,Little Yazoo,79
2,Tate Reeves,Governor,,R,Yazoo,Lake City,40
2,Bill Waller Jr.,Governor,,R,Yazoo,Lake City,26
2,Ruffin Smith,State Senate,22,D,Yazoo,Lake City,1
2,Joseph C Thomas Sr.,State Senate,22,D,Yazoo,Lake City,6
3,Tate Reeves,Governor,,R,Yazoo,Mechanicsburg,163
