page,candidate,office,district,party,county,precinct,votes
2,Tate Reeves,Governor,,R,Pearl River,Amackertown 2,98
2,Bill Waller Jr.,Governor,,R,Pearl River,Amackertown 2,35
2,John Glen Corley,State House,106,R,Pearl River,Amackertown 2,80
2,Jansen Owen,State House,106,R,Pearl River,Amackertown 2,52
2,Tate Reeves,Governor,,R,Pearl River,Carriere 3,183
2,Bill Waller Jr.,Governor,,R,Pearl River,Carriere 3,84
2,John Glen Corley,State House,106,R,Pearl River,Carriere 3,94
2,Jansen Owen,State House,106,R,Pearl River,Carriere 3,167
2,Tate Reeves,Governor,,R,Pearl River,Carriere 5,306
2,Bill Waller Jr.,Governor,,R,Pearl River,Carriere 5,131
2,John Glen Corley,State House,106,R,Pearl River,Carriere 5,33
2,Jansen Owen,State House,106,R,Pearl River,Carriere 5,74
2,Tate Reeves,Governor,,R,Pearl River,Ceasar 3,44
2,Bill Waller Jr.,Governor,,R,Pearl River,Ceasar 3,20
2,John Glen Corley,State House,106,R,Pearl River,Ceasar 3,X
2,Jansen Owen,State House,106,R,Pearl River,Ceasar 3,X
2,Tate Reeves,Governor,,R,Pearl River,Crossroads 2,164
2,Bill Waller Jr.,Governor,,R,Pearl River,Crossroads 2,86
2,John Glen Corley,State House,106,R,Pearl River,Crossroads 2,82
2,Jansen Owen,State House,106,R,Pearl River,Crossroads 2,165
2,Tate Reeves,Governor,,R,Pearl River,Derby 1,107
2,Bill Waller Jr.,Governor,,R,Pearl River,Derby 1,57
2,John Glen Corley,State House,106,R,Pearl River,Derby 1,57
2,Jansen Owen,State House,106,R,Pearl River,Derby 1,108
2,Tate Reeves,Governor,,R,Pearl River,F Z Goss 4,457
2,Bill Waller Jr.,Governor,,R,Pearl River,F Z Goss 4,198
2,John Glen Corley,State House,106,R,Pearl River,F Z Goss 4,X
2,Jansen Owen,State House,106,R,Pearl River,F Z Goss 4,X
2,Tate Reeves,Governor,,R,Pearl River,Gumpond/Hickory Grove 3,258
2,Bill Waller Jr.,Governor,,R,Pearl River,Gumpond/Hickory Grove 3,138
2,John Glen Corley,State House,106,R,Pearl River,Gumpond/Hickory Grove 3,172
2,Jansen Owen,State House,106,R,Pearl River,Gumpond/Hickory Grove 3,221
2,Tate Reeves,Governor,,R,Pearl River,Henleyfield 2,169
2,Bill Waller Jr.,Governor,,R,Pearl River,Henleyfield 2,83
2,John Glen Corley,State House,106,R,Pearl River,Henleyfield 2,X
2,Jansen Owen,State House,106,R,Pearl River,Henleyfield 2,X
2,Tate Reeves,Governor,,R,Pearl River,Mcneill 3,159
2,Bill Waller Jr.,Governor,,R,Pearl River,Mcneill 3,141
2,John Glen Corley,State House,106,R,Pearl River,Mcneill 3,80
2,Jansen Owen,State House,106,R,Pearl River,Mcneill 3,220
2,Tate Reeves,Governor,,R,Pearl River,Mill Creek 2,111
2,Bill Waller Jr.,Governor,,R,Pearl River,Mill Creek 2,77
2,John Glen Corley,State House,106,R,Pearl River,Mill Creek 2,46
2,Jansen Owen,State House,106,R,Pearl River,Mill Creek 2,143
3,Tate Reeves,Governor,,R,Pearl River,Nicholson 4,133
3,Bill Waller Jr.,Governor,,R,Pearl River,Nicholson 4,49
3,John Glen Corley,State House,106,R,Pearl River,Nicholson 4,X
3,Jansen Owen,State House,106,R,Pearl River,Nicholson 4,X
3,Tate Reeves,Governor,,R,Pearl River,Pic/Hawl/Nh 5,539
3,Bill Waller Jr.,Governor,,R,Pearl River,Pic/Hawl/Nh 5,218
3,John Glen Corley,State House,106,R,Pearl River,Pic/Hawl/Nh 5,2
3,Jansen Owen,State House,106,R,Pearl River,Pic/Hawl/Nh 5,1
3,Tate Reeves,Governor,,R,Pearl River,Picayune 1 Eastside,95
3,Bill Waller Jr.,Governor,,R,Pearl River,Picayune 1 Eastside,56
3,John Glen Corley,State House,106,R,Pearl River,Picayune 1 Eastside,11
3,Jansen Owen,State House,106,R,Pearl River,Picayune 1 Eastside,30
3,Tate Reeves,Governor,,R,Pearl River,Picayune 1 Southside,39
3,Bill Waller Jr.,Governor,,R,Pearl River,Picayune 1 Southside,18
3,John Glen Corley,State House,106,R,Pearl River,Picayune 1 Southside,X
3,Jansen Owen,State House,106,R,Pearl River,Picayune 1 Southside,X
3,Tate Reeves,Governor,,R,Pearl River,Picayune 2,271
3,Bill Waller Jr.,Governor,,R,Pearl River,Picayune 2,125
3,John Glen Corley,State House,106,R,Pearl River,Picayune 2,44
3,Jansen Owen,State House,106,R,Pearl River,Picayune 2,68
3,Tate Reeves,Governor,,R,Pearl River,Picayune 4,140
3,Bill Waller Jr.,Governor,,R,Pearl River,Picayune 4,93
3,John Glen Corley,State House,106,R,Pearl River,Picayune 4,X
3,Jansen Owen,State House,106,R,Pearl River,Picayune 4,X
3,Tate Reeves,Governor,,R,Pearl River,Pine Grove 4,181
3,Bill Waller Jr.,Governor,,R,Pearl River,Pine Grove 4,115
3,John Glen Corley,State House,106,R,Pearl River,Pine Grove 4,X
3,Jansen Owen,State House,106,R,Pearl River,Pine Grove 4,X
3,Tate Reeves,Governor,,R,Pearl River,Poplarville 1,98
3,Bill Waller Jr.,Governor,,R,Pearl River,Poplarville 1,107
3,John Glen Corley,State House,106,R,Pearl River,Poplarville 1,98
3,Jansen Owen,State House,106,R,Pearl River,Poplarville 1,108
3,Tate Reeves,Governor,,R,Pearl River,Poplarville 2,273
3,Bill Waller Jr.,Governor,,R,Pearl River,Poplarville 2,267
3,John Glen Corley,State House,106,R,Pearl River,Poplarville 2,209
3,Jansen Owen,State House,106,R,Pearl River,Poplarville 2,331
3,Tate Reeves,Governor,,R,Pearl River,Poplarville 3,223
3,Bill Waller Jr.,Governor,,R,Pearl River,Poplarville 3,210
3,John Glen Corley,State House,106,R,Pearl River,Poplarville 3,136
3,Jansen Owen,State House,106,R,Pearl River,Poplarville 3,244
3,Tate Reeves,Governor,,R,Pearl River,Progress 3,110
3,Bill Waller Jr.,Governor,,R,Pearl River,Progress 3,27
3,John Glen Corley,State House,106,R,Pearl River,Progress 3,70
3,Jansen Owen,State House,106,R,Pearl River,Progress 3,68
4,Tate Reeves,Governor,,R,Pearl River,Springhill 2,128
4,Bill Waller Jr.,Governor,,R,Pearl River,Springhill 2,80
4,John Glen Corley,State House,106,R,Pearl River,Springhill 2,114
4,Jansen Owen,State House,106,R,Pearl River,Springhill 2,94
