candidate,office,district,party,county,precinct,votes
Tate Reeves,Governor,,R,Hinds,Bolton,58
Bill Waller Jr.,Governor,,R,Hinds,Bolton,55
Deborah Butler Dixon,State House,63,D,Hinds,Bolton,266
Stephanie McKenzie Foster,State House,63,D,Hinds,Bolton,203
Tate Reeves,Governor,,R,Hinds,Brownsville,56
Bill Waller Jr.,Governor,,R,Hinds,Brownsville,52
Deborah Butler Dixon,State House,63,D,Hinds,Brownsville,56
Stephanie McKenzie Foster,State House,63,D,Hinds,Brownsville,53
Tate Reeves,Governor,,R,Hinds,Byram 1,115
Bill Waller Jr.,Governor,,R,Hinds,Byram 1,86
Tate Reeves,Governor,,R,Hinds,Byram 2,270
Bill Waller Jr.,Governor,,R,Hinds,Byram 2,173
Tate Reeves,Governor,,R,Hinds,Byram 3,81
Bill Waller Jr.,Governor,,R,Hinds,Byram 3,32
Tate Reeves,Governor,,R,Hinds,Cayuga,26
Bill Waller Jr.,Governor,,R,Hinds,Cayuga,14
Deborah Butler Dixon,State House,63,D,Hinds,Cayuga,27
Stephanie McKenzie Foster,State House,63,D,Hinds,Cayuga,74
Tate Reeves,Governor,,R,Hinds,Chapel Hill,70
Bill Waller Jr.,Governor,,R,Hinds,Chapel Hill,56
Tate Reeves,Governor,,R,Hinds,Clinton 1,125
Bill Waller Jr.,Governor,,R,Hinds,Clinton 1,210
Tate Reeves,Governor,,R,Hinds,Clinton 2,304
Bill Waller Jr.,Governor,,R,Hinds,Clinton 2,483
Tate Reeves,Governor,,R,Hinds,Clinton 3,223
Bill Waller Jr.,Governor,,R,Hinds,Clinton 3,356
Tate Reeves,Governor,,R,Hinds,Clinton 4,88
Bill Waller Jr.,Governor,,R,Hinds,Clinton 4,96
Tate Reeves,Governor,,R,Hinds,Clinton 5,101
Bill Waller Jr.,Governor,,R,Hinds,Clinton 5,183
Tate Reeves,Governor,,R,Hinds,Clinton 6,100
Bill Waller Jr.,Governor,,R,Hinds,Clinton 6,161
Tate Reeves,Governor,,R,Hinds,Clinton 7,125
Bill Waller Jr.,Governor,,R,Hinds,Clinton 7,329
Tate Reeves,Governor,,R,Hinds,Cynthia,16
Bill Waller Jr.,Governor,,R,Hinds,Cynthia,12
Tate Reeves,Governor,,R,Hinds,Dry Grove,133
Bill Waller Jr.,Governor,,R,Hinds,Dry Grove,89
Tate Reeves,Governor,,R,Hinds,Edwards,97
Bill Waller Jr.,Governor,,R,Hinds,Edwards,57
Deborah Butler Dixon,State House,63,D,Hinds,Edwards,117
Stephanie McKenzie Foster,State House,63,D,Hinds,Edwards,540
Tate Reeves,Governor,,R,Hinds,Learned,73
Bill Waller Jr.,Governor,,R,Hinds,Learned,67
Deborah Butler Dixon,State House,63,D,Hinds,Learned,10
Stephanie McKenzie Foster,State House,63,D,Hinds,Learned,52
Tate Reeves,Governor,,R,Hinds,Old Byram,194
Bill Waller Jr.,Governor,,R,Hinds,Old Byram,119
Tate Reeves,Governor,,R,Hinds,Pinehaven,204
Bill Waller Jr.,Governor,,R,Hinds,Pinehaven,409
Deborah Butler Dixon,State House,63,D,Hinds,Pinehaven,117
Stephanie McKenzie Foster,State House,63,D,Hinds,Pinehaven,115
Tate Reeves,Governor,,R,Hinds,Pocahontas,41
Bill Waller Jr.,Governor,,R,Hinds,Pocahontas,53
Tate Reeves,Governor,,R,Hinds,Precinct 01,27
Bill Waller Jr.,Governor,,R,Hinds,Precinct 01,52
