candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Jefferson,Cannonsburg,161
Tate Reeves,Governor,,R,Jefferson,Cannonsburg,16
Bob Hickingbottom,Governor,,C,Jefferson,Cannonsburg,0
David R Singletary,Governor,,IND,Jefferson,Cannonsburg,2
Delbert Hosemann,Lieutenant Governor,,R,Jefferson,Cannonsburg,36
Jay Hughes,Lieutenant Governor,,D,Jefferson,Cannonsburg,135
Johnny DuPree,Secretary of State,,D,Jefferson,Cannonsburg,151
Michael Watson,Secretary of State,,R,Jefferson,Cannonsburg,20
Jennifer Riley Collins,Attorney General,,D,Jefferson,Cannonsburg,161
Lynn Fitch,Attorney General,,R,Jefferson,Cannonsburg,17
Shad White,State Auditor,,R,Jefferson,Cannonsburg,91
Addie Lee Green,State Treasurer,,D,Jefferson,Cannonsburg,150
David McRae,State Treasurer,,R,Jefferson,Cannonsburg,22
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson,Cannonsburg,152
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson,Cannonsburg,19
Albert Butler,State Senate,36,D,Jefferson,Cannonsburg,155
Robert L Johnson III,State House,94,D,Jefferson,Cannonsburg,160
Jim Hood,Governor,,D,Jefferson,Church Hill,52
Tate Reeves,Governor,,R,Jefferson,Church Hill,72
Bob Hickingbottom,Governor,,C,Jefferson,Church Hill,0
David R Singletary,Governor,,IND,Jefferson,Church Hill,0
Delbert Hosemann,Lieutenant Governor,,R,Jefferson,Church Hill,82
Jay Hughes,Lieutenant Governor,,D,Jefferson,Church Hill,40
Johnny DuPree,Secretary of State,,D,Jefferson,Church Hill,49
Michael Watson,Secretary of State,,R,Jefferson,Church Hill,74
Jennifer Riley Collins,Attorney General,,D,Jefferson,Church Hill,50
Lynn Fitch,Attorney General,,R,Jefferson,Church Hill,74
Shad White,State Auditor,,R,Jefferson,Church Hill,87
Addie Lee Green,State Treasurer,,D,Jefferson,Church Hill,49
David McRae,State Treasurer,,R,Jefferson,Church Hill,74
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson,Church Hill,51
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson,Church Hill,71
Albert Butler,State Senate,36,D,Jefferson,Church Hill,89
Robert L Johnson III,State House,94,D,Jefferson,Church Hill,98
Jim Hood,Governor,,D,Jefferson,City Hall,417
Tate Reeves,Governor,,R,Jefferson,City Hall,8
Bob Hickingbottom,Governor,,C,Jefferson,City Hall,2
David R Singletary,Governor,,IND,Jefferson,City Hall,1
Delbert Hosemann,Lieutenant Governor,,R,Jefferson,City Hall,52
Jay Hughes,Lieutenant Governor,,D,Jefferson,City Hall,360
Johnny DuPree,Secretary of State,,D,Jefferson,City Hall,384
Michael Watson,Secretary of State,,R,Jefferson,City Hall,30
Jennifer Riley Collins,Attorney General,,D,Jefferson,City Hall,404
Lynn Fitch,Attorney General,,R,Jefferson,City Hall,18
Shad White,State Auditor,,R,Jefferson,City Hall,233
Addie Lee Green,State Treasurer,,D,Jefferson,City Hall,394
David McRae,State Treasurer,,R,Jefferson,City Hall,22
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson,City Hall,397
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson,City Hall,17
Albert Butler,State Senate,36,D,Jefferson,City Hall,392
Jeffery Harness,State House,85,D,Jefferson,City Hall,391
Jim Hood,Governor,,D,Jefferson,Community Garden Center,314
Tate Reeves,Governor,,R,Jefferson,Community Garden Center,37
Bob Hickingbottom,Governor,,C,Jefferson,Community Garden Center,2
David R Singletary,Governor,,IND,Jefferson,Community Garden Center,3
Delbert Hosemann,Lieutenant Governor,,R,Jefferson,Community Garden Center,83
Jay Hughes,Lieutenant Governor,,D,Jefferson,Community Garden Center,263
Johnny DuPree,Secretary of State,,D,Jefferson,Community Garden Center,301
Michael Watson,Secretary of State,,R,Jefferson,Community Garden Center,46
Jennifer Riley Collins,Attorney General,,D,Jefferson,Community Garden Center,297
Lynn Fitch,Attorney General,,R,Jefferson,Community Garden Center,53
Shad White,State Auditor,,R,Jefferson,Community Garden Center,207
Addie Lee Green,State Treasurer,,D,Jefferson,Community Garden Center,287
David McRae,State Treasurer,,R,Jefferson,Community Garden Center,59
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson,Community Garden Center,294
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson,Community Garden Center,49
Albert Butler,State Senate,36,D,Jefferson,Community Garden Center,309
Jeffery Harness,State House,85,D,Jefferson,Community Garden Center,136
Robert L Johnson III,State House,94,D,Jefferson,Community Garden Center,183
Jim Hood,Governor,,D,Jefferson,Harriston,188
Tate Reeves,Governor,,R,Jefferson,Harriston,8
Bob Hickingbottom,Governor,,C,Jefferson,Harriston,1
David R Singletary,Governor,,IND,Jefferson,Harriston,1
Delbert Hosemann,Lieutenant Governor,,R,Jefferson,Harriston,26
Jay Hughes,Lieutenant Governor,,D,Jefferson,Harriston,169
Johnny DuPree,Secretary of State,,D,Jefferson,Harriston,180
Michael Watson,Secretary of State,,R,Jefferson,Harriston,14
Jennifer Riley Collins,Attorney General,,D,Jefferson,Harriston,182
Lynn Fitch,Attorney General,,R,Jefferson,Harriston,14
Shad White,State Auditor,,R,Jefferson,Harriston,101
Addie Lee Green,State Treasurer,,D,Jefferson,Harriston,173
David McRae,State Treasurer,,R,Jefferson,Harriston,23
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson,Harriston,175
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson,Harriston,16
Albert Butler,State Senate,36,D,Jefferson,Harriston,189
Jeffery Harness,State House,85,D,Jefferson,Harriston,162
Robert L Johnson III,State House,94,D,Jefferson,Harriston,26
Jim Hood,Governor,,D,Jefferson,Locust Grove Baptist Church,412
Tate Reeves,Governor,,R,Jefferson,Locust Grove Baptist Church,15
Bob Hickingbottom,Governor,,C,Jefferson,Locust Grove Baptist Church,2
David R Singletary,Governor,,IND,Jefferson,Locust Grove Baptist Church,3
Delbert Hosemann,Lieutenant Governor,,R,Jefferson,Locust Grove Baptist Church,62
Jay Hughes,Lieutenant Governor,,D,Jefferson,Locust Grove Baptist Church,363
Johnny DuPree,Secretary of State,,D,Jefferson,Locust Grove Baptist Church,386
Michael Watson,Secretary of State,,R,Jefferson,Locust Grove Baptist Church,37
Jennifer Riley Collins,Attorney General,,D,Jefferson,Locust Grove Baptist Church,404
Lynn Fitch,Attorney General,,R,Jefferson,Locust Grove Baptist Church,24
Shad White,State Auditor,,R,Jefferson,Locust Grove Baptist Church,249
Addie Lee Green,State Treasurer,,D,Jefferson,Locust Grove Baptist Church,389
David McRae,State Treasurer,,R,Jefferson,Locust Grove Baptist Church,37
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson,Locust Grove Baptist Church,399
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson,Locust Grove Baptist Church,27
Albert Butler,State Senate,36,D,Jefferson,Locust Grove Baptist Church,417
Jeffery Harness,State House,85,D,Jefferson,Locust Grove Baptist Church,85
Robert L Johnson III,State House,94,D,Jefferson,Locust Grove Baptist Church,332
Jim Hood,Governor,,D,Jefferson,Lorman,170
Tate Reeves,Governor,,R,Jefferson,Lorman,33
Bob Hickingbottom,Governor,,C,Jefferson,Lorman,0
David R Singletary,Governor,,IND,Jefferson,Lorman,1
Delbert Hosemann,Lieutenant Governor,,R,Jefferson,Lorman,58
Jay Hughes,Lieutenant Governor,,D,Jefferson,Lorman,137
Johnny DuPree,Secretary of State,,D,Jefferson,Lorman,154
Michael Watson,Secretary of State,,R,Jefferson,Lorman,41
Jennifer Riley Collins,Attorney General,,D,Jefferson,Lorman,159
Lynn Fitch,Attorney General,,R,Jefferson,Lorman,41
Shad White,State Auditor,,R,Jefferson,Lorman,128
Addie Lee Green,State Treasurer,,D,Jefferson,Lorman,151
David McRae,State Treasurer,,R,Jefferson,Lorman,44
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson,Lorman,152
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson,Lorman,42
Albert Butler,State Senate,36,D,Jefferson,Lorman,177
Jeffery Harness,State House,85,D,Jefferson,Lorman,148
Robert L Johnson III,State House,94,D,Jefferson,Lorman,24
Jim Hood,Governor,,D,Jefferson,Mt. Isreal Baptist Church,334
Tate Reeves,Governor,,R,Jefferson,Mt. Isreal Baptist Church,34
Bob Hickingbottom,Governor,,C,Jefferson,Mt. Isreal Baptist Church,4
David R Singletary,Governor,,IND,Jefferson,Mt. Isreal Baptist Church,5
Delbert Hosemann,Lieutenant Governor,,R,Jefferson,Mt. Isreal Baptist Church,76
Jay Hughes,Lieutenant Governor,,D,Jefferson,Mt. Isreal Baptist Church,291
Johnny DuPree,Secretary of State,,D,Jefferson,Mt. Isreal Baptist Church,313
Michael Watson,Secretary of State,,R,Jefferson,Mt. Isreal Baptist Church,50
Jennifer Riley Collins,Attorney General,,D,Jefferson,Mt. Isreal Baptist Church,330
Lynn Fitch,Attorney General,,R,Jefferson,Mt. Isreal Baptist Church,39
Shad White,State Auditor,,R,Jefferson,Mt. Isreal Baptist Church,225
Addie Lee Green,State Treasurer,,D,Jefferson,Mt. Isreal Baptist Church,312
David McRae,State Treasurer,,R,Jefferson,Mt. Isreal Baptist Church,54
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson,Mt. Isreal Baptist Church,320
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson,Mt. Isreal Baptist Church,45
Albert Butler,State Senate,36,D,Jefferson,Mt. Isreal Baptist Church,341
Jeffery Harness,State House,85,D,Jefferson,Mt. Isreal Baptist Church,346
Jim Hood,Governor,,D,Jefferson,Multipurpose Center,272
Tate Reeves,Governor,,R,Jefferson,Multipurpose Center,11
Bob Hickingbottom,Governor,,C,Jefferson,Multipurpose Center,1
David R Singletary,Governor,,IND,Jefferson,Multipurpose Center,2
Delbert Hosemann,Lieutenant Governor,,R,Jefferson,Multipurpose Center,37
Jay Hughes,Lieutenant Governor,,D,Jefferson,Multipurpose Center,237
Johnny DuPree,Secretary of State,,D,Jefferson,Multipurpose Center,257
Michael Watson,Secretary of State,,R,Jefferson,Multipurpose Center,16
Jennifer Riley Collins,Attorney General,,D,Jefferson,Multipurpose Center,267
Lynn Fitch,Attorney General,,R,Jefferson,Multipurpose Center,15
Shad White,State Auditor,,R,Jefferson,Multipurpose Center,136
Addie Lee Green,State Treasurer,,D,Jefferson,Multipurpose Center,259
David McRae,State Treasurer,,R,Jefferson,Multipurpose Center,17
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson,Multipurpose Center,259
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson,Multipurpose Center,16
Albert Butler,State Senate,36,D,Jefferson,Multipurpose Center,259
Jeffery Harness,State House,85,D,Jefferson,Multipurpose Center,213
Robert L Johnson III,State House,94,D,Jefferson,Multipurpose Center,48
Jim Hood,Governor,,D,Jefferson,Red Lick,255
Tate Reeves,Governor,,R,Jefferson,Red Lick,30
Bob Hickingbottom,Governor,,C,Jefferson,Red Lick,2
David R Singletary,Governor,,IND,Jefferson,Red Lick,1
Delbert Hosemann,Lieutenant Governor,,R,Jefferson,Red Lick,56
Jay Hughes,Lieutenant Governor,,D,Jefferson,Red Lick,218
Johnny DuPree,Secretary of State,,D,Jefferson,Red Lick,235
Michael Watson,Secretary of State,,R,Jefferson,Red Lick,40
Jennifer Riley Collins,Attorney General,,D,Jefferson,Red Lick,240
Lynn Fitch,Attorney General,,R,Jefferson,Red Lick,41
Shad White,State Auditor,,R,Jefferson,Red Lick,165
Addie Lee Green,State Treasurer,,D,Jefferson,Red Lick,230
David McRae,State Treasurer,,R,Jefferson,Red Lick,46
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson,Red Lick,239
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson,Red Lick,37
Albert Butler,State Senate,36,D,Jefferson,Red Lick,255
Jeffery Harness,State House,85,D,Jefferson,Red Lick,251
Robert L Johnson III,State House,94,D,Jefferson,Red Lick,0
Jim Hood,Governor,,D,Jefferson,Stampley,209
Tate Reeves,Governor,,R,Jefferson,Stampley,8
Bob Hickingbottom,Governor,,C,Jefferson,Stampley,1
David R Singletary,Governor,,IND,Jefferson,Stampley,1
Delbert Hosemann,Lieutenant Governor,,R,Jefferson,Stampley,20
Jay Hughes,Lieutenant Governor,,D,Jefferson,Stampley,192
Johnny DuPree,Secretary of State,,D,Jefferson,Stampley,191
Michael Watson,Secretary of State,,R,Jefferson,Stampley,20
Jennifer Riley Collins,Attorney General,,D,Jefferson,Stampley,205
Lynn Fitch,Attorney General,,R,Jefferson,Stampley,9
Shad White,State Auditor,,R,Jefferson,Stampley,112
Addie Lee Green,State Treasurer,,D,Jefferson,Stampley,198
David McRae,State Treasurer,,R,Jefferson,Stampley,16
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson,Stampley,202
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson,Stampley,11
Albert Butler,State Senate,36,D,Jefferson,Stampley,211
Jeffery Harness,State House,85,D,Jefferson,Stampley,206
Jim Hood,Governor,,D,Jefferson,Union Church,144
Tate Reeves,Governor,,R,Jefferson,Union Church,97
Bob Hickingbottom,Governor,,C,Jefferson,Union Church,0
David R Singletary,Governor,,IND,Jefferson,Union Church,2
Delbert Hosemann,Lieutenant Governor,,R,Jefferson,Union Church,124
Jay Hughes,Lieutenant Governor,,D,Jefferson,Union Church,111
Johnny DuPree,Secretary of State,,D,Jefferson,Union Church,125
Michael Watson,Secretary of State,,R,Jefferson,Union Church,110
Jennifer Riley Collins,Attorney General,,D,Jefferson,Union Church,132
Lynn Fitch,Attorney General,,R,Jefferson,Union Church,109
Shad White,State Auditor,,R,Jefferson,Union Church,157
Addie Lee Green,State Treasurer,,D,Jefferson,Union Church,125
David McRae,State Treasurer,,R,Jefferson,Union Church,111
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson,Union Church,128
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson,Union Church,108
Albert Butler,State Senate,36,D,Jefferson,Union Church,189
Jeffery Harness,State House,85,D,Jefferson,Union Church,183
Jim Hood,Governor,,D,Jefferson,TOTAL,2928
Tate Reeves,Governor,,R,Jefferson,TOTAL,369
Bob Hickingbottom,Governor,,C,Jefferson,TOTAL,15
David R Singletary,Governor,,IND,Jefferson,TOTAL,22
Delbert Hosemann,Lieutenant Governor,,R,Jefferson,TOTAL,712
Jay Hughes,Lieutenant Governor,,D,Jefferson,TOTAL,2516
Johnny DuPree,Secretary of State,,D,Jefferson,TOTAL,2726
Michael Watson,Secretary of State,,R,Jefferson,TOTAL,498
Jennifer Riley Collins,Attorney General,,D,Jefferson,TOTAL,2831
Lynn Fitch,Attorney General,,R,Jefferson,TOTAL,454
Shad White,State Auditor,,R,Jefferson,TOTAL,1891
Addie Lee Green,State Treasurer,,D,Jefferson,TOTAL,2717
David McRae,State Treasurer,,R,Jefferson,TOTAL,525
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Jefferson,TOTAL,2768
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jefferson,TOTAL,458
Albert Butler,State Senate,36,D,Jefferson,TOTAL,2983
Jeffery Harness,State House,85,D,Jefferson,TOTAL,2121
Robert L Johnson III,State House,94,D,Jefferson,TOTAL,871
Robert E. Amos,Commissioner of Insurance,,D,Jefferson,Cannonsburg,150
Mike Chaney,Commissioner of Insurance,,R,Jefferson,Cannonsburg,22
Robert E. Amos,Commissioner of Insurance,,D,Jefferson,Church Hill,48
Mike Chaney,Commissioner of Insurance,,R,Jefferson,Church Hill,74
Robert E. Amos,Commissioner of Insurance,,D,Jefferson,City Hall,387
Mike Chaney,Commissioner of Insurance,,R,Jefferson,City Hall,30
Robert E. Amos,Commissioner of Insurance,,D,Jefferson,Community Garden Center,286
Mike Chaney,Commissioner of Insurance,,R,Jefferson,Community Garden Center,60
Robert E. Amos,Commissioner of Insurance,,D,Jefferson,Harriston,169
Mike Chaney,Commissioner of Insurance,,R,Jefferson,Harriston,24
Robert E. Amos,Commissioner of Insurance,,D,Jefferson,Locust Grove Baptist Church,383
Mike Chaney,Commissioner of Insurance,,R,Jefferson,Locust Grove Baptist Church,41
Robert E. Amos,Commissioner of Insurance,,D,Jefferson,Lorman,146
Mike Chaney,Commissioner of Insurance,,R,Jefferson,Lorman,48
Robert E. Amos,Commissioner of Insurance,,D,Jefferson,Mt. Isreal Baptist Church,308
Mike Chaney,Commissioner of Insurance,,R,Jefferson,Mt. Isreal Baptist Church,58
Robert E. Amos,Commissioner of Insurance,,D,Jefferson,Multipurpose Center,254
Mike Chaney,Commissioner of Insurance,,R,Jefferson,Multipurpose Center,24
Robert E. Amos,Commissioner of Insurance,,D,Jefferson,Red Lick,225
Mike Chaney,Commissioner of Insurance,,R,Jefferson,Red Lick,54
Robert E. Amos,Commissioner of Insurance,,D,Jefferson,Stampley,196
Mike Chaney,Commissioner of Insurance,,R,Jefferson,Stampley,18
Robert E. Amos,Commissioner of Insurance,,D,Jefferson,Union Church,122
Mike Chaney,Commissioner of Insurance,,R,Jefferson,Union Church,111
Robert E. Amos,Commissioner of Insurance,,D,Jefferson,TOTAL,2674
Mike Chaney,Commissioner of Insurance,,R,Jefferson,TOTAL,564
