page,candidate,office,district,party,county,precinct,votes
2,Jim Hood,Governor,,D,Perry,Arlington 4100,94
2,Tate Reeves,Governor,,R,Perry,Arlington 4100,292
2,Bob Hickingbottom,Governor,,C,Perry,Arlington 4100,2
2,David R Singletary,Governor,,IND,Perry,Arlington 4100,4
2,Delbert Hosemann,Lieutenant Governor,,R,Perry,Arlington 4100,314
2,Jay Hughes,Lieutenant Governor,,D,Perry,Arlington 4100,77
2,Johnny DuPree,Secretary of State,,D,Perry,Arlington 4100,62
2,Michael Watson,Secretary of State,,R,Perry,Arlington 4100,325
2,Jennifer Riley Collins,Attorney General,,D,Perry,Arlington 4100,64
2,Lynn Fitch,Attorney General,,R,Perry,Arlington 4100,325
2,Shad White,State Auditor,,R,Perry,Arlington 4100,348
4,Addie Lee Green,State Treasurer,,D,Perry,Arlington 4100,57
4,David McRae,State Treasurer,,R,Perry,Arlington 4100,333
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Perry,Arlington 4100,80
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Perry,Arlington 4100,309
6,Chris Johnson,State Senate,45,R,Perry,Arlington 4100,348
6,Shane Barnett,State House,86,R,Perry,Arlington 4100,x
6,Matthew Daves,State House,105,D,Perry,Arlington 4100,49
6,Dale Goodin,State House,105,R,Perry,Arlington 4100,339
2,Jim Hood,Governor,,D,Perry,Beaumont Distrcit 1 1030,300
2,Tate Reeves,Governor,,R,Perry,Beaumont Distrcit 1 1030,57
2,Bob Hickingbottom,Governor,,C,Perry,Beaumont Distrcit 1 1030,0
2,David R Singletary,Governor,,IND,Perry,Beaumont Distrcit 1 1030,3
2,Delbert Hosemann,Lieutenant Governor,,R,Perry,Beaumont Distrcit 1 1030,94
2,Jay Hughes,Lieutenant Governor,,D,Perry,Beaumont Distrcit 1 1030,244
2,Johnny DuPree,Secretary of State,,D,Perry,Beaumont Distrcit 1 1030,300
2,Michael Watson,Secretary of State,,R,Perry,Beaumont Distrcit 1 1030,57
2,Jennifer Riley Collins,Attorney General,,D,Perry,Beaumont Distrcit 1 1030,279
2,Lynn Fitch,Attorney General,,R,Perry,Beaumont Distrcit 1 1030,77
2,Shad White,State Auditor,,R,Perry,Beaumont Distrcit 1 1030,169
4,Addie Lee Green,State Treasurer,,D,Perry,Beaumont Distrcit 1 1030,275
4,David McRae,State Treasurer,,R,Perry,Beaumont Distrcit 1 1030,75
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Perry,Beaumont Distrcit 1 1030,277
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Perry,Beaumont Distrcit 1 1030,66
6,Chris Johnson,State Senate,45,R,Perry,Beaumont Distrcit 1 1030,172
6,Shane Barnett,State House,86,R,Perry,Beaumont Distrcit 1 1030,x
6,Matthew Daves,State House,105,D,Perry,Beaumont Distrcit 1 1030,244
6,Dale Goodin,State House,105,R,Perry,Beaumont Distrcit 1 1030,97
2,Jim Hood,Governor,,D,Perry,Beaumont Senior Citizens 5120,47
2,Tate Reeves,Governor,,R,Perry,Beaumont Senior Citizens 5120,85
2,Bob Hickingbottom,Governor,,C,Perry,Beaumont Senior Citizens 5120,0
2,David R Singletary,Governor,,IND,Perry,Beaumont Senior Citizens 5120,0
2,Delbert Hosemann,Lieutenant Governor,,R,Perry,Beaumont Senior Citizens 5120,92
2,Jay Hughes,Lieutenant Governor,,D,Perry,Beaumont Senior Citizens 5120,35
2,Johnny DuPree,Secretary of State,,D,Perry,Beaumont Senior Citizens 5120,37
2,Michael Watson,Secretary of State,,R,Perry,Beaumont Senior Citizens 5120,92
2,Jennifer Riley Collins,Attorney General,,D,Perry,Beaumont Senior Citizens 5120,34
2,Lynn Fitch,Attorney General,,R,Perry,Beaumont Senior Citizens 5120,94
2,Shad White,State Auditor,,R,Perry,Beaumont Senior Citizens 5120,105
4,Addie Lee Green,State Treasurer,,D,Perry,Beaumont Senior Citizens 5120,30
4,David McRae,State Treasurer,,R,Perry,Beaumont Senior Citizens 5120,97
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Perry,Beaumont Senior Citizens 5120,42
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Perry,Beaumont Senior Citizens 5120,85
6,Chris Johnson,State Senate,45,R,Perry,Beaumont Senior Citizens 5120,106
6,Shane Barnett,State House,86,R,Perry,Beaumont Senior Citizens 5120,x
6,Matthew Daves,State House,105,D,Perry,Beaumont Senior Citizens 5120,30
6,Dale Goodin,State House,105,R,Perry,Beaumont Senior Citizens 5120,98
2,Jim Hood,Governor,,D,Perry,Courthouse 5110,40
2,Tate Reeves,Governor,,R,Perry,Courthouse 5110,189
2,Bob Hickingbottom,Governor,,C,Perry,Courthouse 5110,4
2,David R Singletary,Governor,,IND,Perry,Courthouse 5110,3
2,Delbert Hosemann,Lieutenant Governor,,R,Perry,Courthouse 5110,205
2,Jay Hughes,Lieutenant Governor,,D,Perry,Courthouse 5110,30
2,Johnny DuPree,Secretary of State,,D,Perry,Courthouse 5110,23
2,Michael Watson,Secretary of State,,R,Perry,Courthouse 5110,211
2,Jennifer Riley Collins,Attorney General,,D,Perry,Courthouse 5110,28
2,Lynn Fitch,Attorney General,,R,Perry,Courthouse 5110,203
2,Shad White,State Auditor,,R,Perry,Courthouse 5110,215
4,Addie Lee Green,State Treasurer,,D,Perry,Courthouse 5110,16
4,David McRae,State Treasurer,,R,Perry,Courthouse 5110,216
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Perry,Courthouse 5110,29
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Perry,Courthouse 5110,201
6,Chris Johnson,State Senate,45,R,Perry,Courthouse 5110,215
6,Shane Barnett,State House,86,R,Perry,Courthouse 5110,x
6,Matthew Daves,State House,105,D,Perry,Courthouse 5110,32
6,Dale Goodin,State House,105,R,Perry,Courthouse 5110,202
2,Jim Hood,Governor,,D,Perry,Deep Creek 5150,15
2,Tate Reeves,Governor,,R,Perry,Deep Creek 5150,36
2,Bob Hickingbottom,Governor,,C,Perry,Deep Creek 5150,0
2,David R Singletary,Governor,,IND,Perry,Deep Creek 5150,1
2,Delbert Hosemann,Lieutenant Governor,,R,Perry,Deep Creek 5150,42
2,Jay Hughes,Lieutenant Governor,,D,Perry,Deep Creek 5150,8
2,Johnny DuPree,Secretary of State,,D,Perry,Deep Creek 5150,10
2,Michael Watson,Secretary of State,,R,Perry,Deep Creek 5150,39
2,Jennifer Riley Collins,Attorney General,,D,Perry,Deep Creek 5150,11
2,Lynn Fitch,Attorney General,,R,Perry,Deep Creek 5150,41
2,Shad White,State Auditor,,R,Perry,Deep Creek 5150,45
4,Addie Lee Green,State Treasurer,,D,Perry,Deep Creek 5150,12
4,David McRae,State Treasurer,,R,Perry,Deep Creek 5150,38
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Perry,Deep Creek 5150,15
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Perry,Deep Creek 5150,36
6,Chris Johnson,State Senate,45,R,Perry,Deep Creek 5150,45
6,Shane Barnett,State House,86,R,Perry,Deep Creek 5150,x
6,Matthew Daves,State House,105,D,Perry,Deep Creek 5150,13
6,Dale Goodin,State House,105,R,Perry,Deep Creek 5150,38
2,Jim Hood,Governor,,D,Perry,Hintonville 4090,75
2,Tate Reeves,Governor,,R,Perry,Hintonville 4090,144
2,Bob Hickingbottom,Governor,,C,Perry,Hintonville 4090,0
2,David R Singletary,Governor,,IND,Perry,Hintonville 4090,2
2,Delbert Hosemann,Lieutenant Governor,,R,Perry,Hintonville 4090,157
2,Jay Hughes,Lieutenant Governor,,D,Perry,Hintonville 4090,57
2,Johnny DuPree,Secretary of State,,D,Perry,Hintonville 4090,68
2,Michael Watson,Secretary of State,,R,Perry,Hintonville 4090,147
2,Jennifer Riley Collins,Attorney General,,D,Perry,Hintonville 4090,67
2,Lynn Fitch,Attorney General,,R,Perry,Hintonville 4090,147
2,Shad White,State Auditor,,R,Perry,Hintonville 4090,178
4,Addie Lee Green,State Treasurer,,D,Perry,Hintonville 4090,57
4,David McRae,State Treasurer,,R,Perry,Hintonville 4090,155
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Perry,Hintonville 4090,70
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Perry,Hintonville 4090,142
6,Chris Johnson,State Senate,45,R,Perry,Hintonville 4090,183
6,Shane Barnett,State House,86,R,Perry,Hintonville 4090,x
6,Matthew Daves,State House,105,D,Perry,Hintonville 4090,57
6,Dale Goodin,State House,105,R,Perry,Hintonville 4090,154
2,Jim Hood,Governor,,D,Perry,Indian Springs 1010,113
2,Tate Reeves,Governor,,R,Perry,Indian Springs 1010,96
2,Bob Hickingbottom,Governor,,C,Perry,Indian Springs 1010,0
2,David R Singletary,Governor,,IND,Perry,Indian Springs 1010,0
2,Delbert Hosemann,Lieutenant Governor,,R,Perry,Indian Springs 1010,110
2,Jay Hughes,Lieutenant Governor,,D,Perry,Indian Springs 1010,94
2,Johnny DuPree,Secretary of State,,D,Perry,Indian Springs 1010,103
2,Michael Watson,Secretary of State,,R,Perry,Indian Springs 1010,100
2,Jennifer Riley Collins,Attorney General,,D,Perry,Indian Springs 1010,107
2,Lynn Fitch,Attorney General,,R,Perry,Indian Springs 1010,100
2,Shad White,State Auditor,,R,Perry,Indian Springs 1010,136
4,Addie Lee Green,State Treasurer,,D,Perry,Indian Springs 1010,104
4,David McRae,State Treasurer,,R,Perry,Indian Springs 1010,103
4,Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Perry,Indian Springs 1010,108
4,Andy Gipson,Commissioner of Agriculture & Commerce,,R,Perry,Indian Springs 1010,98
6,Chris Johnson,State Senate,45,R,Perry,Indian Springs 1010,138
6,Shane Barnett,State House,86,R,Perry,Indian Springs 1010,x
6,Matthew Daves,State House,105,D,Perry,Indian Springs 1010,94
6,Dale Goodin,State House,105,R,Perry,Indian Springs 1010,115
2,Jim Hood,Governor,,D,Perry,Janice 5140,65
