candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Issaquena,Addie Voting Precinct,87
Tate Reeves,Governor,,R,Issaquena,Addie Voting Precinct,42
Bob Hickingbottom,Governor,,C,Issaquena,Addie Voting Precinct,0
David R Singletary,Governor,,IND,Issaquena,Addie Voting Precinct,0
Delbert Hosemann,Lieutenant Governor,,R,Issaquena,Addie Voting Precinct,55
Jay Hughes,Lieutenant Governor,,D,Issaquena,Addie Voting Precinct,62
Johnny DuPree,Secretary of State,,D,Issaquena,Addie Voting Precinct,71
Michael Watson,Secretary of State,,R,Issaquena,Addie Voting Precinct,42
Jennifer Riley Collins,Attorney General,,D,Issaquena,Addie Voting Precinct,77
Lynn Fitch,Attorney General,,R,Issaquena,Addie Voting Precinct,49
Shad White,State Auditor,,R,Issaquena,Addie Voting Precinct,76
Addie Lee Green,State Treasurer,,D,Issaquena,Addie Voting Precinct,65
David McRae,State Treasurer,,R,Issaquena,Addie Voting Precinct,53
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Issaquena,Addie Voting Precinct,63
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Issaquena,Addie Voting Precinct,52
Briggs Hopson,State Senate,23,R,Issaquena,Addie Voting Precinct,82
John W Hines Sr.,State House,50,D,Issaquena,Addie Voting Precinct,85
Kevin Ford,State House,54,R,Issaquena,Addie Voting Precinct,
Jim Hood,Governor,,D,Issaquena,Grace Voting Precinct,35
Tate Reeves,Governor,,R,Issaquena,Grace Voting Precinct,51
Bob Hickingbottom,Governor,,C,Issaquena,Grace Voting Precinct,0
David R Singletary,Governor,,IND,Issaquena,Grace Voting Precinct,0
Delbert Hosemann,Lieutenant Governor,,R,Issaquena,Grace Voting Precinct,65
Jay Hughes,Lieutenant Governor,,D,Issaquena,Grace Voting Precinct,16
Johnny DuPree,Secretary of State,,D,Issaquena,Grace Voting Precinct,27
Michael Watson,Secretary of State,,R,Issaquena,Grace Voting Precinct,52
Jennifer Riley Collins,Attorney General,,D,Issaquena,Grace Voting Precinct,25
Lynn Fitch,Attorney General,,R,Issaquena,Grace Voting Precinct,63
Shad White,State Auditor,,R,Issaquena,Grace Voting Precinct,66
Addie Lee Green,State Treasurer,,D,Issaquena,Grace Voting Precinct,16
David McRae,State Treasurer,,R,Issaquena,Grace Voting Precinct,66
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Issaquena,Grace Voting Precinct,22
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Issaquena,Grace Voting Precinct,58
Briggs Hopson,State Senate,23,R,Issaquena,Grace Voting Precinct,67
John W Hines Sr.,State House,50,D,Issaquena,Grace Voting Precinct,61
Kevin Ford,State House,54,R,Issaquena,Grace Voting Precinct,0
Jim Hood,Governor,,D,Issaquena,Mayersville Courthouse,96
Tate Reeves,Governor,,R,Issaquena,Mayersville Courthouse,8
Bob Hickingbottom,Governor,,C,Issaquena,Mayersville Courthouse,2
David R Singletary,Governor,,IND,Issaquena,Mayersville Courthouse,2
Delbert Hosemann,Lieutenant Governor,,R,Issaquena,Mayersville Courthouse,20
Jay Hughes,Lieutenant Governor,,D,Issaquena,Mayersville Courthouse,76
Johnny DuPree,Secretary of State,,D,Issaquena,Mayersville Courthouse,85
Michael Watson,Secretary of State,,R,Issaquena,Mayersville Courthouse,11
Jennifer Riley Collins,Attorney General,,D,Issaquena,Mayersville Courthouse,94
Lynn Fitch,Attorney General,,R,Issaquena,Mayersville Courthouse,9
Shad White,State Auditor,,R,Issaquena,Mayersville Courthouse,40
Addie Lee Green,State Treasurer,,D,Issaquena,Mayersville Courthouse,81
David McRae,State Treasurer,,R,Issaquena,Mayersville Courthouse,12
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Issaquena,Mayersville Courthouse,83
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Issaquena,Mayersville Courthouse,12
Briggs Hopson,State Senate,23,R,Issaquena,Mayersville Courthouse,43
John W Hines Sr.,State House,50,D,Issaquena,Mayersville Courthouse,92
Kevin Ford,State House,54,R,Issaquena,Mayersville Courthouse,
Jim Hood,Governor,,D,Issaquena,Tallula Community Center,56
Tate Reeves,Governor,,R,Issaquena,Tallula Community Center,52
Bob Hickingbottom,Governor,,C,Issaquena,Tallula Community Center,1
David R Singletary,Governor,,IND,Issaquena,Tallula Community Center,1
Delbert Hosemann,Lieutenant Governor,,R,Issaquena,Tallula Community Center,63
Jay Hughes,Lieutenant Governor,,D,Issaquena,Tallula Community Center,42
Johnny DuPree,Secretary of State,,D,Issaquena,Tallula Community Center,47
Michael Watson,Secretary of State,,R,Issaquena,Tallula Community Center,52
Jennifer Riley Collins,Attorney General,,D,Issaquena,Tallula Community Center,49
Lynn Fitch,Attorney General,,R,Issaquena,Tallula Community Center,60
Shad White,State Auditor,,R,Issaquena,Tallula Community Center,78
Addie Lee Green,State Treasurer,,D,Issaquena,Tallula Community Center,43
David McRae,State Treasurer,,R,Issaquena,Tallula Community Center,63
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Issaquena,Tallula Community Center,43
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Issaquena,Tallula Community Center,59
Briggs Hopson,State Senate,23,R,Issaquena,Tallula Community Center,80
John W Hines Sr.,State House,50,D,Issaquena,Tallula Community Center,7
Kevin Ford,State House,54,R,Issaquena,Tallula Community Center,67
Jim Hood,Governor,,D,Issaquena,Valley Park Community Center,19
Tate Reeves,Governor,,R,Issaquena,Valley Park Community Center,49
Bob Hickingbottom,Governor,,C,Issaquena,Valley Park Community Center,0
David R Singletary,Governor,,IND,Issaquena,Valley Park Community Center,2
Delbert Hosemann,Lieutenant Governor,,R,Issaquena,Valley Park Community Center,54
Jay Hughes,Lieutenant Governor,,D,Issaquena,Valley Park Community Center,15
Johnny DuPree,Secretary of State,,D,Issaquena,Valley Park Community Center,14
Michael Watson,Secretary of State,,R,Issaquena,Valley Park Community Center,54
Jennifer Riley Collins,Attorney General,,D,Issaquena,Valley Park Community Center,14
Lynn Fitch,Attorney General,,R,Issaquena,Valley Park Community Center,57
Shad White,State Auditor,,R,Issaquena,Valley Park Community Center,56
Addie Lee Green,State Treasurer,,D,Issaquena,Valley Park Community Center,10
David McRae,State Treasurer,,R,Issaquena,Valley Park Community Center,59
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Issaquena,Valley Park Community Center,11
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Issaquena,Valley Park Community Center,58
Briggs Hopson,State Senate,23,R,Issaquena,Valley Park Community Center,57
John W Hines Sr.,State House,50,D,Issaquena,Valley Park Community Center,
