candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Holmes,1 Acona,353
Tate Reeves,Governor,,R,Holmes,1 Acona,23
Bob Hickingbottom,Governor,,C,Holmes,1 Acona,1
David R Singletary,Governor,,IND,Holmes,1 Acona,2
Delbert Hosemann,Lieutenant Governor,,R,Holmes,1 Acona,52
Jay Hughes,Lieutenant Governor,,D,Holmes,1 Acona,308
Johnny DuPree,Secretary of State,,D,Holmes,1 Acona,328
Michael Watson,Secretary of State,,R,Holmes,1 Acona,33
Jennifer Riley Collins,Attorney General,,D,Holmes,1 Acona,347
Lynn Fitch,Attorney General,,R,Holmes,1 Acona,29
Shad White,State Auditor,,R,Holmes,1 Acona,186
Addie Lee Green,State Treasurer,,D,Holmes,1 Acona,326
David McRae,State Treasurer,,R,Holmes,1 Acona,41
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Holmes,1 Acona,323
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Holmes,1 Acona,38
Robert E. Amos,Commissioner of Insurance,,D,Holmes,1 Acona,326
Mike Chaney,Commissioner of Insurance,,R,Holmes,1 Acona,39
David Jordan,State Senate,24,D,Holmes,1 Acona,338
Kevin Horan,State House,34,D,Holmes,1 Acona,341
Jim Hood,Governor,,D,Holmes,1 Durant St Anderson,184
Tate Reeves,Governor,,R,Holmes,1 Durant St Anderson,12
Bob Hickingbottom,Governor,,C,Holmes,1 Durant St Anderson,0
David R Singletary,Governor,,IND,Holmes,1 Durant St Anderson,0
Delbert Hosemann,Lieutenant Governor,,R,Holmes,1 Durant St Anderson,34
Jay Hughes,Lieutenant Governor,,D,Holmes,1 Durant St Anderson,156
Johnny DuPree,Secretary of State,,D,Holmes,1 Durant St Anderson,173
Michael Watson,Secretary of State,,R,Holmes,1 Durant St Anderson,18
Jennifer Riley Collins,Attorney General,,D,Holmes,1 Durant St Anderson,179
Lynn Fitch,Attorney General,,R,Holmes,1 Durant St Anderson,17
Shad White,State Auditor,,R,Holmes,1 Durant St Anderson,116
Addie Lee Green,State Treasurer,,D,Holmes,1 Durant St Anderson,171
David McRae,State Treasurer,,R,Holmes,1 Durant St Anderson,23
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Holmes,1 Durant St Anderson,177
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Holmes,1 Durant St Anderson,18
Robert E. Amos,Commissioner of Insurance,,D,Holmes,1 Durant St Anderson,168
Mike Chaney,Commissioner of Insurance,,R,Holmes,1 Durant St Anderson,23
David Jordan,State Senate,24,D,Holmes,1 Durant St Anderson,180
Bryant Clark,State House,47,D,Holmes,1 Durant St Anderson,179
Jim Hood,Governor,,D,Holmes,Beat 1 Lexington,673
Tate Reeves,Governor,,R,Holmes,Beat 1 Lexington,90
Bob Hickingbottom,Governor,,C,Holmes,Beat 1 Lexington,2
