candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Alcorn,2nd District Central Precinct,173
Tate Reeves,Governor,,R,Alcorn,2nd District Central Precinct,796
Bob Hickingbottom,Governor,,C,Alcorn,2nd District Central Precinct,2
David R Singletary,Governor,,IND,Alcorn,2nd District Central Precinct,12
Delbert Hosemann,Lieutenant Governor,,R,Alcorn,2nd District Central Precinct,826
Jay Hughes,Lieutenant Governor,,D,Alcorn,2nd District Central Precinct,136
Johnny DuPree,Secretary of State,,D,Alcorn,2nd District Central Precinct,157
Michael Watson,Secretary of State,,R,Alcorn,2nd District Central Precinct,788
Jennifer Riley Collins,Attorney General,,D,Alcorn,2nd District Central Precinct,139
Lynn Fitch,Attorney General,,R,Alcorn,2nd District Central Precinct,817
Shad White,State Auditor,,R,Alcorn,2nd District Central Precinct,874
Addie Lee Green,State Treasurer,,D,Alcorn,2nd District Central Precinct,116
David McRae,State Treasurer,,R,Alcorn,2nd District Central Precinct,831
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Alcorn,2nd District Central Precinct,148
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Alcorn,2nd District Central Precinct,798
Rita Potts Parks,State Senate,4,R,Alcorn,2nd District Central Precinct,884
Lester E 'Bubba' Carpenter,State House,1,R,Alcorn,2nd District Central Precinct,508
Nick Bain,State House,2,R,Alcorn,2nd District Central Precinct,381
William Tracy Arnold,State House,3,R,Alcorn,2nd District Central Precinct,X
Janis Triplett Patterson,State House,3,D,Alcorn,2nd District Central Precinct,X
Joseph F. 'Jody' Steverson,State House,4,R,Alcorn,2nd District Central Precinct,X
Jim Hood,Governor,,D,Alcorn,Bethel,19
Tate Reeves,Governor,,R,Alcorn,Bethel,61
Bob Hickingbottom,Governor,,C,Alcorn,Bethel,0
David R Singletary,Governor,,IND,Alcorn,Bethel,0
Delbert Hosemann,Lieutenant Governor,,R,Alcorn,Bethel,60
Jay Hughes,Lieutenant Governor,,D,Alcorn,Bethel,17
Johnny DuPree,Secretary of State,,D,Alcorn,Bethel,16
Michael Watson,Secretary of State,,R,Alcorn,Bethel,57
Jennifer Riley Collins,Attorney General,,D,Alcorn,Bethel,13
Lynn Fitch,Attorney General,,R,Alcorn,Bethel,65
Shad White,State Auditor,,R,Alcorn,Bethel,72
Addie Lee Green,State Treasurer,,D,Alcorn,Bethel,10
David McRae,State Treasurer,,R,Alcorn,Bethel,64
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Alcorn,Bethel,16
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Alcorn,Bethel,58
Rita Potts Parks,State Senate,4,R,Alcorn,Bethel,71
Lester E 'Bubba' Carpenter,State House,1,R,Alcorn,Bethel,X
Nick Bain,State House,2,R,Alcorn,Bethel,X
William Tracy Arnold,State House,3,R,Alcorn,Bethel,X
Janis Triplett Patterson,State House,3,D,Alcorn,Bethel,X
Joseph F. 'Jody' Steverson,State House,4,R,Alcorn,Bethel,66
Jim Hood,Governor,,D,Alcorn,Biggersville,141
Tate Reeves,Governor,,R,Alcorn,Biggersville,423
Bob Hickingbottom,Governor,,C,Alcorn,Biggersville,0
David R Singletary,Governor,,IND,Alcorn,Biggersville,2
Delbert Hosemann,Lieutenant Governor,,R,Alcorn,Biggersville,429
Jay Hughes,Lieutenant Governor,,D,Alcorn,Biggersville,130
Johnny DuPree,Secretary of State,,D,Alcorn,Biggersville,131
Michael Watson,Secretary of State,,R,Alcorn,Biggersville,416
Jennifer Riley Collins,Attorney General,,D,Alcorn,Biggersville,127
Lynn Fitch,Attorney General,,R,Alcorn,Biggersville,435
Shad White,State Auditor,,R,Alcorn,Biggersville,467
Addie Lee Green,State Treasurer,,D,Alcorn,Biggersville,117
David McRae,State Treasurer,,R,Alcorn,Biggersville,439
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Alcorn,Biggersville,129
