candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Hancock,Arlington,75
Tate Reeves,Governor,,R,Hancock,Arlington,153
Bob Hickingbottom,Governor,,C,Hancock,Arlington,1
David R Singletary,Governor,,IND,Hancock,Arlington,2
Delbert Hosemann,Lieutenant Governor,,R,Hancock,Arlington,164
Jay Hughes,Lieutenant Governor,,D,Hancock,Arlington,62
Johnny DuPree,Secretary of State,,D,Hancock,Arlington,58
Michael Watson,Secretary of State,,R,Hancock,Arlington,164
Jennifer Riley Collins,Attorney General,,D,Hancock,Arlington,62
Lynn Fitch,Attorney General,,R,Hancock,Arlington,165
Shad White,State Auditor,,R,Hancock,Arlington,193
Addie Lee Green,State Treasurer,,D,Hancock,Arlington,56
David McRae,State Treasurer,,R,Hancock,Arlington,165
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Hancock,Arlington,3
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Hancock,Arlington,159
Philip Moran,State Senate,46,R,Hancock,Arlington,188
Timmy Ladner,State House,93,R,Hancock,Arlington,X
Jay McKnight,State House,95,R,Hancock,Arlington,X
Brent Anderson,State House,122,R,Hancock,Arlington,164
Wendy McDonald,State House,122,D,Hancock,Arlington,66
Jim Hood,Governor,,D,Hancock,Bayou Phillip,45
Tate Reeves,Governor,,R,Hancock,Bayou Phillip,72
Bob Hickingbottom,Governor,,C,Hancock,Bayou Phillip,0
David R Singletary,Governor,,IND,Hancock,Bayou Phillip,2
Delbert Hosemann,Lieutenant Governor,,R,Hancock,Bayou Phillip,83
Jay Hughes,Lieutenant Governor,,D,Hancock,Bayou Phillip,33
Johnny DuPree,Secretary of State,,D,Hancock,Bayou Phillip,37
Michael Watson,Secretary of State,,R,Hancock,Bayou Phillip,76
Jennifer Riley Collins,Attorney General,,D,Hancock,Bayou Phillip,37
Lynn Fitch,Attorney General,,R,Hancock,Bayou Phillip,74
Shad White,State Auditor,,R,Hancock,Bayou Phillip,92
Addie Lee Green,State Treasurer,,D,Hancock,Bayou Phillip,34
David McRae,State Treasurer,,R,Hancock,Bayou Phillip,78
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Hancock,Bayou Phillip,36
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Hancock,Bayou Phillip,74
Philip Moran,State Senate,46,R,Hancock,Bayou Phillip,96
Timmy Ladner,State House,93,R,Hancock,Bayou Phillip,X
Jay McKnight,State House,95,R,Hancock,Bayou Phillip,X
Brent Anderson,State House,122,R,Hancock,Bayou Phillip,86
Wendy McDonald,State House,122,D,Hancock,Bayou Phillip,30
Jim Hood,Governor,,D,Hancock,Catahoula,10
Tate Reeves,Governor,,R,Hancock,Catahoula,78
Bob Hickingbottom,Governor,,C,Hancock,Catahoula,0
David R Singletary,Governor,,IND,Hancock,Catahoula,0
Delbert Hosemann,Lieutenant Governor,,R,Hancock,Catahoula,78
Jay Hughes,Lieutenant Governor,,D,Hancock,Catahoula,8
Johnny DuPree,Secretary of State,,D,Hancock,Catahoula,8
Michael Watson,Secretary of State,,R,Hancock,Catahoula,77
Jennifer Riley Collins,Attorney General,,D,Hancock,Catahoula,8
Lynn Fitch,Attorney General,,R,Hancock,Catahoula,80
Shad White,State Auditor,,R,Hancock,Catahoula,78
Addie Lee Green,State Treasurer,,D,Hancock,Catahoula,8
David McRae,State Treasurer,,R,Hancock,Catahoula,78
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Hancock,Catahoula,10
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Hancock,Catahoula,74
Philip Moran,State Senate,46,R,Hancock,Catahoula,82
Timmy Ladner,State House,93,R,Hancock,Catahoula,79
Jay McKnight,State House,95,R,Hancock,Catahoula,X
Brent Anderson,State House,122,R,Hancock,Catahoula,X
Wendy McDonald,State House,122,D,Hancock,Catahoula,X
Jim Hood,Governor,,D,Hancock,City Hall,291
Tate Reeves,Governor,,R,Hancock,City Hall,104
Bob Hickingbottom,Governor,,C,Hancock,City Hall,0
David R Singletary,Governor,,IND,Hancock,City Hall,5
Delbert Hosemann,Lieutenant Governor,,R,Hancock,City Hall,110
Jay Hughes,Lieutenant Governor,,D,Hancock,City Hall,287
Johnny DuPree,Secretary of State,,D,Hancock,City Hall,285
Michael Watson,Secretary of State,,R,Hancock,City Hall,117
Jennifer Riley Collins,Attorney General,,D,Hancock,City Hall,295
Lynn Fitch,Attorney General,,R,Hancock,City Hall,105
Shad White,State Auditor,,R,Hancock,City Hall,196
Addie Lee Green,State Treasurer,,D,Hancock,City Hall,277
David McRae,State Treasurer,,R,Hancock,City Hall,119
