candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Lee,Auburn,120
Tate Reeves,Governor,,R,Lee,Auburn,610
Bob Hickingbottom,Governor,,C,Lee,Auburn,1
David R Singletary,Governor,,IND,Lee,Auburn,6
Delbert Hosemann,Lieutenant Governor,,R,Lee,Auburn,667
Jay Hughes,Lieutenant Governor,,D,Lee,Auburn,72
Johnny DuPree,Secretary of State,,D,Lee,Auburn,77
Michael Watson,Secretary of State,,R,Lee,Auburn,652
Jennifer Riley Collins,Attorney General,,D,Lee,Auburn,87
Lynn Fitch,Attorney General,,R,Lee,Auburn,648
Shad White,State Auditor,,R,Lee,Auburn,681
Addie Lee Green,State Treasurer,,D,Lee,Auburn,60
David McRae,State Treasurer,,R,Lee,Auburn,668
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Lee,Auburn,75
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Lee,Auburn,646
Chad McMahan,State Senate,6,R,Lee,Auburn,672
Randy P Boyd,State House,19,R,Lee,Auburn,664
Jim Hood,Governor,,D,Lee,Baldwyn,308
Tate Reeves,Governor,,R,Lee,Baldwyn,189
Bob Hickingbottom,Governor,,C,Lee,Baldwyn,0
David R Singletary,Governor,,IND,Lee,Baldwyn,3
Delbert Hosemann,Lieutenant Governor,,R,Lee,Baldwyn,230
Jay Hughes,Lieutenant Governor,,D,Lee,Baldwyn,257
Johnny DuPree,Secretary of State,,D,Lee,Baldwyn,254
Michael Watson,Secretary of State,,R,Lee,Baldwyn,224
Jennifer Riley Collins,Attorney General,,D,Lee,Baldwyn,259
Lynn Fitch,Attorney General,,R,Lee,Baldwyn,228
Shad White,State Auditor,,R,Lee,Baldwyn,307
Addie Lee Green,State Treasurer,,D,Lee,Baldwyn,243
David McRae,State Treasurer,,R,Lee,Baldwyn,238
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Lee,Baldwyn,253
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Lee,Baldwyn,227
Chad McMahan,State Senate,6,R,Lee,Baldwyn,299
Jerry R Turner,State House,18,R,Lee,Baldwyn,307
Jim Hood,Governor,,D,Lee,Beech Springs,168
Tate Reeves,Governor,,R,Lee,Beech Springs,214
Bob Hickingbottom,Governor,,C,Lee,Beech Springs,1
David R Singletary,Governor,,IND,Lee,Beech Springs,2
Delbert Hosemann,Lieutenant Governor,,R,Lee,Beech Springs,239
Jay Hughes,Lieutenant Governor,,D,Lee,Beech Springs,145
Johnny DuPree,Secretary of State,,D,Lee,Beech Springs,124
Michael Watson,Secretary of State,,R,Lee,Beech Springs,252
Jennifer Riley Collins,Attorney General,,D,Lee,Beech Springs,143
Lynn Fitch,Attorney General,,R,Lee,Beech Springs,238
Shad White,State Auditor,,R,Lee,Beech Springs,296
Addie Lee Green,State Treasurer,,D,Lee,Beech Springs,115
David McRae,State Treasurer,,R,Lee,Beech Springs,255
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Lee,Beech Springs,128
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Lee,Beech Springs,240
