page,candidate,office,district,party,county,precinct,votes
2,Tate Reeves,Governor,,R,Madison,Camden Community Center,34
2,Bill Waller Jr.,Governor,,R,Madison,Camden Community Center,24
2,Ruffin Smith,State Senate,22,D,Madison,Camden Community Center,x
2,Joseph C Thomas Sr.,State Senate,22,D,Madison,Camden Community Center,x
2,Tate Reeves,Governor,,R,Madison,Cameron Bethel M B Church,30
2,Bill Waller Jr.,Governor,,R,Madison,Cameron Bethel M B Church,7
2,Ruffin Smith,State Senate,22,D,Madison,Cameron Bethel M B Church,x
2,Joseph C Thomas Sr.,State Senate,22,D,Madison,Cameron Bethel M B Church,x
2,Tate Reeves,Governor,,R,Madison,Canton Anderson Lodge,1
2,Bill Waller Jr.,Governor,,R,Madison,Canton Anderson Lodge,2
2,Ruffin Smith,State Senate,22,D,Madison,Canton Anderson Lodge,x
2,Joseph C Thomas Sr.,State Senate,22,D,Madison,Canton Anderson Lodge,x
2,Tate Reeves,Governor,,R,Madison,Canton Bible Church,0
2,Bill Waller Jr.,Governor,,R,Madison,Canton Bible Church,1
2,Ruffin Smith,State Senate,22,D,Madison,Canton Bible Church,x
2,Joseph C Thomas Sr.,State Senate,22,D,Madison,Canton Bible Church,x
2,Tate Reeves,Governor,,R,Madison,Canton Catholic Parish Center,62
2,Bill Waller Jr.,Governor,,R,Madison,Canton Catholic Parish Center,91
2,Ruffin Smith,State Senate,22,D,Madison,Canton Catholic Parish Center,x
2,Joseph C Thomas Sr.,State Senate,22,D,Madison,Canton Catholic Parish Center,x
2,Tate Reeves,Governor,,R,Madison,Canton Community Center,40
2,Bill Waller Jr.,Governor,,R,Madison,Canton Community Center,33
2,Ruffin Smith,State Senate,22,D,Madison,Canton Community Center,x
2,Joseph C Thomas Sr.,State Senate,22,D,Madison,Canton Community Center,x
2,Tate Reeves,Governor,,R,Madison,Canton Fire Station #4,22
2,Bill Waller Jr.,Governor,,R,Madison,Canton Fire Station #4,26
2,Ruffin Smith,State Senate,22,D,Madison,Canton Fire Station #4,x
2,Joseph C Thomas Sr.,State Senate,22,D,Madison,Canton Fire Station #4,x
