candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Oktibbeha,Bell Schoolhouse,190
Tate Reeves,Governor,,R,Oktibbeha,Bell Schoolhouse,87
Bob Hickingbottom,Governor,,C,Oktibbeha,Bell Schoolhouse,1
David R Singletary,Governor,,IND,Oktibbeha,Bell Schoolhouse,3
Delbert Hosemann,Lieutenant Governor,,R,Oktibbeha,Bell Schoolhouse,93
Jay Hughes,Lieutenant Governor,,D,Oktibbeha,Bell Schoolhouse,183
Johnny DuPree,Secretary of State,,D,Oktibbeha,Bell Schoolhouse,184
Michael Watson,Secretary of State,,R,Oktibbeha,Bell Schoolhouse,94
Jennifer Riley Collins,Attorney General,,D,Oktibbeha,Bell Schoolhouse,178
Lynn Fitch,Attorney General,,R,Oktibbeha,Bell Schoolhouse,101
Shad White,State Auditor,,R,Oktibbeha,Bell Schoolhouse,145
Addie Lee Green,State Treasurer,,D,Oktibbeha,Bell Schoolhouse,175
David McRae,State Treasurer,,R,Oktibbeha,Bell Schoolhouse,102
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Oktibbeha,Bell Schoolhouse,177
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Oktibbeha,Bell Schoolhouse,100
Gary Jackson,State Senate,15,R,Oktibbeha,Bell Schoolhouse,X
Angela Turner Ford,State Senate,16,D,Oktibbeha,Bell Schoolhouse,221
Gary A Chism,State House,37,R,Oktibbeha,Bell Schoolhouse,X
Vicky Rose,State House,37,LIB,Oktibbeha,Bell Schoolhouse,X
Chelkh Taylor,State House,38,D,Oktibbeha,Bell Schoolhouse,224
Loyd B 'Rob' Roberson,State House,43,R,Oktibbeha,Bell Schoolhouse,X
Jim Hood,Governor,,D,Oktibbeha,Center Grove/North Adaton,232
Tate Reeves,Governor,,R,Oktibbeha,Center Grove/North Adaton,212
Bob Hickingbottom,Governor,,C,Oktibbeha,Center Grove/North Adaton,2
David R Singletary,Governor,,IND,Oktibbeha,Center Grove/North Adaton,3
Delbert Hosemann,Lieutenant Governor,,R,Oktibbeha,Center Grove/North Adaton,235
Jay Hughes,Lieutenant Governor,,D,Oktibbeha,Center Grove/North Adaton,203
Johnny DuPree,Secretary of State,,D,Oktibbeha,Center Grove/North Adaton,193
Michael Watson,Secretary of State,,R,Oktibbeha,Center Grove/North Adaton,236
Jennifer Riley Collins,Attorney General,,D,Oktibbeha,Center Grove/North Adaton,207
Lynn Fitch,Attorney General,,R,Oktibbeha,Center Grove/North Adaton,233
Shad White,State Auditor,,R,Oktibbeha,Center Grove/North Adaton,281
Addie Lee Green,State Treasurer,,D,Oktibbeha,Center Grove/North Adaton,182
David McRae,State Treasurer,,R,Oktibbeha,Center Grove/North Adaton,251
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Oktibbeha,Center Grove/North Adaton,204
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Oktibbeha,Center Grove/North Adaton,227
Gary Jackson,State Senate,15,R,Oktibbeha,Center Grove/North Adaton,X
Angela Turner Ford,State Senate,16,D,Oktibbeha,Center Grove/North Adaton,323
Gary A Chism,State House,37,R,Oktibbeha,Center Grove/North Adaton,135
Vicky Rose,State House,37,LIB,Oktibbeha,Center Grove/North Adaton,47
