candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Attala,Berea,7
Tate Reeves,Governor,,R,Attala,Berea,67
Bob Hickingbottom,Governor,,C,Attala,Berea,0
David R Singletary,Governor,,IND,Attala,Berea,2
Delbert Hosemann,Lieutenant Governor,,R,Attala,Berea,71
Jay Hughes,Lieutenant Governor,,D,Attala,Berea,4
Johnny DuPree,Secretary of State,,D,Attala,Berea,6
Michael Watson,Secretary of State,,R,Attala,Berea,69
Jennifer Riley Collins,Attorney General,,D,Attala,Berea,8
Lynn Fitch,Attorney General,,R,Attala,Berea,68
Shad White,State Auditor,,R,Attala,Berea,67
Addie Lee Green,State Treasurer,,D,Attala,Berea,4
David McRae,State Treasurer,,R,Attala,Berea,72
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Attala,Berea,7
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Attala,Berea,69
Lydia Graves Chassaniol,State Senate,14,R,Attala,Berea,68
Jason White,State House,48,R,Attala,Berea,66
Jim Hood,Governor,,D,Attala,Carmack,22
Tate Reeves,Governor,,R,Attala,Carmack,133
Bob Hickingbottom,Governor,,C,Attala,Carmack,0
David R Singletary,Governor,,IND,Attala,Carmack,0
Delbert Hosemann,Lieutenant Governor,,R,Attala,Carmack,136
Jay Hughes,Lieutenant Governor,,D,Attala,Carmack,14
Johnny DuPree,Secretary of State,,D,Attala,Carmack,10
Michael Watson,Secretary of State,,R,Attala,Carmack,138
Jennifer Riley Collins,Attorney General,,D,Attala,Carmack,10
Lynn Fitch,Attorney General,,R,Attala,Carmack,140
Shad White,State Auditor,,R,Attala,Carmack,136
Addie Lee Green,State Treasurer,,D,Attala,Carmack,9
David McRae,State Treasurer,,R,Attala,Carmack,137
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Attala,Carmack,13
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Attala,Carmack,134
Lydia Graves Chassaniol,State Senate,14,R,Attala,Carmack,132
Jason White,State House,48,R,Attala,Carmack,142
Jim Hood,Governor,,D,Attala,East,196
Tate Reeves,Governor,,R,Attala,East,370
Bob Hickingbottom,Governor,,C,Attala,East,0
David R Singletary,Governor,,IND,Attala,East,3
Delbert Hosemann,Lieutenant Governor,,R,Attala,East,444
Jay Hughes,Lieutenant Governor,,D,Attala,East,126
Johnny DuPree,Secretary of State,,D,Attala,East,133
Michael Watson,Secretary of State,,R,Attala,East,429
Jennifer Riley Collins,Attorney General,,D,Attala,East,134
Lynn Fitch,Attorney General,,R,Attala,East,433
Shad White,State Auditor,,R,Attala,East,486
Addie Lee Green,State Treasurer,,D,Attala,East,98
