page,candidate,office,district,party,county,precinct,votes
2,Tate Reeves,Governor,,R,Winston,American Legion,18
2,Bill Waller Jr.,Governor,,R,Winston,American Legion,12
2,Tate Reeves,Governor,,R,Winston,County Agent,20
2,Bill Waller Jr.,Governor,,R,Winston,County Agent,20
2,Tate Reeves,Governor,,R,Winston,East Winston,52
2,Bill Waller Jr.,Governor,,R,Winston,East Winston,25
2,Tate Reeves,Governor,,R,Winston,Fairground,170
2,Bill Waller Jr.,Governor,,R,Winston,Fairground,124
2,Tate Reeves,Governor,,R,Winston,Lovorn Tractor,36
2,Bill Waller Jr.,Governor,,R,Winston,Lovorn Tractor,16
2,Tate Reeves,Governor,,R,Winston,Mars Hill,36
2,Bill Waller Jr.,Governor,,R,Winston,Mars Hill,9
2,Tate Reeves,Governor,,R,Winston,Mill Creek,88
2,Bill Waller Jr.,Governor,,R,Winston,Mill Creek,38
2,Tate Reeves,Governor,,R,Winston,Nanih Waiya,76
2,Bill Waller Jr.,Governor,,R,Winston,Nanih Waiya,68
2,Tate Reeves,Governor,,R,Winston,New National Guard,24
2,Bill Waller Jr.,Governor,,R,Winston,New National Guard,27
2,Tate Reeves,Governor,,R,Winston,Noxapater,43
2,Bill Waller Jr.,Governor,,R,Winston,Noxapater,43
2,Tate Reeves,Governor,,R,Winston,Shiloh,47
2,Bill Waller Jr.,Governor,,R,Winston,Shiloh,28
3,Tate Reeves,Governor,,R,Winston,Zion Ridge,18
3,Bill Waller Jr.,Governor,,R,Winston,Zion Ridge,1
3,Tate Reeves,Governor,,R,Winston,TOTAL,628
3,Bill Waller Jr.,Governor,,R,Winston,TOTAL,411
