candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Webster,Bellefontaine,39
Tate Reeves,Governor,,R,Webster,Bellefontaine,173
Bob Hickingbottom,Governor,,C,Webster,Bellefontaine,1
David R Singletary,Governor,,IND,Webster,Bellefontaine,0
Delbert Hosemann,Lieutenant Governor,,R,Webster,Bellefontaine,194
Jay Hughes,Lieutenant Governor,,D,Webster,Bellefontaine,20
Johnny DuPree,Secretary of State,,D,Webster,Bellefontaine,20
Michael Watson,Secretary of State,,R,Webster,Bellefontaine,188
Jennifer Riley Collins,Attorney General,,D,Webster,Bellefontaine,30
Lynn Fitch,Attorney General,,R,Webster,Bellefontaine,182
Shad White,State Auditor,,R,Webster,Bellefontaine,192
Addie Lee Green,State Treasurer,,D,Webster,Bellefontaine,17
David McRae,State Treasurer,,R,Webster,Bellefontaine,191
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Webster,Bellefontaine,25
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Webster,Bellefontaine,186
Gary Jackson,State Senate,15,R,Webster,Bellefontaine,192
Charles Jim Beckett,State House,23,R,Webster,Bellefontaine,190
Joey Hood,State House,35,R,Webster,Bellefontaine,X
Karl Oliver,State House,46,R,Webster,Bellefontaine,X
Jim Hood,Governor,,D,Webster,Big Black,27
Tate Reeves,Governor,,R,Webster,Big Black,133
Bob Hickingbottom,Governor,,C,Webster,Big Black,1
David R Singletary,Governor,,IND,Webster,Big Black,0
Delbert Hosemann,Lieutenant Governor,,R,Webster,Big Black,137
Jay Hughes,Lieutenant Governor,,D,Webster,Big Black,21
Johnny DuPree,Secretary of State,,D,Webster,Big Black,17
Michael Watson,Secretary of State,,R,Webster,Big Black,139
Jennifer Riley Collins,Attorney General,,D,Webster,Big Black,17
Lynn Fitch,Attorney General,,R,Webster,Big Black,140
Shad White,State Auditor,,R,Webster,Big Black,145
Addie Lee Green,State Treasurer,,D,Webster,Big Black,13
David McRae,State Treasurer,,R,Webster,Big Black,143
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Webster,Big Black,18
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Webster,Big Black,139
Gary Jackson,State Senate,15,R,Webster,Big Black,148
Charles Jim Beckett,State House,23,R,Webster,Big Black,6
Joey Hood,State House,35,R,Webster,Big Black,143
Karl Oliver,State House,46,R,Webster,Big Black,X
Jim Hood,Governor,,D,Webster,Bluff Springs,55
Tate Reeves,Governor,,R,Webster,Bluff Springs,49
Bob Hickingbottom,Governor,,C,Webster,Bluff Springs,0
David R Singletary,Governor,,IND,Webster,Bluff Springs,0
