candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Lamar,Lamar Park,50
Tate Reeves,Governor,,R,Lamar,Lamar Park,167
Bill Waller Jr.,Governor,,R,Lamar,Lamar Park,169
Delbert Hosemann,Lieutenant Governor,,R,Lamar,Lamar Park,330
Shane Quick,Lieutenant Governor,,R,Lamar,Lamar Park,36
Sam Britton,Secretary of State,,R,Lamar,Lamar Park,215
Michael Watson,Secretary of State,,R,Lamar,Lamar Park,154
Mark Baker,Attorney General,,R,Lamar,Lamar Park,109
Lynn Fitch,Attorney General,,R,Lamar,Lamar Park,168
Andy Taggart,Attorney General,,R,Lamar,Lamar Park,99
Shad White,State Auditor,,R,Lamar,Lamar Park,345
Eugene S. 'Buck' Clarke,State Treasurer,,R,Lamar,Lamar Park,143
David McRae,State Treasurer,,R,Lamar,Lamar Park,227
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Lamar,Lamar Park,356
Mike Chaney,Commissioner of Insurance,,R,Lamar,Lamar Park,360
John A Polk,State Senate,44,R,Lamar,Lamar Park,356
William E 'Billy' Andrews III,State House,87,R,Lamar,Lamar Park,143
Trey Harvison,State House,87,R,Lamar,Lamar Park,17
Ricardo Mussiett,State House,87,R,Lamar,Lamar Park,93
Joseph 'Bubba' Tubb,State House,87,R,Lamar,Lamar Park,113
Michael Brown,Governor,,D,Lamar,Lamar Park,16
William Bond Compton Jr.,Governor,,D,Lamar,Lamar Park,1
Jim Hood,Governor,,D,Lamar,Lamar Park,142
Robert J. Ray,Governor,,D,Lamar,Lamar Park,2
Robert Shuler Smith,Governor,,D,Lamar,Lamar Park,7
Gregory Wash,Governor,,D,Lamar,Lamar Park,1
Velesha P Williams,Governor,,D,Lamar,Lamar Park,19
Albert Wilson,Governor,,D,Lamar,Lamar Park,0
Jay Hughes,Lieutenant Governor,,D,Lamar,Lamar Park,168
Johnny DuPree,Secretary of State,,D,Lamar,Lamar Park,163
Maryra Hodges Hunt,Secretary of State,,D,Lamar,Lamar Park,19
Jennifer Riley Collins,Attorney General,,D,Lamar,Lamar Park,166
Addie Lee Green,State Treasurer,,D,Lamar,Lamar Park,165
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Lamar,Lamar Park,163
Robert E Arnos,Commissioner of Insurance,,D,Lamar,Lamar Park,164
Robert Foster,Governor,,R,Lamar,Okahola,73
Tate Reeves,Governor,,R,Lamar,Okahola,96
Bill Waller Jr.,Governor,,R,Lamar,Okahola,67
