candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Noxubee,Brooksville,2
Tate Reeves,Governor,,R,Noxubee,Brooksville,14
Bill Waller Jr.,Governor,,R,Noxubee,Brooksville,9
Delbert Hosemann,Lieutenant Governor,,R,Noxubee,Brooksville,20
Shane Quick,Lieutenant Governor,,R,Noxubee,Brooksville,4
Sam Britton,Secretary of State,,R,Noxubee,Brooksville,7
Michael Watson,Secretary of State,,R,Noxubee,Brooksville,18
Mark Baker,Attorney General,,R,Noxubee,Brooksville,6
Lynn Fitch,Attorney General,,R,Noxubee,Brooksville,10
Andy Taggart,Attorney General,,R,Noxubee,Brooksville,9
Shad White,State Auditor,,R,Noxubee,Brooksville,23
Eugene S. 'Buck' Clarke,State Treasurer,,R,Noxubee,Brooksville,5
David McRae,State Treasurer,,R,Noxubee,Brooksville,20
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Noxubee,Brooksville,24
Mike Chaney,Commissioner of Insurance,,R,Noxubee,Brooksville,24
Michael Brown,Governor,,D,Noxubee,Brooksville,106
William Bond Compton Jr.,Governor,,D,Noxubee,Brooksville,9
Jim Hood,Governor,,D,Noxubee,Brooksville,424
Robert J. Ray,Governor,,D,Noxubee,Brooksville,19
Robert Shuler Smith,Governor,,D,Noxubee,Brooksville,33
Gregory Wash,Governor,,D,Noxubee,Brooksville,7
Velesha P Williams,Governor,,D,Noxubee,Brooksville,36
Albert Wilson,Governor,,D,Noxubee,Brooksville,12
Jay Hughes,Lieutenant Governor,,D,Noxubee,Brooksville,446
Johnny DuPree,Secretary of State,,D,Noxubee,Brooksville,342
Maryra Hodges Hunt,Secretary of State,,D,Noxubee,Brooksville,209
Jennifer Riley Collins,Attorney General,,D,Noxubee,Brooksville,432
Addie Lee Green,State Treasurer,,D,Noxubee,Brooksville,434
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Noxubee,Brooksville,443
Robert E. Amos,Commissioner of Insurance,,D,Noxubee,Brooksville,425
Angela Turner Ford,State Senate,16,D,Noxubee,Brooksville,448
Sampson Jackson II,State Senate,32,D,Noxubee,Brooksville,X
Dirk T Dickson,State House,42,D,Noxubee,Brooksville,213
Carl L Mickens,State House,42,D,Noxubee,Brooksville,518
Robert Foster,Governor,,R,Noxubee,Cliftonville,6
Tate Reeves,Governor,,R,Noxubee,Cliftonville,2
Bill Waller Jr.,Governor,,R,Noxubee,Cliftonville,1
Delbert Hosemann,Lieutenant Governor,,R,Noxubee,Cliftonville,8
Shane Quick,Lieutenant Governor,,R,Noxubee,Cliftonville,1
Sam Britton,Secretary of State,,R,Noxubee,Cliftonville,2
Michael Watson,Secretary of State,,R,Noxubee,Cliftonville,7
Mark Baker,Attorney General,,R,Noxubee,Cliftonville,2
Lynn Fitch,Attorney General,,R,Noxubee,Cliftonville,4
Andy Taggart,Attorney General,,R,Noxubee,Cliftonville,3
Shad White,State Auditor,,R,Noxubee,Cliftonville,8
Eugene S. 'Buck' Clarke,State Treasurer,,R,Noxubee,Cliftonville,6
David McRae,State Treasurer,,R,Noxubee,Cliftonville,3
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Noxubee,Cliftonville,9
Mike Chaney,Commissioner of Insurance,,R,Noxubee,Cliftonville,8
Michael Brown,Governor,,D,Noxubee,Cliftonville,35
William Bond Compton Jr.,Governor,,D,Noxubee,Cliftonville,9
Jim Hood,Governor,,D,Noxubee,Cliftonville,253
Robert J. Ray,Governor,,D,Noxubee,Cliftonville,7
