candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Lauderdale,101-One,37
Tate Reeves,Governor,,R,Lauderdale,101-One,274
Bill Waller Jr.,Governor,,R,Lauderdale,101-One,313
Delbert Hosemann,Lieutenant Governor,,R,Lauderdale,101-One,555
Shane Quick,Lieutenant Governor,,R,Lauderdale,101-One,57
Sam Britton,Secretary of State,,R,Lauderdale,101-One,251
Michael Watson,Secretary of State,,R,Lauderdale,101-One,340
Mark Baker,Attorney General,,R,Lauderdale,101-One,94
Lynn Fitch,Attorney General,,R,Lauderdale,101-One,325
Andy Taggart,Attorney General,,R,Lauderdale,101-One,187
Shad White,State Auditor,,R,Lauderdale,101-One,542
Eugene S. 'Buck' Clarke,State Treasurer,,R,Lauderdale,101-One,143
David McRae,State Treasurer,,R,Lauderdale,101-One,466
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Lauderdale,101-One,557
Mike Chaney,Commissioner of Insurance,,R,Lauderdale,101-One,566
Hampton Gardner,State Senate,31,R,Lauderdale,101-One,
Tyler McCaughn,State Senate,31,R,Lauderdale,101-One,
Erie E 'Bubby' Johnston,State Senate,33,R,Lauderdale,101-One,65
Jeff Tate,State Senate,33,R,Lauderdale,101-One,548
Stephen A 'Steve' Home,State House,81,R,Lauderdale,101-One,
Billy Adam Calvert,State House,83,R,Lauderdale,101-One,268
Greg Snowden,State House,83,R,Lauderdale,101-One,351
Michael Brown,Governor,,D,Lauderdale,101-One,19
William Bond Compton Jr.,Governor,,D,Lauderdale,101-One,8
Jim Hood,Governor,,D,Lauderdale,101-One,154
Robert J. Ray,Governor,,D,Lauderdale,101-One,0
Robert Shuler Smith,Governor,,D,Lauderdale,101-One,3
Gregory Wash,Governor,,D,Lauderdale,101-One,0
Velesha P Williams,Governor,,D,Lauderdale,101-One,16
Albert Wilson,Governor,,D,Lauderdale,101-One,0
Jay Hughes,Lieutenant Governor,,D,Lauderdale,101-One,180
Johnny DuPree,Secretary of State,,D,Lauderdale,101-One,150
Maryra Hodges Hunt,Secretary of State,,D,Lauderdale,101-One,40
Jennifer Riley Collins,Attorney General,,D,Lauderdale,101-One,186
Addie Lee Green,State Treasurer,,D,Lauderdale,101-One,183
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Lauderdale,101-One,181
Robert E. Amos,Commissioner of Insurance,,D,Lauderdale,101-One,180
Mike Marlow,State Senate,31,D,Lauderdale,101-One,
Sampson Jackson II,State Senate,32,D,Lauderdale,101-One,
Michael Ted Evans,State House,45,D,Lauderdale,101-One,
Charles L Young Jr.,State House,82,D,Lauderdale,101-One,
Robert Foster,Governor,,R,Lauderdale,105-Five,25
Tate Reeves,Governor,,R,Lauderdale,105-Five,249
Bill Waller Jr.,Governor,,R,Lauderdale,105-Five,326
Delbert Hosemann,Lieutenant Governor,,R,Lauderdale,105-Five,557
Shane Quick,Lieutenant Governor,,R,Lauderdale,105-Five,37
Sam Britton,Secretary of State,,R,Lauderdale,105-Five,213
Michael Watson,Secretary of State,,R,Lauderdale,105-Five,364
Mark Baker,Attorney General,,R,Lauderdale,105-Five,108
Lynn Fitch,Attorney General,,R,Lauderdale,105-Five,350
Andy Taggart,Attorney General,,R,Lauderdale,105-Five,133
Shad White,State Auditor,,R,Lauderdale,105-Five,544
Eugene S. 'Buck' Clarke,State Treasurer,,R,Lauderdale,105-Five,144
David McRae,State Treasurer,,R,Lauderdale,105-Five,440
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Lauderdale,105-Five,557
Mike Chaney,Commissioner of Insurance,,R,Lauderdale,105-Five,566
Hampton Gardner,State Senate,31,R,Lauderdale,105-Five,
Tyler McCaughn,State Senate,31,R,Lauderdale,105-Five,
Erie E 'Bubby' Johnston,State Senate,33,R,Lauderdale,105-Five,
Jeff Tate,State Senate,33,R,Lauderdale,105-Five,
Stephen A 'Steve' Home,State House,81,R,Lauderdale,105-Five,
Billy Adam Calvert,State House,83,R,Lauderdale,105-Five,201
Greg Snowden,State House,83,R,Lauderdale,105-Five,306
Michael Brown,Governor,,D,Lauderdale,105-Five,8
William Bond Compton Jr.,Governor,,D,Lauderdale,105-Five,6
Jim Hood,Governor,,D,Lauderdale,105-Five,143
Robert J. Ray,Governor,,D,Lauderdale,105-Five,0
Robert Shuler Smith,Governor,,D,Lauderdale,105-Five,2
Gregory Wash,Governor,,D,Lauderdale,105-Five,0
Velesha P Williams,Governor,,D,Lauderdale,105-Five,16
Albert Wilson,Governor,,D,Lauderdale,105-Five,1
Jay Hughes,Lieutenant Governor,,D,Lauderdale,105-Five,155
Johnny DuPree,Secretary of State,,D,Lauderdale,105-Five,137
Maryra Hodges Hunt,Secretary of State,,D,Lauderdale,105-Five,30
Jennifer Riley Collins,Attorney General,,D,Lauderdale,105-Five,159
Addie Lee Green,State Treasurer,,D,Lauderdale,105-Five,152
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Lauderdale,105-Five,158
Robert E. Amos,Commissioner of Insurance,,D,Lauderdale,105-Five,151
Mike Marlow,State Senate,31,D,Lauderdale,105-Five,
Sampson Jackson II,State Senate,32,D,Lauderdale,105-Five,164
Michael Ted Evans,State House,45,D,Lauderdale,105-Five,62
Charles L Young Jr.,State House,82,D,Lauderdale,105-Five,
Robert Foster,Governor,,R,Lauderdale,126-Andrews Chapel,25
Tate Reeves,Governor,,R,Lauderdale,126-Andrews Chapel,187
Bill Waller Jr.,Governor,,R,Lauderdale,126-Andrews Chapel,109
Delbert Hosemann,Lieutenant Governor,,R,Lauderdale,126-Andrews Chapel,293
Shane Quick,Lieutenant Governor,,R,Lauderdale,126-Andrews Chapel,24
Sam Britton,Secretary of State,,R,Lauderdale,126-Andrews Chapel,136
Michael Watson,Secretary of State,,R,Lauderdale,126-Andrews Chapel,173
Mark Baker,Attorney General,,R,Lauderdale,126-Andrews Chapel,47
Lynn Fitch,Attorney General,,R,Lauderdale,126-Andrews Chapel,211
Andy Taggart,Attorney General,,R,Lauderdale,126-Andrews Chapel,59
Shad White,State Auditor,,R,Lauderdale,126-Andrews Chapel,298
Eugene S. 'Buck' Clarke,State Treasurer,,R,Lauderdale,126-Andrews Chapel,56
David McRae,State Treasurer,,R,Lauderdale,126-Andrews Chapel,254
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Lauderdale,126-Andrews Chapel,305
Mike Chaney,Commissioner of Insurance,,R,Lauderdale,126-Andrews Chapel,302
Hampton Gardner,State Senate,31,R,Lauderdale,126-Andrews Chapel,
Tyler McCaughn,State Senate,31,R,Lauderdale,126-Andrews Chapel,
Erie E 'Bubby' Johnston,State Senate,33,R,Lauderdale,126-Andrews Chapel,42
Jeff Tate,State Senate,33,R,Lauderdale,126-Andrews Chapel,264
Stephen A 'Steve' Home,State House,81,R,Lauderdale,126-Andrews Chapel,
Billy Adam Calvert,State House,83,R,Lauderdale,126-Andrews Chapel,162
Greg Snowden,State House,83,R,Lauderdale,126-Andrews Chapel,145
Michael Brown,Governor,,D,Lauderdale,126-Andrews Chapel,1
William Bond Compton Jr.,Governor,,D,Lauderdale,126-Andrews Chapel,5
Jim Hood,Governor,,D,Lauderdale,126-Andrews Chapel,42
Robert J. Ray,Governor,,D,Lauderdale,126-Andrews Chapel,1
Robert Shuler Smith,Governor,,D,Lauderdale,126-Andrews Chapel,3
Gregory Wash,Governor,,D,Lauderdale,126-Andrews Chapel,0
Velesha P Williams,Governor,,D,Lauderdale,126-Andrews Chapel,8
Albert Wilson,Governor,,D,Lauderdale,126-Andrews Chapel,2
Jay Hughes,Lieutenant Governor,,D,Lauderdale,126-Andrews Chapel,52
Johnny DuPree,Secretary of State,,D,Lauderdale,126-Andrews Chapel,49
Maryra Hodges Hunt,Secretary of State,,D,Lauderdale,126-Andrews Chapel,12
Jennifer Riley Collins,Attorney General,,D,Lauderdale,126-Andrews Chapel,54
Addie Lee Green,State Treasurer,,D,Lauderdale,126-Andrews Chapel,53
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Lauderdale,126-Andrews Chapel,53
Robert E. Amos,Commissioner of Insurance,,D,Lauderdale,126-Andrews Chapel,52
Mike Marlow,State Senate,31,D,Lauderdale,126-Andrews Chapel,
Sampson Jackson II,State Senate,32,D,Lauderdale,126-Andrews Chapel,
Michael Ted Evans,State House,45,D,Lauderdale,126-Andrews Chapel,10
Charles L Young Jr.,State House,82,D,Lauderdale,126-Andrews Chapel,
Robert Foster,Governor,,R,Lauderdale,127-Bailey,44
Tate Reeves,Governor,,R,Lauderdale,127-Bailey,303
Bill Waller Jr.,Governor,,R,Lauderdale,127-Bailey,190
Delbert Hosemann,Lieutenant Governor,,R,Lauderdale,127-Bailey,493
Shane Quick,Lieutenant Governor,,R,Lauderdale,127-Bailey,36
Sam Britton,Secretary of State,,R,Lauderdale,127-Bailey,229
Michael Watson,Secretary of State,,R,Lauderdale,127-Bailey,293
Mark Baker,Attorney General,,R,Lauderdale,127-Bailey,104
Lynn Fitch,Attorney General,,R,Lauderdale,127-Bailey,340
Andy Taggart,Attorney General,,R,Lauderdale,127-Bailey,89
Shad White,State Auditor,,R,Lauderdale,127-Bailey,470
Eugene S. 'Buck' Clarke,State Treasurer,,R,Lauderdale,127-Bailey,99
David McRae,State Treasurer,,R,Lauderdale,127-Bailey,426
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Lauderdale,127-Bailey,481
Mike Chaney,Commissioner of Insurance,,R,Lauderdale,127-Bailey,476
Hampton Gardner,State Senate,31,R,Lauderdale,127-Bailey,
Tyler McCaughn,State Senate,31,R,Lauderdale,127-Bailey,
Erie E 'Bubby' Johnston,State Senate,33,R,Lauderdale,127-Bailey,70
Jeff Tate,State Senate,33,R,Lauderdale,127-Bailey,456
Stephen A 'Steve' Home,State House,81,R,Lauderdale,127-Bailey,
Billy Adam Calvert,State House,83,R,Lauderdale,127-Bailey,279
Greg Snowden,State House,83,R,Lauderdale,127-Bailey,253
Michael Brown,Governor,,D,Lauderdale,127-Bailey,4
William Bond Compton Jr.,Governor,,D,Lauderdale,127-Bailey,4
Jim Hood,Governor,,D,Lauderdale,127-Bailey,97
Robert J. Ray,Governor,,D,Lauderdale,127-Bailey,0
Robert Shuler Smith,Governor,,D,Lauderdale,127-Bailey,7
Gregory Wash,Governor,,D,Lauderdale,127-Bailey,1
Velesha P Williams,Governor,,D,Lauderdale,127-Bailey,8
Albert Wilson,Governor,,D,Lauderdale,127-Bailey,2
Jay Hughes,Lieutenant Governor,,D,Lauderdale,127-Bailey,109
Johnny DuPree,Secretary of State,,D,Lauderdale,127-Bailey,97
Maryra Hodges Hunt,Secretary of State,,D,Lauderdale,127-Bailey,25
Jennifer Riley Collins,Attorney General,,D,Lauderdale,127-Bailey,110
Addie Lee Green,State Treasurer,,D,Lauderdale,127-Bailey,107
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Lauderdale,127-Bailey,114
Robert E. Amos,Commissioner of Insurance,,D,Lauderdale,127-Bailey,108
Mike Marlow,State Senate,31,D,Lauderdale,127-Bailey,
Sampson Jackson II,State Senate,32,D,Lauderdale,127-Bailey,
Michael Ted Evans,State House,45,D,Lauderdale,127-Bailey,
Charles L Young Jr.,State House,82,D,Lauderdale,127-Bailey,
Robert Foster,Governor,,R,Lauderdale,146-New Lauderdale,51
Tate Reeves,Governor,,R,Lauderdale,146-New Lauderdale,305
Bill Waller Jr.,Governor,,R,Lauderdale,146-New Lauderdale,239
Delbert Hosemann,Lieutenant Governor,,R,Lauderdale,146-New Lauderdale,532
Shane Quick,Lieutenant Governor,,R,Lauderdale,146-New Lauderdale,51
Sam Britton,Secretary of State,,R,Lauderdale,146-New Lauderdale,222
Michael Watson,Secretary of State,,R,Lauderdale,146-New Lauderdale,335
Mark Baker,Attorney General,,R,Lauderdale,146-New Lauderdale,116
Lynn Fitch,Attorney General,,R,Lauderdale,146-New Lauderdale,329
Andy Taggart,Attorney General,,R,Lauderdale,146-New Lauderdale,119
Shad White,State Auditor,,R,Lauderdale,146-New Lauderdale,506
Eugene S. 'Buck' Clarke,State Treasurer,,R,Lauderdale,146-New Lauderdale,127
David McRae,State Treasurer,,R,Lauderdale,146-New Lauderdale,438
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Lauderdale,146-New Lauderdale,520
Mike Chaney,Commissioner of Insurance,,R,Lauderdale,146-New Lauderdale,521
Hampton Gardner,State Senate,31,R,Lauderdale,146-New Lauderdale,
Tyler McCaughn,State Senate,31,R,Lauderdale,146-New Lauderdale,
Erie E 'Bubby' Johnston,State Senate,33,R,Lauderdale,146-New Lauderdale,56
Jeff Tate,State Senate,33,R,Lauderdale,146-New Lauderdale,518
Stephen A 'Steve' Home,State House,81,R,Lauderdale,146-New Lauderdale,
Billy Adam Calvert,State House,83,R,Lauderdale,146-New Lauderdale,301
Greg Snowden,State House,83,R,Lauderdale,146-New Lauderdale,288
Michael Brown,Governor,,D,Lauderdale,146-New Lauderdale,5
William Bond Compton Jr.,Governor,,D,Lauderdale,146-New Lauderdale,3
Jim Hood,Governor,,D,Lauderdale,146-New Lauderdale,55
Robert J. Ray,Governor,,D,Lauderdale,146-New Lauderdale,0
Robert Shuler Smith,Governor,,D,Lauderdale,146-New Lauderdale,3
Gregory Wash,Governor,,D,Lauderdale,146-New Lauderdale,0
Velesha P Williams,Governor,,D,Lauderdale,146-New Lauderdale,7
Albert Wilson,Governor,,D,Lauderdale,146-New Lauderdale,0
Jay Hughes,Lieutenant Governor,,D,Lauderdale,146-New Lauderdale,67
Johnny DuPree,Secretary of State,,D,Lauderdale,146-New Lauderdale,57
Maryra Hodges Hunt,Secretary of State,,D,Lauderdale,146-New Lauderdale,17
Jennifer Riley Collins,Attorney General,,D,Lauderdale,146-New Lauderdale,69
Addie Lee Green,State Treasurer,,D,Lauderdale,146-New Lauderdale,70
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Lauderdale,146-New Lauderdale,69
Robert E. Amos,Commissioner of Insurance,,D,Lauderdale,146-New Lauderdale,69
Mike Marlow,State Senate,31,D,Lauderdale,146-New Lauderdale,
Sampson Jackson II,State Senate,32,D,Lauderdale,146-New Lauderdale,
Michael Ted Evans,State House,45,D,Lauderdale,146-New Lauderdale,
Charles L Young Jr.,State House,82,D,Lauderdale,146-New Lauderdale,
Robert Foster,Governor,,R,Lauderdale,153-Prospect,12
Tate Reeves,Governor,,R,Lauderdale,153-Prospect,100
Bill Waller Jr.,Governor,,R,Lauderdale,153-Prospect,66
Delbert Hosemann,Lieutenant Governor,,R,Lauderdale,153-Prospect,160
Shane Quick,Lieutenant Governor,,R,Lauderdale,153-Prospect,14
Sam Britton,Secretary of State,,R,Lauderdale,153-Prospect,71
Michael Watson,Secretary of State,,R,Lauderdale,153-Prospect,96
Mark Baker,Attorney General,,R,Lauderdale,153-Prospect,43
Lynn Fitch,Attorney General,,R,Lauderdale,153-Prospect,94
Andy Taggart,Attorney General,,R,Lauderdale,153-Prospect,36
