candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Washington,Arcola Technology Center,4
Tate Reeves,Governor,,R,Washington,Arcola Technology Center,19
Bill Waller Jr.,Governor,,R,Washington,Arcola Technology Center,28
Delbert Hosemann,Lieutenant Governor,,R,Washington,Arcola Technology Center,43
Shane Quick,Lieutenant Governor,,R,Washington,Arcola Technology Center,2
Sam Britton,Secretary of State,,R,Washington,Arcola Technology Center,28
Michael Watson,Secretary of State,,R,Washington,Arcola Technology Center,16
Mark Baker,Attorney General,,R,Washington,Arcola Technology Center,16
Lynn Fitch,Attorney General,,R,Washington,Arcola Technology Center,20
Andy Taggart,Attorney General,,R,Washington,Arcola Technology Center,14
Shad White,State Auditor,,R,Washington,Arcola Technology Center,39
Eugene S. 'Buck' Clarke,State Treasurer,,R,Washington,Arcola Technology Center,41
David McRae,State Treasurer,,R,Washington,Arcola Technology Center,10
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Washington,Arcola Technology Center,42
Mike Chaney,Commissioner of Insurance,,R,Washington,Arcola Technology Center,42
Hayes Dent,State Senate,22,R,Washington,Arcola Technology Center,42
Dwayne Self,State Senate,22,R,Washington,Arcola Technology Center,7
Michael Brown,Governor,,D,Washington,Arcola Technology Center,17
William Bond Compton Jr.,Governor,,D,Washington,Arcola Technology Center,5
Jim Hood,Governor,,D,Washington,Arcola Technology Center,88
Robert J. Ray,Governor,,D,Washington,Arcola Technology Center,4
Robert Shuler Smith,Governor,,D,Washington,Arcola Technology Center,17
Gregory Wash,Governor,,D,Washington,Arcola Technology Center,3
Velesha P Williams,Governor,,D,Washington,Arcola Technology Center,9
Albert Wilson,Governor,,D,Washington,Arcola Technology Center,5
Jay Hughes,Lieutenant Governor,,D,Washington,Arcola Technology Center,111
Johnny DuPree,Secretary of State,,D,Washington,Arcola Technology Center,75
Maryra Hodges Hunt,Secretary of State,,D,Washington,Arcola Technology Center,57
Jennifer Riley Collins,Attorney General,,D,Washington,Arcola Technology Center,112
Addie Lee Green,State Treasurer,,D,Washington,Arcola Technology Center,119
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Washington,Arcola Technology Center,110
Robert E Amos,Commissioner of Insurance,,D,Washington,Arcola Technology Center,118
Derrick T Simmons,State Senate,12,D,Washington,Arcola Technology Center,x
Mark S Buckner Sr.,State Senate,22,D,Washington,Arcola Technology Center,39
Ermea 'E.J.' Russell,State Senate,22,D,Washington,Arcola Technology Center,40
Ruffin Smith,State Senate,22,D,Washington,Arcola Technology Center,14
Joseph C Thomas Sr.,State Senate,22,D,Washington,Arcola Technology Center,23
Colton Thornton,State Senate,22,D,Washington,Arcola Technology Center,17
Otis L Anthony,State House,31,D,Washington,Arcola Technology Center,x
Jeanette Knighten-Washington,State House,31,D,Washington,Arcola Technology Center,x
Willie L Bailey,State House,49,D,Washington,Arcola Technology Center,x
John W Hines Sr.,State House,50,D,Washington,Arcola Technology Center,113
Earth L Robinson,State House,50,D,Washington,Arcola Technology Center,31
Robert Foster,Governor,,R,Washington,Buster Brown Community Center,9
Tate Reeves,Governor,,R,Washington,Buster Brown Community Center,49
Bill Waller Jr.,Governor,,R,Washington,Buster Brown Community Center,94
Delbert Hosemann,Lieutenant Governor,,R,Washington,Buster Brown Community Center,133
Shane Quick,Lieutenant Governor,,R,Washington,Buster Brown Community Center,12
Sam Britton,Secretary of State,,R,Washington,Buster Brown Community Center,79
Michael Watson,Secretary of State,,R,Washington,Buster Brown Community Center,55
Mark Baker,Attorney General,,R,Washington,Buster Brown Community Center,26
Lynn Fitch,Attorney General,,R,Washington,Buster Brown Community Center,56
Andy Taggart,Attorney General,,R,Washington,Buster Brown Community Center,64
Shad White,State Auditor,,R,Washington,Buster Brown Community Center,125
Eugene S. 'Buck' Clarke,State Treasurer,,R,Washington,Buster Brown Community Center,131
David McRae,State Treasurer,,R,Washington,Buster Brown Community Center,19
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Washington,Buster Brown Community Center,136
Mike Chaney,Commissioner of Insurance,,R,Washington,Buster Brown Community Center,137
Hayes Dent,State Senate,22,R,Washington,Buster Brown Community Center,x
Dwayne Self,State Senate,22,R,Washington,Buster Brown Community Center,x
Michael Brown,Governor,,D,Washington,Buster Brown Community Center,80
William Bond Compton Jr.,Governor,,D,Washington,Buster Brown Community Center,11
Jim Hood,Governor,,D,Washington,Buster Brown Community Center,446
Robert J. Ray,Governor,,D,Washington,Buster Brown Community Center,8
Robert Shuler Smith,Governor,,D,Washington,Buster Brown Community Center,35
Gregory Wash,Governor,,D,Washington,Buster Brown Community Center,2
Velesha P Williams,Governor,,D,Washington,Buster Brown Community Center,61
Albert Wilson,Governor,,D,Washington,Buster Brown Community Center,7
Jay Hughes,Lieutenant Governor,,D,Washington,Buster Brown Community Center,522
Johnny DuPree,Secretary of State,,D,Washington,Buster Brown Community Center,342
Maryra Hodges Hunt,Secretary of State,,D,Washington,Buster Brown Community Center,249
Jennifer Riley Collins,Attorney General,,D,Washington,Buster Brown Community Center,534
Addie Lee Green,State Treasurer,,D,Washington,Buster Brown Community Center,537
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Washington,Buster Brown Community Center,531
Robert E Amos,Commissioner of Insurance,,D,Washington,Buster Brown Community Center,529
Derrick T Simmons,State Senate,12,D,Washington,Buster Brown Community Center,613
Mark S Buckner Sr.,State Senate,22,D,Washington,Buster Brown Community Center,x
Ermea 'E.J.' Russell,State Senate,22,D,Washington,Buster Brown Community Center,x
Ruffin Smith,State Senate,22,D,Washington,Buster Brown Community Center,x
Joseph C Thomas Sr.,State Senate,22,D,Washington,Buster Brown Community Center,x
Colton Thornton,State Senate,22,D,Washington,Buster Brown Community Center,x
Otis L Anthony,State House,31,D,Washington,Buster Brown Community Center,x
Jeanette Knighten-Washington,State House,31,D,Washington,Buster Brown Community Center,x
Willie L Bailey,State House,49,D,Washington,Buster Brown Community Center,251
John W Hines Sr.,State House,50,D,Washington,Buster Brown Community Center,269
Earth L Robinson,State House,50,D,Washington,Buster Brown Community Center,88
Robert Foster,Governor,,R,Washington,Covenant Presbyterian Church,29
Tate Reeves,Governor,,R,Washington,Covenant Presbyterian Church,174
Bill Waller Jr.,Governor,,R,Washington,Covenant Presbyterian Church,178
Delbert Hosemann,Lieutenant Governor,,R,Washington,Covenant Presbyterian Church,343
Shane Quick,Lieutenant Governor,,R,Washington,Covenant Presbyterian Church,22
Sam Britton,Secretary of State,,R,Washington,Covenant Presbyterian Church,187
Michael Watson,Secretary of State,,R,Washington,Covenant Presbyterian Church,137
Mark Baker,Attorney General,,R,Washington,Covenant Presbyterian Church,51
Lynn Fitch,Attorney General,,R,Washington,Covenant Presbyterian Church,125
Andy Taggart,Attorney General,,R,Washington,Covenant Presbyterian Church,182
Shad White,State Auditor,,R,Washington,Covenant Presbyterian Church,291
Eugene S. 'Buck' Clarke,State Treasurer,,R,Washington,Covenant Presbyterian Church,320
David McRae,State Treasurer,,R,Washington,Covenant Presbyterian Church,58
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Washington,Covenant Presbyterian Church,321
Mike Chaney,Commissioner of Insurance,,R,Washington,Covenant Presbyterian Church,332
