candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Chickasaw ,Anchor 001,220
Tate Reeves,Governor,,R,Chickasaw ,Anchor 001,295
Bob Hickingbottom,Governor,,C,Chickasaw ,Anchor 001,0
David R Singletary,Governor,,IND,Chickasaw ,Anchor 001,2
Delbert Hosemann,Lieutenant Governor,,R,Chickasaw ,Anchor 001,385
Jay Hughes,Lieutenant Governor,,D,Chickasaw ,Anchor 001,126
Johnny DuPree,Secretary of State,,D,Chickasaw ,Anchor 001,111
Michael Watson,Secretary of State,,R,Chickasaw ,Anchor 001,396
Jennifer Riley Collins,Attorney General,,D,Chickasaw ,Anchor 001,116
Lynn Fitch,Attorney General,,R,Chickasaw ,Anchor 001,396
Shad White,State Auditor,,R,Chickasaw ,Anchor 001,443
Addie Lee Green,State Treasurer,,D,Chickasaw ,Anchor 001,103
David McRae,State Treasurer,,R,Chickasaw ,Anchor 001,406
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Chickasaw ,Anchor 001,127
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Chickasaw ,Anchor 001,378
Kegan Coleman,State Senate,8,D,Chickasaw ,Anchor 001,128
Benjamin A Suber,State Senate,8,R,Chickasaw ,Anchor 001,389
Thomas 'Tommy' Futral,State House,22,R,Chickasaw ,Anchor 001,273
Jon Lancaster,State House,22,D,Chickasaw ,Anchor 001,237
Jim Hood,Governor,,D,Chickasaw ,Buena Vista 002,332
Tate Reeves,Governor,,R,Chickasaw ,Buena Vista 002,57
Bob Hickingbottom,Governor,,C,Chickasaw ,Buena Vista 002,0
David R Singletary,Governor,,IND,Chickasaw ,Buena Vista 002,2
Delbert Hosemann,Lieutenant Governor,,R,Chickasaw ,Buena Vista 002,86
Jay Hughes,Lieutenant Governor,,D,Chickasaw ,Buena Vista 002,289
Johnny DuPree,Secretary of State,,D,Chickasaw ,Buena Vista 002,291
Michael Watson,Secretary of State,,R,Chickasaw ,Buena Vista 002,85
Jennifer Riley Collins,Attorney General,,D,Chickasaw ,Buena Vista 002,305
Lynn Fitch,Attorney General,,R,Chickasaw ,Buena Vista 002,79
Shad White,State Auditor,,R,Chickasaw ,Buena Vista 002,211
Addie Lee Green,State Treasurer,,D,Chickasaw ,Buena Vista 002,287
David McRae,State Treasurer,,R,Chickasaw ,Buena Vista 002,91
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Chickasaw ,Buena Vista 002,303
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Chickasaw ,Buena Vista 002,73
Kegan Coleman,State Senate,8,D,Chickasaw ,Buena Vista 002,310
Benjamin A Suber,State Senate,8,R,Chickasaw ,Buena Vista 002,72
Thomas 'Tommy' Futral,State House,22,R,Chickasaw ,Buena Vista 002,67
Jon Lancaster,State House,22,D,Chickasaw ,Buena Vista 002,307
Jim Hood,Governor,,D,Chickasaw ,East Okolona 004,525
Tate Reeves,Governor,,R,Chickasaw ,East Okolona 004,42
Bob Hickingbottom,Governor,,C,Chickasaw ,East Okolona 004,2
David R Singletary,Governor,,IND,Chickasaw ,East Okolona 004,0
Delbert Hosemann,Lieutenant Governor,,R,Chickasaw ,East Okolona 004,74
Jay Hughes,Lieutenant Governor,,D,Chickasaw ,East Okolona 004,467
Johnny DuPree,Secretary of State,,D,Chickasaw ,East Okolona 004,491
Michael Watson,Secretary of State,,R,Chickasaw ,East Okolona 004,50
Jennifer Riley Collins,Attorney General,,D,Chickasaw ,East Okolona 004,508
Lynn Fitch,Attorney General,,R,Chickasaw ,East Okolona 004,51
Shad White,State Auditor,,R,Chickasaw ,East Okolona 004,228
Addie Lee Green,State Treasurer,,D,Chickasaw ,East Okolona 004,485
David McRae,State Treasurer,,R,Chickasaw ,East Okolona 004,59
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Chickasaw ,East Okolona 004,495
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Chickasaw ,East Okolona 004,50
Kegan Coleman,State Senate,8,D,Chickasaw ,East Okolona 004,511
Benjamin A Suber,State Senate,8,R,Chickasaw ,East Okolona 004,48
Thomas 'Tommy' Futral,State House,22,R,Chickasaw ,East Okolona 004,52
Jon Lancaster,State House,22,D,Chickasaw ,East Okolona 004,490
Jim Hood,Governor,,D,Chickasaw ,Egypt 003,212
Tate Reeves,Governor,,R,Chickasaw ,Egypt 003,83
Bob Hickingbottom,Governor,,C,Chickasaw ,Egypt 003,2
David R Singletary,Governor,,IND,Chickasaw ,Egypt 003,1
Delbert Hosemann,Lieutenant Governor,,R,Chickasaw ,Egypt 003,113
Jay Hughes,Lieutenant Governor,,D,Chickasaw ,Egypt 003,178
Johnny DuPree,Secretary of State,,D,Chickasaw ,Egypt 003,189
Michael Watson,Secretary of State,,R,Chickasaw ,Egypt 003,106
Jennifer Riley Collins,Attorney General,,D,Chickasaw ,Egypt 003,192
Lynn Fitch,Attorney General,,R,Chickasaw ,Egypt 003,104
Shad White,State Auditor,,R,Chickasaw ,Egypt 003,180
Addie Lee Green,State Treasurer,,D,Chickasaw ,Egypt 003,182
David McRae,State Treasurer,,R,Chickasaw ,Egypt 003,114
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Chickasaw ,Egypt 003,191
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Chickasaw ,Egypt 003,103
Kegan Coleman,State Senate,8,D,Chickasaw ,Egypt 003,199
Benjamin A Suber,State Senate,8,R,Chickasaw ,Egypt 003,100
Thomas 'Tommy' Futral,State House,22,R,Chickasaw ,Egypt 003,73
Jon Lancaster,State House,22,D,Chickasaw ,Egypt 003,220
Jim Hood,Governor,,D,Chickasaw ,North Houlka 005,174
Tate Reeves,Governor,,R,Chickasaw ,North Houlka 005,66
Bob Hickingbottom,Governor,,C,Chickasaw ,North Houlka 005,0
David R Singletary,Governor,,IND,Chickasaw ,North Houlka 005,2
Delbert Hosemann,Lieutenant Governor,,R,Chickasaw ,North Houlka 005,97
Jay Hughes,Lieutenant Governor,,D,Chickasaw ,North Houlka 005,131
Johnny DuPree,Secretary of State,,D,Chickasaw ,North Houlka 005,131
Michael Watson,Secretary of State,,R,Chickasaw ,North Houlka 005,89
Jennifer Riley Collins,Attorney General,,D,Chickasaw ,North Houlka 005,147
Lynn Fitch,Attorney General,,R,Chickasaw ,North Houlka 005,93
Shad White,State Auditor,,R,Chickasaw ,North Houlka 005,142
Addie Lee Green,State Treasurer,,D,Chickasaw ,North Houlka 005,129
David McRae,State Treasurer,,R,Chickasaw ,North Houlka 005,98
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Chickasaw ,North Houlka 005,137
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Chickasaw ,North Houlka 005,92
Kegan Coleman,State Senate,8,D,Chickasaw ,North Houlka 005,150
Benjamin A Suber,State Senate,8,R,Chickasaw ,North Houlka 005,82
Thomas 'Tommy' Futral,State House,22,R,Chickasaw ,North Houlka 005,79
Jon Lancaster,State House,22,D,Chickasaw ,North Houlka 005,153
Jim Hood,Governor,,D,Chickasaw ,North Okolona 006,258
Tate Reeves,Governor,,R,Chickasaw ,North Okolona 006,159
Bob Hickingbottom,Governor,,C,Chickasaw ,North Okolona 006,0
David R Singletary,Governor,,IND,Chickasaw ,North Okolona 006,2
Delbert Hosemann,Lieutenant Governor,,R,Chickasaw ,North Okolona 006,192
Jay Hughes,Lieutenant Governor,,D,Chickasaw ,North Okolona 006,221
Johnny DuPree,Secretary of State,,D,Chickasaw ,North Okolona 006,216
Michael Watson,Secretary of State,,R,Chickasaw ,North Okolona 006,193
Jennifer Riley Collins,Attorney General,,D,Chickasaw ,North Okolona 006,213
Lynn Fitch,Attorney General,,R,Chickasaw ,North Okolona 006,204
Shad White,State Auditor,,R,Chickasaw ,North Okolona 006,289
Addie Lee Green,State Treasurer,,D,Chickasaw ,North Okolona 006,203
David McRae,State Treasurer,,R,Chickasaw ,North Okolona 006,211
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Chickasaw ,North Okolona 006,225
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Chickasaw ,North Okolona 006,187
Kegan Coleman,State Senate,8,D,Chickasaw ,North Okolona 006,222
Benjamin A Suber,State Senate,8,R,Chickasaw ,North Okolona 006,194
Thomas 'Tommy' Futral,State House,22,R,Chickasaw ,North Okolona 006,170
Jon Lancaster,State House,22,D,Chickasaw ,North Okolona 006,239
Jim Hood,Governor,,D,Chickasaw ,Northwest Houston 007,602
Tate Reeves,Governor,,R,Chickasaw ,Northwest Houston 007,125
Bob Hickingbottom,Governor,,C,Chickasaw ,Northwest Houston 007,0
David R Singletary,Governor,,IND,Chickasaw ,Northwest Houston 007,3
Delbert Hosemann,Lieutenant Governor,,R,Chickasaw ,Northwest Houston 007,189
Jay Hughes,Lieutenant Governor,,D,Chickasaw ,Northwest Houston 007,503
Johnny DuPree,Secretary of State,,D,Chickasaw ,Northwest Houston 007,522
Michael Watson,Secretary of State,,R,Chickasaw ,Northwest Houston 007,162
Jennifer Riley Collins,Attorney General,,D,Chickasaw ,Northwest Houston 007,539
Lynn Fitch,Attorney General,,R,Chickasaw ,Northwest Houston 007,166
Shad White,State Auditor,,R,Chickasaw ,Northwest Houston 007,339
Addie Lee Green,State Treasurer,,D,Chickasaw ,Northwest Houston 007,520
David McRae,State Treasurer,,R,Chickasaw ,Northwest Houston 007,172
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Chickasaw ,Northwest Houston 007,526
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Chickasaw ,Northwest Houston 007,162
Kegan Coleman,State Senate,8,D,Chickasaw ,Northwest Houston 007,562
Benjamin A Suber,State Senate,8,R,Chickasaw ,Northwest Houston 007,148
Thomas 'Tommy' Futral,State House,22,R,Chickasaw ,Northwest Houston 007,144
Jon Lancaster,State House,22,D,Chickasaw ,Northwest Houston 007,545
Jim Hood,Governor,,D,Chickasaw ,Pearsall 009,119
