page,candidate,office,district,party,county,precinct,votes
2,Tate Reeves,Governor,,R,Warren,Redwood,75
2,Bill Waller Jr.,Governor,,R,Warren,Redwood,37
2,Tate Reeves,Governor,,R,Warren,Bovina,174
2,Bill Waller Jr.,Governor,,R,Warren,Bovina,144
2,Tate Reeves,Governor,,R,Warren,Culkin,435
2,Bill Waller Jr.,Governor,,R,Warren,Culkin,384
2,Tate Reeves,Governor,,R,Warren,Oakland,165
2,Bill Waller Jr.,Governor,,R,Warren,Oakland,132
2,Tate Reeves,Governor,,R,Warren,Cedar Grove,37
2,Bill Waller Jr.,Governor,,R,Warren,Cedar Grove,45
2,Tate Reeves,Governor,,R,Warren,Kings,76
2,Bill Waller Jr.,Governor,,R,Warren,Kings,26
2,Tate Reeves,Governor,,R,Warren,St Aloysius,2
2,Bill Waller Jr.,Governor,,R,Warren,St Aloysius,0
2,Tate Reeves,Governor,,R,Warren,Auditorium,17
2,Bill Waller Jr.,Governor,,R,Warren,Auditorium,35
2,Tate Reeves,Governor,,R,Warren,Brunswick,27
2,Bill Waller Jr.,Governor,,R,Warren,Brunswick,82
2,Tate Reeves,Governor,,R,Warren,3-61,16
2,Bill Waller Jr.,Governor,,R,Warren,3-61,24
2,Tate Reeves,Governor,,R,Warren,American Legion Post,41
2,Bill Waller Jr.,Governor,,R,Warren,American Legion Post,66
3,Tate Reeves,Governor,,R,Warren,Cherry Street,57
3,Bill Waller Jr.,Governor,,R,Warren,Cherry Street,112
3,Tate Reeves,Governor,,R,Warren,No. 7 Fire Station,31
3,Bill Waller Jr.,Governor,,R,Warren,No. 7 Fire Station,62
3,Tate Reeves,Governor,,R,Warren,Jett,113
3,Bill Waller Jr.,Governor,,R,Warren,Jett,55
3,Tate Reeves,Governor,,R,Warren,Goodrum,174
3,Bill Waller Jr.,Governor,,R,Warren,Goodrum,83
3,Tate Reeves,Governor,,R,Warren,Yokena,108
3,Bill Waller Jr.,Governor,,R,Warren,Yokena,49
3,Tate Reeves,Governor,,R,Warren,Elks Lodge,117
3,Bill Waller Jr.,Governor,,R,Warren,Elks Lodge,134
3,Tate Reeves,Governor,,R,Warren,Beechwood,238
3,Bill Waller Jr.,Governor,,R,Warren,Beechwood,281
3,Tate Reeves,Governor,,R,Warren,Moose Lodge,222
3,Bill Waller Jr.,Governor,,R,Warren,Moose Lodge,125
3,Tate Reeves,Governor,,R,Warren,Tingleville,76
3,Bill Waller Jr.,Governor,,R,Warren,Tingleville,58
3,Deborah Butler Dixon,State House,63,D,Warren,Tingleville,21
3,Stephanie McKenzie Foster,State House,63,D,Warren,Tingleville,95
3,Tate Reeves,Governor,,R,Warren,Lee Road,26
3,Bill Waller Jr.,Governor,,R,Warren,Lee Road,23
3,Tate Reeves,Governor,,R,Warren,Plumbers & Pipefitters,121
3,Bill Waller Jr.,Governor,,R,Warren,Plumbers & Pipefitters,134
4,Tate Reeves,Governor,,R,Warren,YMCA,87
4,Bill Waller Jr.,Governor,,R,Warren,YMCA,67
4,Tate Reeves,Governor,,R,Warren,TOTAL,2435
4,Bill Waller Jr.,Governor,,R,Warren,TOTAL,2158
4,Deborah Butler Dixon,State House,63,D,Warren,TOTAL,21
4,Stephanie McKenzie Foster,State House,63,D,Warren,TOTAL,95
