candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Marion,Balls Mill,69
Tate Reeves,Governor,,R,Marion,Balls Mill,186
Bill Waller Jr.,Governor,,R,Marion,Balls Mill,84
Delbert Hosemann,Lieutenant Governor,,R,Marion,Balls Mill,274
Shane Quick,Lieutenant Governor,,R,Marion,Balls Mill,42
Sam Britton,Secretary of State,,R,Marion,Balls Mill,190
Michael Watson,Secretary of State,,R,Marion,Balls Mill,140
Mark Baker,Attorney General,,R,Marion,Balls Mill,82
Lynn Fitch,Attorney General,,R,Marion,Balls Mill,190
Andy Taggart,Attorney General,,R,Marion,Balls Mill,56
Shad White,State Auditor,,R,Marion,Balls Mill,292
Eugene S. 'Buck' Clarke,State Treasurer,,R,Marion,Balls Mill,132
David McRae,State Treasurer,,R,Marion,Balls Mill,190
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Marion,Balls Mill,301
Mike Chaney,Commissioner of Insurance,,R,Marion,Balls Mill,304
Angela Burks Hill,State Senate,40,R,Marion,Balls Mill,307
Bill Pigott,State House,99,R,Marion,Balls Mill,311
Ken Morgan,State House,100,R,Marion,Balls Mill,X
Michael Brown,Governor,,D,Marion,Balls Mill,4
William Bond Compton Jr.,Governor,,D,Marion,Balls Mill,0
Jim Hood,Governor,,D,Marion,Balls Mill,49
Robert J. Ray,Governor,,D,Marion,Balls Mill,0
Robert Shuler Smith,Governor,,D,Marion,Balls Mill,4
Gregory Wash,Governor,,D,Marion,Balls Mill,0
Velesha P Williams,Governor,,D,Marion,Balls Mill,5
Albert Wilson,Governor,,D,Marion,Balls Mill,0
Jay Hughes,Lieutenant Governor,,D,Marion,Balls Mill,56
Johnny DuPree,Secretary of State,,D,Marion,Balls Mill,58
Maryra Hodges Hunt,Secretary of State,,D,Marion,Balls Mill,4
Jennifer Riley Collins,Attorney General,,D,Marion,Balls Mill,54
Addie Lee Green,State Treasurer,,D,Marion,Balls Mill,56
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Marion,Balls Mill,57
Robert E. Amos,Commissioner of Insurance,,D,Marion,Balls Mill,58
Thomas Lehr,State Senate,40,D,Marion,Balls Mill,57
Robert Foster,Governor,,R,Marion,Carley,139
Tate Reeves,Governor,,R,Marion,Carley,261
Bill Waller Jr.,Governor,,R,Marion,Carley,149
Delbert Hosemann,Lieutenant Governor,,R,Marion,Carley,459
Shane Quick,Lieutenant Governor,,R,Marion,Carley,59
Sam Britton,Secretary of State,,R,Marion,Carley,255
Michael Watson,Secretary of State,,R,Marion,Carley,277
Mark Baker,Attorney General,,R,Marion,Carley,182
Lynn Fitch,Attorney General,,R,Marion,Carley,255
Andy Taggart,Attorney General,,R,Marion,Carley,104
Shad White,State Auditor,,R,Marion,Carley,506
Eugene S. 'Buck' Clarke,State Treasurer,,R,Marion,Carley,232
David McRae,State Treasurer,,R,Marion,Carley,301
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Marion,Carley,515
Mike Chaney,Commissioner of Insurance,,R,Marion,Carley,521
Angela Burks Hill,State Senate,40,R,Marion,Carley,508
Bill Pigott,State House,99,R,Marion,Carley,X
Ken Morgan,State House,100,R,Marion,Carley,518
Michael Brown,Governor,,D,Marion,Carley,1
William Bond Compton Jr.,Governor,,D,Marion,Carley,0
Jim Hood,Governor,,D,Marion,Carley,15
Robert J. Ray,Governor,,D,Marion,Carley,0
Robert Shuler Smith,Governor,,D,Marion,Carley,0
Gregory Wash,Governor,,D,Marion,Carley,0
Velesha P Williams,Governor,,D,Marion,Carley,2
Albert Wilson,Governor,,D,Marion,Carley,0
Jay Hughes,Lieutenant Governor,,D,Marion,Carley,18
Johnny DuPree,Secretary of State,,D,Marion,Carley,15
Maryra Hodges Hunt,Secretary of State,,D,Marion,Carley,2
Jennifer Riley Collins,Attorney General,,D,Marion,Carley,18
Addie Lee Green,State Treasurer,,D,Marion,Carley,18
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Marion,Carley,17
Robert E. Amos,Commissioner of Insurance,,D,Marion,Carley,17
Thomas Lehr,State Senate,40,D,Marion,Carley,17
Robert Foster,Governor,,R,Marion,Cedar Grove,41
Tate Reeves,Governor,,R,Marion,Cedar Grove,95
Bill Waller Jr.,Governor,,R,Marion,Cedar Grove,92
Delbert Hosemann,Lieutenant Governor,,R,Marion,Cedar Grove,193
Shane Quick,Lieutenant Governor,,R,Marion,Cedar Grove,22
Sam Britton,Secretary of State,,R,Marion,Cedar Grove,90
Michael Watson,Secretary of State,,R,Marion,Cedar Grove,135
Mark Baker,Attorney General,,R,Marion,Cedar Grove,68
Lynn Fitch,Attorney General,,R,Marion,Cedar Grove,109
Andy Taggart,Attorney General,,R,Marion,Cedar Grove,46
Shad White,State Auditor,,R,Marion,Cedar Grove,211
Eugene S. 'Buck' Clarke,State Treasurer,,R,Marion,Cedar Grove,88
David McRae,State Treasurer,,R,Marion,Cedar Grove,130
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Marion,Cedar Grove,218
Mike Chaney,Commissioner of Insurance,,R,Marion,Cedar Grove,220
Angela Burks Hill,State Senate,40,R,Marion,Cedar Grove,218
Bill Pigott,State House,99,R,Marion,Cedar Grove,X
Ken Morgan,State House,100,R,Marion,Cedar Grove,221
Michael Brown,Governor,,D,Marion,Cedar Grove,7
William Bond Compton Jr.,Governor,,D,Marion,Cedar Grove,3
Jim Hood,Governor,,D,Marion,Cedar Grove,56
Robert J. Ray,Governor,,D,Marion,Cedar Grove,1
Robert Shuler Smith,Governor,,D,Marion,Cedar Grove,2
Gregory Wash,Governor,,D,Marion,Cedar Grove,0
Velesha P Williams,Governor,,D,Marion,Cedar Grove,4
Albert Wilson,Governor,,D,Marion,Cedar Grove,0
Jay Hughes,Lieutenant Governor,,D,Marion,Cedar Grove,62
Johnny DuPree,Secretary of State,,D,Marion,Cedar Grove,68
