candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Walthall,3rd District Tylertown,2
Tate Reeves,Governor,,R,Walthall,3rd District Tylertown,34
Bill Waller Jr.,Governor,,R,Walthall,3rd District Tylertown,17
Delbert Hosemann,Lieutenant Governor,,R,Walthall,3rd District Tylertown,41
Shane Quick,Lieutenant Governor,,R,Walthall,3rd District Tylertown,9
Sam Britton,Secretary of State,,R,Walthall,3rd District Tylertown,22
Michael Watson,Secretary of State,,R,Walthall,3rd District Tylertown,26
Mark Baker,Attorney General,,R,Walthall,3rd District Tylertown,19
Lynn Fitch,Attorney General,,R,Walthall,3rd District Tylertown,22
Andy Taggart,Attorney General,,R,Walthall,3rd District Tylertown,10
Shad White,State Auditor,,R,Walthall,3rd District Tylertown,44
Eugene S. 'Buck' Clarke,State Treasurer,,R,Walthall,3rd District Tylertown,23
David McRae,State Treasurer,,R,Walthall,3rd District Tylertown,28
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Walthall,3rd District Tylertown,48
Mike Chaney,Commissioner of Insurance,,R,Walthall,3rd District Tylertown,49
Bill Pigott,State House,99,R,Walthall,3rd District Tylertown,49
Michael Brown,Governor,,D,Walthall,3rd District Tylertown,21
William Bond Compton Jr.,Governor,,D,Walthall,3rd District Tylertown,7
Jim Hood,Governor,,D,Walthall,3rd District Tylertown,151
Robert J. Ray,Governor,,D,Walthall,3rd District Tylertown,2
Robert Shuler Smith,Governor,,D,Walthall,3rd District Tylertown,15
Gregory Wash,Governor,,D,Walthall,3rd District Tylertown,3
Velesha P Williams,Governor,,D,Walthall,3rd District Tylertown,10
Albert Wilson,Governor,,D,Walthall,3rd District Tylertown,7
Jay Hughes,Lieutenant Governor,,D,Walthall,3rd District Tylertown,190
Johnny DuPree,Secretary of State,,D,Walthall,3rd District Tylertown,113
Maryra Hodges Hunt,Secretary of State,,D,Walthall,3rd District Tylertown,76
Jennifer Riley Collins,Attorney General,,D,Walthall,3rd District Tylertown,178
