candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Pike,(01) New Hope Baptist Church,421
Tate Reeves,Governor,,R,Pike,(01) New Hope Baptist Church,31
Bob Hickingbottom,Governor,,C,Pike,(01) New Hope Baptist Church,1
David R Singletary,Governor,,IND,Pike,(01) New Hope Baptist Church,8
Delbert Hosemann,Lieutenant Governor,,R,Pike,(01) New Hope Baptist Church,51
Jay Hughes,Lieutenant Governor,,D,Pike,(01) New Hope Baptist Church,399
Johnny DuPree,Secretary of State,,D,Pike,(01) New Hope Baptist Church,411
Michael Watson,Secretary of State,,R,Pike,(01) New Hope Baptist Church,38
Jennifer Riley Collins,Attorney General,,D,Pike,(01) New Hope Baptist Church,424
Lynn Fitch,Attorney General,,R,Pike,(01) New Hope Baptist Church,32
Shad White,State Auditor,,R,Pike,(01) New Hope Baptist Church,192
Addie Lee Green,State Treasurer,,D,Pike,(01) New Hope Baptist Church,408
David McRae,State Treasurer,,R,Pike,(01) New Hope Baptist Church,38
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Pike,(01) New Hope Baptist Church,407
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Pike,(01) New Hope Baptist Church,36
William E Godfrey,State Senate,37,D,Pike,(01) New Hope Baptist Church,
Melanie Sojourner,State Senate,37,R,Pike,(01) New Hope Baptist Church,
Tammy Witherspoon,State Senate,38,D,Pike,(01) New Hope Baptist Church,430
Rita Wilkinson Goss,State House,53,D,Pike,(01) New Hope Baptist Church,
Vince Mangold,State House,53,R,Pike,(01) New Hope Baptist Church,
Aisha A Sanders,State House,96,D,Pike,(01) New Hope Baptist Church,
Angela Cockerham,State House,96,IND,Pike,(01) New Hope Baptist Church,
Sam C Mims V,State House,97,R,Pike,(01) New Hope Baptist Church,
Ben Thompson,State House,97,D,Pike,(01) New Hope Baptist Church,
Daryl L Porter Jr.,State House,98,D,Pike,(01) New Hope Baptist Church,436
Jim Hood,Governor,,D,Pike,(02) S McComb Baptist Church,154
Tate Reeves,Governor,,R,Pike,(02) S McComb Baptist Church,41
Bob Hickingbottom,Governor,,C,Pike,(02) S McComb Baptist Church,0
David R Singletary,Governor,,IND,Pike,(02) S McComb Baptist Church,1
Delbert Hosemann,Lieutenant Governor,,R,Pike,(02) S McComb Baptist Church,52
Jay Hughes,Lieutenant Governor,,D,Pike,(02) S McComb Baptist Church,140
Johnny DuPree,Secretary of State,,D,Pike,(02) S McComb Baptist Church,140
Michael Watson,Secretary of State,,R,Pike,(02) S McComb Baptist Church,52
Jennifer Riley Collins,Attorney General,,D,Pike,(02) S McComb Baptist Church,147
Lynn Fitch,Attorney General,,R,Pike,(02) S McComb Baptist Church,45
Shad White,State Auditor,,R,Pike,(02) S McComb Baptist Church,111
Addie Lee Green,State Treasurer,,D,Pike,(02) S McComb Baptist Church,145
David McRae,State Treasurer,,R,Pike,(02) S McComb Baptist Church,49
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Pike,(02) S McComb Baptist Church,147
